firms,roaq,roeq,rsup,cash,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
18980.0,0.0053044363,0.0104055095,0.0077366708,0.0743983229,2.0,0.0161933364,0.6106934002,0.0140845068,-0.0129870129870129,-0.0379746835443037,-0.1058823529411764,0.2063492063492062,0.1014492753623188,0.1875,0.2881355932203389,0.3571428571428572,0.3818181818181818,0.1343283582089551,0.0704225352112675,0.2459016393442623,0.4615384615384614,0.6521739130434783,0.853658536585366,1.8148148148148149,1.4516129032258065,1.3030303030303032,1.1714285714285713,0.8999999999999999,0.7272727272727273,1.0,0.52,0.2258064516129032,-0.0129870129870129,-0.0379746835443037,-0.0617283950617284,-0.0379746835443037,-0.1460674157303371,-0.3391304347826087,-0.4108527131782945,-0.2830188679245283,-0.3448275862068966,-0.2323232323232323,-0.2962962962962963,-0.4571428571428572,-0.5308641975308642,-0.5913978494623655,-0.6545454545454545,-0.7121212121212122,-0.7508196721311475,-0.7285714285714286,-0.7661538461538462,-0.7840909090909091,-0.8051282051282052,-0.7731343283582089,-0.7790697674418605,-0.752442996742671
17232.0,-0.002741681,-0.004979536,0.0965312874,0.0310882758,1.0,-0.000893056,1.7222222222,-0.031935483,-0.0833333333333333,0.1,0.0,0.8333333333333333,0.7837837837837838,0.5714285714285714,0.736842105263158,0.5,0.375,0.4666666666666665,0.4347826086956521,0.4347826086956521,0.32,0.2692307692307691,0.2692307692307691,0.6499999999999999,0.4347826086956521,0.375,0.4666666666666665,0.4347826086956521,0.4347826086956521,0.1379310344827586,0.03125,0.1379310344827586,0.064516129032258,-0.0571428571428571,0.0,0.03125,-0.0704225352112676,-0.1851851851851852,-0.1851851851851852,-0.0833333333333333,-0.175,-0.0833333333333333,-0.1645569620253164,-0.2826086956521739,-0.2666666666666667,-0.2826086956521739,-0.4054054054054054,-0.2978723404255319,-0.3592233009708737,-0.3529411764705882,-0.3653846153846154,-0.383177570093458,-0.3529411764705882,-0.4107142857142857,-0.4453781512605042,-0.383177570093458
39116.0,0.0036008871,0.0055627202,0.0971900391,0.0276735883,1.0,-0.018297977,-0.185423365,-0.034482758,-0.2142857142857143,-0.2325581395348837,-0.0833333333333333,0.32,0.1785714285714286,0.32,0.32,0.1379310344827586,0.03125,-0.0294117647058823,0.32,0.4347826086956521,0.5714285714285714,0.6499999999999999,0.5,1.5384615384615383,1.5384615384615383,1.2000000000000002,1.2000000000000002,1.0625,0.5714285714285714,0.5,0.5,0.2692307692307691,0.0,-0.1081081081081081,-0.0294117647058823,0.5,0.1785714285714286,0.03125,-0.1081081081081081,-0.0833333333333333,-0.2142857142857143,-0.131578947368421,-0.0294117647058823,-0.175,-0.2325581395348837,-0.2325581395348837,-0.4310344827586206,-0.5285714285714286,-0.5769230769230769,-0.5285714285714286,-0.5074626865671642,-0.5714285714285714,-0.5769230769230769,-0.6024096385542168,-0.7155172413793103,-0.7421875
50032.0,0.0166329441,0.040453305,0.3423959278,0.103009779,1.0,0.0024466896,0.3040828763,0.0398715832,0.04,-0.1136363636363636,-0.1428571428571429,-0.1333333333333333,-0.1875,-0.048780487804878,-0.025,0.0263157894736842,0.0758620689655171,0.0469798657718121,0.0612244897959184,0.1999999999999999,0.3805309734513273,0.3928571428571428,0.3928571428571428,0.56,0.7142857142857142,0.5918367346938775,0.8571428571428572,0.8352941176470587,0.5,0.3565217391304347,0.3448275862068966,0.3928571428571428,0.21875,0.2892561983471073,0.368421052631579,0.3805309734513273,0.3220338983050848,0.278688524590164,0.278688524590164,0.5,0.4857142857142857,0.6421052631578947,0.368421052631579,0.3448275862068966,0.1999999999999999,0.1304347826086955,0.21875,0.1729323308270676,0.2580645161290322,0.3805309734513273,0.4311926605504588,0.4181818181818182,0.56,0.5145631067961165,0.5445544554455446,0.4857142857142857
53321.0,0.0279537721,0.0358614461,0.0168815491,0.0576669922,1.0,0.0018928968,0.1111111111,-0.026492262,-0.0051020408163264,0.0955056179775279,-0.0887850467289719,0.1337209302325581,0.0540540540540539,0.0655737704918033,0.1538461538461537,0.1271676300578035,-0.048780487804878,-0.1095890410958904,-0.0669856459330143,-0.0441176470588234,0.0103626943005181,0.0714285714285714,0.455223880597015,0.598360655737705,0.3541666666666667,0.4444444444444444,0.7727272727272727,0.3928571428571428,0.2913907284768211,0.0893854748603351,0.0483870967741935,-0.0579710144927536,-0.1255605381165919,-0.1255605381165919,-0.1136363636363636,-0.173728813559322,-0.247104247104247,-0.3229166666666666,-0.2830882352941176,-0.2613636363636363,-0.3252595155709342,-0.25,-0.275092936802974,-0.3275862068965517,-0.3709677419354839,-0.2985611510791367,-0.3648208469055375,-0.3412162162162162,-0.2613636363636363,-0.2696629213483146,-0.3085106382978723,-0.6422018348623852,-0.6306818181818181,-0.6176470588235294,-0.6012269938650308,-0.5588235294117647
49330.0,0.0008658214,0.0023953275,0.1695436881,0.091482933,0.0,0.0025932315,1.5877659574,-0.130909093,-0.0634920634920634,-0.0923076923076923,0.0,0.1132075471698113,-0.0634920634920634,0.2040816326530612,0.3409090909090908,0.3409090909090908,0.1799999999999999,0.2291666666666667,0.4047619047619046,0.5128205128205128,0.5945945945945945,0.6857142857142857,1.1851851851851851,1.95,1.4583333333333337,1.4583333333333337,1.95,1.5652173913043477,1.36,0.903225806451613,0.6388888888888888,0.1568627450980393,0.0925925925925925,0.3720930232558139,0.3111111111111111,1.1071428571428572,0.903225806451613,0.3720930232558139,0.3720930232558139,0.2826086956521738,0.1346153846153845,0.84375,0.903225806451613,0.4750000000000001,0.4390243902439024,0.1346153846153845,-0.0483870967741935,-0.1805555555555555,-0.2624999999999999,-0.2236842105263158,-0.2624999999999999,-0.313953488372093,-0.4040404040404041,-0.4215686274509803,-0.4433962264150943,-0.5203252032520325
17304.0,0.0062965047,0.0167328445,0.0672289484,0.0301270331,0.0,0.0062184005,1.5781037761,0.0267101349,-0.0909090909090909,-0.0048543689320388,0.0789473684210526,0.1202185792349725,0.1111111111111111,0.1614730878186969,0.28125,0.4089347079037801,0.3486842105263157,0.3183279742765272,0.595330739299611,0.9158878504672898,0.7982456140350878,1.1354166666666663,1.303370786516854,2.253968253968254,2.1297709923664123,1.9078014184397163,1.9927007299270076,1.7891156462585034,1.3976608187134505,1.1578947368421053,1.0918367346938775,1.265193370165746,1.303370786516854,1.2404371584699452,1.303370786516854,1.440476190476191,1.4117647058823528,1.019704433497537,0.9339622641509432,1.1465968586387434,0.8636363636363635,1.1578947368421053,1.0297029702970295,1.0499999999999998,0.9069767441860466,0.759656652360515,0.5185185185185186,0.3355048859934852,0.3898305084745763,0.6599190283400809,0.729957805907173,0.6141732283464567,0.595330739299611,0.5413533834586466,0.4855072463768115,0.4285714285714286
42032.0,0.0004441483,0.0009316659,-0.219066116,0.1919859687,1.0,-0.057052683,1.7414330218,0.0912406854,-0.0136986301369863,-0.0769230769230768,-0.1428571428571429,-0.217391304347826,-0.368421052631579,-0.3142857142857143,-0.3271028037383178,-0.3454545454545454,-0.1818181818181817,-0.25,-0.1529411764705882,0.0,0.1428571428571428,0.1076923076923077,0.125,0.3846153846153846,0.3333333333333332,0.2413793103448276,0.3846153846153846,0.2857142857142858,0.0909090909090908,0.1076923076923077,0.1612903225806452,0.0,-0.0886075949367088,-0.0999999999999999,0.0,0.0909090909090908,0.1428571428571428,0.0285714285714284,0.0434782608695651,0.0588235294117647,0.0746268656716417,0.2203389830508475,0.0909090909090908,0.0909090909090908,0.0,-0.0999999999999999,-0.1111111111111111,-0.1111111111111111,-0.1627906976744185,-0.0769230769230768,-0.0999999999999999,-0.1219512195121951,-0.1999999999999999,-0.217391304347826,-0.3271028037383178,-0.3846153846153846
47730.0,0.0193028353,0.0292280789,0.1251306555,0.1437943719,1.0,0.0029089414,-0.057971014,-0.012076423,-0.0357142857142857,-0.1382978723404255,-0.0898876404494382,0.0253164556962024,-0.0121951219512195,-0.0357142857142857,0.0124999999999999,-0.0898876404494382,-0.0999999999999999,-0.0898876404494382,0.0124999999999999,0.0945945945945945,0.3064516129032257,0.3064516129032257,0.4210526315789473,1.025,0.8837209302325582,0.975609756097561,1.1315789473684212,1.076923076923077,1.189189189189189,0.7234042553191489,0.6200000000000001,0.4210526315789473,0.2089552238805969,0.125,0.0519480519480519,0.4464285714285714,0.4464285714285714,-0.0470588235294118,-0.1980198019801979,-0.1899999999999999,-0.3305785123966942,-0.0470588235294118,-0.0999999999999999,-0.3305785123966942,-0.4599999999999999,-0.4671052631578947,-0.7804878048780488,-0.7845744680851063,-0.779891304347826,-0.7786885245901639,-0.7816711590296496,-0.7737430167597765,-0.779891304347826,-0.7901554404145078,-0.7828418230563002,-0.7980049875311721
48581.0,0.0022600489,0.0143775629,0.0719965428,0.0632856876,1.0,0.0195332757,3.1835357625,0.1365196109,-0.024390243902439,-0.1304347826086956,-0.0476190476190476,0.3333333333333332,0.1428571428571428,0.3333333333333332,0.5384615384615385,0.1764705882352941,-0.0476190476190476,-0.183673469387755,-0.1666666666666666,-0.1999999999999999,-0.1666666666666666,-0.0909090909090909,0.8181818181818181,1.8571428571428568,1.2222222222222223,0.7391304347826086,0.7391304347826086,0.6000000000000001,0.2903225806451612,0.1764705882352941,-0.1666666666666666,-0.3103448275862068,-0.4594594594594594,-0.4666666666666667,-0.4666666666666667,-0.3939393939393939,-0.3939393939393939,-0.3939393939393939,-0.5,-0.5,-0.4594594594594594,-0.0697674418604651,-0.3103448275862068,-0.5402298850574713,-0.6226415094339622,-0.6946564885496183,-0.7619047619047619,-0.7727272727272727,-0.7575757575757576,-0.7419354838709677,-0.7674418604651163,-0.7714285714285715,-0.7849462365591398,-0.797979797979798,-0.8165137614678899,-0.8253275109170306
