firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594,0.4771357102,0.0408010493,2.9312005069,0.0141337316,0.4613043715,1.0443083939,0.0879281157,0.2095211558,0.2759600407,0.1378922365,0.1162638126,0.027896592,0.5860586319,0.0168892422,0.027896592,23.0,0.0871484242,-0.018691589,0.1670092477,0.019479893,0.0307306413,0.1727934972,-0.063327707,0.1007066411,0.3158013048,0.5598403143,0.0,4.1417869395,-0.027266025,1.968984107,-0.040632652,11.397891887,4.7934669443,0.1430979706,0.0,0.0,1.0,0.0,0.0,0.5377476971,5.0,0.2497134284,0.0690347479,-0.308323722,-0.133927865,1.825083269,0.0659941256,0.0105551522,231.30198915,0.2382536203,13.615333282,0.0028300075,0.0154950361,0.0305116718,0.0628230167,0.0119052485,0.0215307319,5.0,0.000684612,0.929746554,-0.036575293,4.0,13.089549079,0.6393162393,0.0,0.0898617506,0.0315923415,0.0285679291,0.7269339354,2.416873276,1.1837382e-08,2.8050197e-08,0.1494105608,0.0223235157,0.3275328222,0.040135406,-0.056001601,0.0691789454,0.0767888307155322,0.1554307116104869,0.148975791433892,0.0786713286713287,0.1934235976789169,0.2439516129032257,0.296218487394958,0.2854166666666666,0.5122549019607843,0.4831730769230768,0.274793388429752,0.2907949790794979,0.3530701754385965,0.6675675675675676,0.7832369942196531,1.0163398692810457,0.8926380368098159,0.7429378531073447,0.8926380368098159,0.8926380368098159,0.964968152866242,0.8696969696969696,0.7528409090909092,1.0986394557823131,1.1725352112676055,1.1130136986301369,1.3195488721804511,1.2851851851851852,1.1573426573426575,1.528688524590164,1.804545454545455,2.1804123711340204,1.804545454545455,1.8564814814814812,1.883177570093458,1.9380952380952383,2.147959183673469,1.9663461538461535,1.8564814814814812,1.779279279279279,1.8564814814814812,1.6826086956521735,1.468,1.4879032258064515,1.4291338582677169,1.337121212121212,1.6594827586206895,1.804545454545455
11624,0.1755781987,0.0363313072,7.2853575482,0.0,0.010378572,0.1484148402,0.5385781671,0.0976832014,0.5430314475,-0.015775298,-0.435528121,-0.035591871,-0.178410274,0.0428131857,0.0355918707,14.0,0.0130180383,0.0909090909,0.0558944913,0.0891633501,0.0769842966,0.3931034483,0.5331034483,0.0141622485,0.1674492705,0.7466462882,0.0,15.444714459,1.243314772,14.088699878,1.2548105843,1.3358683314,4.7094837935,1.9633009402,0.0,0.0,0.0,0.0,0.0,0.6269495221,6.0,-2.684515244,-0.048592422,-0.103470139,-0.106163479,-3.237035716,-0.380377351,0.0716853998,-2051.167801,0.0277608887,11.595492292,0.0070512821,0.0496099844,0.0512671697,0.0031156833,0.6271853653,0.0008552164,1.0,-0.001004184,0.6597757291,-0.068986025,5.0,12.147091653,1.2612823514,0.0,0.1572327018,0.0517234095,0.0509407958,1.2870233739,3.9935045491,3.4899701e-07,2.0514526e-08,0.8235050589,0.6781605821,1.8244100168,0.0933318589,-0.80226038,0.088907711,0.0482456140350877,0.1064814814814814,0.0765765765765766,0.4226190476190476,0.4662576687116564,0.9274193548387096,1.9325153374233128,1.7471264367816093,1.6555555555555554,1.463917525773196,1.8795180722891565,1.8452380952380956,1.8117647058823527,1.7790697674418603,1.6555555555555554,1.5425531914893615,1.39,1.597826086956522,1.4387755102040818,1.8117647058823527,1.7790697674418603,1.343137254901961,1.5698924731182795,1.0782608695652174,1.597826086956522,1.4895833333333337,1.343137254901961,1.950617283950617,2.514705882352941,4.558139534883721,4.494252873563219,5.207792207792208,6.966666666666667,6.242424242424242,7.851851851851851,6.46875,6.709677419354839,7.241379310344827,6.029411764705882,6.709677419354839,5.828571428571428,5.828571428571428,5.638888888888889,5.638888888888889,4.195652173913044,4.431818181818182,4.829268292682927,4.195652173913044
11790,0.5226297192,0.0662409884,4.9564980968,0.0062488143,0.1753106621,0.2047939196,-0.068097282,0.0281035763,0.0884328195,0.0,-0.203437315,0.0850198942,0.8835585787,0.0077131948,0.0850198942,23.0,0.0267151248,-0.074626866,0.0011012897,0.1984507567,-0.023876816,0.0606181912,0.0156917956,0.0242958823,0.1391778556,0.554129346,0.0,7.5956295108,0.1139617785,4.3103448276,0.0210917837,2.6833682902,4.1329265374,0.4622143585,0.0,0.0,0.0,0.0,0.0,0.1171316697,5.0,0.295795071,-0.022331926,-0.126995651,-0.319493206,-21.71889394,-1.92729525,0.0078633728,-736.874142,0.2176042751,11.878082335,0.0029131356,0.0080443074,0.010742686,0.026927737,0.1134508569,0.0778028953,1.0,0.0033067097,0.1427207637,0.0489795916,4.0,9.4443645144,0.1237431227,0.0,0.0379746817,0.0176840915,0.0099527126,1.2718561194,0.5469399279,2.7172137e-07,1.4362635e-07,0.6301405085,0.3970770604,0.1968396448,0.0433829083,-0.332305441,0.2678732853,0.0025773195876288,-0.0176767676767676,0.0130208333333332,0.1859756097560976,0.2388535031847134,0.231012658227848,0.3321917808219179,0.231012658227848,0.2966666666666666,0.2467948717948718,0.2966666666666666,0.1859756097560976,0.1646706586826347,0.2006172839506173,0.1716867469879517,0.2629870129870129,0.2467948717948718,0.0805555555555554,0.0805555555555554,0.0805555555555554,-0.0076530612244898,0.0686813186813186,-0.0738095238095237,0.1114285714285714,0.3892857142857142,0.3745583038869258,0.3506944444444444,0.369718309859155,0.369718309859155,0.4624060150375939,0.4961538461538461,0.5436507936507937,0.4514925373134328,0.51953125,0.4094202898550725,0.4094202898550725,0.4301470588235294,0.4734848484848484,0.3992805755395683,0.4734848484848484,0.4734848484848484,0.3506944444444444,0.2712418300653594,0.3141891891891892,0.1441176470588234,0.1308139534883721,0.1859756097560976,0.2966666666666666
12117,0.5549600608,-0.113760036,0.8378205128,0.0,0.151214604,0.9656050432,-0.416831109,0.3165148151,0.7207717633,0.6409401061,-0.440255397,-0.058699101,-0.320577617,-0.077291115,0.058699101,16.0,-0.042173453,-0.404984424,-0.2823612,0.0031943554,-0.020821627,0.7049795362,0.2962526955,-0.100681418,1.084374518,0.7603329456,0.0,3.5570175439,2.150868298,3.4734100877,2.5405908135,2.7403263403,6.0943494038,-0.137037037,0.0,0.0,0.0,0.0,0.0,1.4473237699,4.0,-1.103544906,-0.541369132,-1.068121582,0.6134541524,-1.760627827,0.019515076,0.0215945427,-659.25982,0.0614221491,10.238784992,-0.001286713,-0.045995454,-0.059121767,-0.025585277,0.3545354741,0.0272131935,2.0,0.0161298485,-0.115725321,0.1752911694,2.0,12.384234783,6.8470781236,0.0,0.0824742243,0.0341459364,0.0599909561,0.7051082522,10.781631732,5.6915377e-08,6.4828282e-09,1.4268494405,2.0358993258,0.0266039354,0.1821547448,1.7178871256,0.2522747353,-0.1956521739130434,-0.119047619047619,-0.119047619047619,-0.0749999999999999,-0.2448979591836735,-0.1395348837209302,-0.26,-0.421875,-0.4861111111111111,-0.3148148148148147,-0.1395348837209302,-0.3018867924528302,-0.3392857142857143,-0.4637681159420289,-0.5256410256410257,-0.4032258064516129,-0.5595238095238095,-0.7153846153846154,-0.76875,0.8500000000000001,0.6818181818181819,0.8500000000000001,0.2333333333333334,-0.0263157894736841,-0.159090909090909,-0.119047619047619,0.1745972083951319,-0.0263157894736841,-0.0512820512820513,0.1935483870967742,0.3703703703703704,0.2333333333333334,0.2758620689655173,-0.159090909090909,-0.0263157894736841,-0.0263157894736841,-0.2884615384615384,-0.3392857142857143,-0.3392857142857143,-0.3148148148148147,-0.4032258064516129,-0.3833333333333333,-0.421875,-0.4861111111111111,-0.5256410256410257,-0.421875,-0.3620689655172413,-0.3620689655172413
12320,0.7109930811,0.0583394839,-14.68273834,0.0221171485,1.5758445868,1.7392247989,0.065488374,0.8903635357,0.345457382,0.0648642376,1.6357316257,-0.045472829,-1.362705076,0.1378389946,0.0454728293,23.0,0.0692399134,0.5538461538,0.1253641687,-0.870172166,-0.069999001,0.0869862781,-0.30819256,0.51631212,0.1620252049,0.4848458789,0.0,1.1483909248,-0.459066774,0.7417568446,-0.40558934,40.284242298,3.847846186,0.1382794654,0.0,0.0,1.0,0.0,0.0,0.6442451749,3.0,-0.033194459,-0.37443978,0.3801291696,-2.384349458,-1.921719841,-0.147470304,-1.101141942,-2984.027768,0.0791407986,12.052115489,0.0019799087,0.0089601861,0.0288195366,0.2205894472,0.0298192939,-0.301283533,1.0,-0.000808081,0.0515806988,-0.032759808,4.0,11.037542392,0.5755041454,0.0,0.0347222239,0.018927589,0.0232217571,0.8304962199,2.8909432168,4.1394688e-08,2.5342451e-08,0.5408290691,0.292496082,0.1085433197,0.0363768437,-0.104573456,0.2904799819,-0.0246305418719211,0.0102040816326529,0.0206185567010308,-0.0317848410757946,-0.01,0.0102040816326529,0.0879120879120878,0.0588235294117647,0.0702702702702702,0.053191489361702,0.0,0.0476190476190476,0.1999999999999999,0.2857142857142858,0.3943661971830985,0.4347826086956521,0.2222222222222223,0.2774193548387096,0.2857142857142858,0.3943661971830985,0.375,0.3378378378378379,0.3561643835616439,0.3378378378378379,0.4558823529411764,0.2857142857142858,0.3026315789473683,0.32,0.3026315789473683,0.2531645569620253,0.2375,0.2375,0.3112582781456954,0.2452830188679244,0.1715976331360946,0.2222222222222223,0.2298136645962734,0.0702702702702702,0.1647058823529412,0.18562874251497,0.1314285714285714,0.1578947368421053,0.076086956521739,-0.01,-0.0050251256281407,0.0259067357512954,0.1715976331360946,0.2375
13056,0.5857986562,0.0718860699,11.667931526,0.0215759309,0.332752979,0.9297237789,0.1250724976,0.0644560462,0.7082003877,0.0036676126,0.0034444286,0.0063714817,0.0789491008,0.0662107293,0.0063714817,23.0,-0.015196023,-0.013586957,0.0789056423,0.0176820758,0.0002373826,0.1395155871,-0.184474999,0.018739356,0.1025350156,0.3358466606,0.0,2.2696937049,0.0617409927,1.5839437326,0.1318636526,61.657318117,5.7579291492,0.3000255783,0.0,0.0,0.0,0.0,0.0,1.1253095087,7.0,0.0929450211,0.0110292313,-0.064784722,0.053048563,-0.43576155,-0.39553347,-0.005041448,1479.4101131,0.0371705217,15.106820592,0.0008482254,0.0383743879,0.0590390524,-0.003015955,0.0135373035,-0.007821589,1.0,0.0005442177,1.8929972649,-0.007944192,4.0,14.220565582,0.5276284098,0.0,0.0439414121,0.0144153418,0.0259455016,0.464091144,1.4074186604,1.2409485e-09,3.5031945e-08,0.5132711979,0.2634473225,0.1343545216,0.02718821,0.2474867839,0.1607887819,0.0594594594594595,-0.0033898305084745,0.0575539568345324,0.0970149253731342,-0.01010101010101,0.0729927007299269,0.1484375,0.1506849315068492,0.185483870967742,0.2980132450331125,0.2951541850220265,0.3008849557522124,0.2537313432835821,0.2838427947598254,0.4271844660194175,0.5154639175257731,0.3424657534246575,0.3548387096774192,0.3303167420814479,0.3303167420814479,0.3424657534246575,0.3486238532110091,0.3303167420814479,0.3486238532110091,0.1666666666666667,0.2049180327868851,0.1951219512195121,0.2148760330578512,0.251063829787234,0.3008849557522124,0.3486238532110091,0.2301255230125523,0.251063829787234,0.3303167420814479,0.3611111111111111,0.3243243243243243,0.3424657534246575,0.2727272727272727,0.2250000000000001,0.2564102564102564,0.2250000000000001,0.3066666666666666,0.2564102564102564,0.3933649289099525,0.3183856502242153,0.2098765432098766,0.0808823529411764,0.185483870967742
50091,0.5922132218,0.0749915319,-3.45100528,0.0198356705,1.0848571069,2.0652711243,0.050869556,0.0523701253,0.3701034334,0.0050188206,0.0501184106,0.06507585,1.4191100558,-0.031429705,0.06507585,23.0,0.0255204518,0.0574492532,0.0735823238,-0.08577864,-0.027936237,0.1306098153,-0.001766138,0.0506648594,0.0565201177,0.5032344717,0.0,2.7650489887,0.2583017415,1.6677935025,0.2240934555,54.174045491,4.3604191186,0.1317758188,0.0,0.0,0.0,0.0,1.0,0.9663531264,4.0,0.2683342441,0.0071974662,0.0011339448,0.0930175869,-0.570388807,0.570612876,-0.119830571,-432.5926953,0.0656574121,12.353003126,0.005468025,0.013677271,0.0412467112,0.0637304145,0.0227318368,0.0075307177,0.0,0.000620155,1.734939759,0.0212551155,2.0,11.122407465,0.4643420506,0.0,0.0142543856,0.0105853971,0.0082965129,1.0104240697,2.7823032415,3.1793501e-08,3.9467389e-08,0.5074948493,0.2575510221,-0.116793321,0.0262381253,-0.204758267,0.2524551564,-0.0549450549450549,-0.0114942528735632,0.1037433155080214,0.131578947368421,0.1390728476821192,0.162162162162162,0.319693094629156,0.2932330827067668,0.3264781491002571,0.2997481108312343,0.2493946731234866,0.3367875647668394,0.5589123867069485,0.6753246753246753,0.7793103448275862,0.8428571428571427,0.6329113924050633,0.5495495495495495,0.6329113924050633,0.725752508361204,0.6538461538461537,0.725752508361204,0.7142857142857142,0.7731958762886597,0.8832116788321167,0.7671232876712328,0.7854671280276817,0.8105263157894738,0.7793103448275862,0.8561151079136691,0.7610921501706485,0.8970588235294117,0.904059040590406,1.0235294117647058,1.2145922746781117,0.9846153846153848,0.8297872340425532,0.7916666666666667,0.7793103448275862,0.7491525423728813,0.8169014084507042,0.7916666666666667,0.7315436241610738,0.6433121019108281,0.5495495495495495,0.5495495495495495,0.7916666666666667,0.7610921501706485
14286,1.2829745229,0.0281094294,-2.335240542,0.026041177,1.7992855128,2.3048791953,-0.070431839,-0.028893242,0.2691118099,0.0,-0.037854414,0.0175743707,2.2474916388,-0.035066278,0.0175743707,23.0,0.0111932004,0.0718232044,0.055175382,0.4157933206,0.0285904474,0.1492073693,-0.243086044,0.1186659106,0.0015411713,0.5437358335,0.0,2.3987370838,0.0530371134,1.3608495982,0.0138626924,2.8627977581,8.8413270826,0.0867003151,0.0,0.0,1.0,1.0,0.0,0.7082782915,5.0,-0.43304418,0.111043309,-0.312876848,1.5146659935,-1.275989918,-4.605002524,-0.095301095,-3678.85366,0.0384055348,9.5488640743,0.0099200805,-0.006688884,-0.013752551,0.0633032575,0.2792068974,-0.103222661,0.0,0.0445969416,4.4498131684,-0.213793661,1.0,8.164279024,0.4840654608,0.0,0.0877192989,0.0470743252,0.0395800652,1.5063996509,2.368556516,7.1505023e-06,6.6818182411,0.8655117589,0.7491106048,0.2474020397,0.0921528091,0.5233297759,0.359515877,0.0,-0.1285714285714285,0.1730769230769231,0.2199999999999999,0.2708333333333332,0.4878048780487805,0.6944444444444444,0.605263157894737,0.3863636363636364,0.4523809523809523,0.2708333333333332,0.326086956521739,0.326086956521739,0.3555555555555556,0.1730769230769231,0.4523809523809523,0.1730769230769231,0.2708333333333332,0.5249999999999999,0.90625,1.0333333333333332,0.3555555555555556,0.7941176470588236,0.90625,1.0333333333333332,0.7941176470588236,0.5249999999999999,0.2708333333333332,0.605263157894737,0.5249999999999999,1.1785714285714284,1.1785714285714284,1.5416666666666663,1.1785714285714284,1.0333333333333332,0.7941176470588236,0.7941176470588236,0.90625,0.5249999999999999,0.605263157894737,0.605263157894737,0.1296296296296295,0.7941176470588236,0.6944444444444444,0.7941176470588236,0.5641025641025641,0.3863636363636364,0.8484848484848484
14526,0.3106514922,0.0473153032,44.484809348,0.0086726677,0.5933631355,1.7157247141,0.0920046126,0.2973770899,0.4461096608,1.0627358142,0.3379571043,-0.03471311,-0.587223494,0.0750999608,0.0347131101,23.0,0.0071108105,0.0632808697,0.0914082239,-0.20470589,0.1841025091,0.1722068368,-0.182257165,0.1869937017,0.2391863001,0.5195712027,0.0,1.7279598689,-0.047820659,1.2528521523,0.0039573682,233.89348093,4.6319940759,0.1624786363,0.0,0.0,0.0,0.0,0.0,1.1818155642,5.0,0.4335194492,-0.154070375,-0.04020622,-0.239668968,-0.408644721,-0.797651157,-0.030018264,-180.3537169,0.0581945573,12.95500112,-0.024998594,-0.021083917,-0.05736637,0.0101114491,0.0059604695,-0.008506401,0.0,-0.005875706,13.759769003,-0.235104673,5.0,12.339436719,0.8748054017,0.0,0.0762331858,0.0256034885,0.0315388551,0.8097039233,2.6985789102,3.3308527e-08,3.7223483e-08,0.987022638,0.9742136879,0.1240537456,0.0605162409,0.7449563964,0.1129662939,-0.0732984293193717,-0.0969387755102041,0.0114285714285713,0.0350877192982457,0.0290697674418605,0.195945945945946,0.4750000000000001,0.120253164556962,0.1132075471698113,-0.4139072847682119,-0.4433962264150943,-0.5,-0.4253246753246753,-0.3678571428571429,-0.3540145985401459,-0.3192307692307692,-0.3540145985401459,-0.1728971962616822,-0.1571428571428571,0.0172413793103447,0.1309904153354633,0.2642857142857142,0.3014705882352941,0.5,0.4750000000000001,0.4750000000000001,0.4047619047619046,0.2779783393501804,0.2464788732394365,0.2967032967032967,0.2826086956521738,0.2291666666666667,0.2919708029197081,0.3828125,0.2826086956521738,0.2040816326530612,0.2642857142857142,0.3409090909090908,0.4750000000000001,0.5258620689655173,0.6388888888888888,0.8829787234042554,0.6857142857142857,0.5803571428571428,0.4508196721311475,0.4274193548387097,0.3828125,0.5803571428571428
11581,0.2326347949,0.0479131322,88.171484776,0.0018851592,0.2957477352,0.7662773065,0.1551515469,0.2160077221,0.7075471946,0.0120861412,0.2194552273,-0.053956226,-0.542176126,0.0738904887,0.0539562257,11.0,-0.01156915,0.3953871499,0.1769929011,-0.055017223,-0.03861278,0.261238684,-0.055138423,0.0480640854,0.2116529637,0.3843593548,0.0,1.7611207259,-0.083039198,0.8586697226,0.0724188245,115.00444749,7.9378962655,0.2782354971,0.0,0.0,0.0,0.0,0.0,1.5300406637,4.0,0.0728130795,0.009284503,0.2615451531,-14.68764206,-0.301635751,0.0890770316,-0.909822616,-296.2833905,0.0270140569,13.775001015,0.0123561579,0.0412323767,0.0936509414,0.1445571335,0.0086382532,0.0810692196,3.0,0.000142623,1.1856488961,0.0073605233,6.0,13.200438612,0.8853730417,0.0,0.038152609,0.0156734039,0.0187928838,0.830277173,4.8349705311,3.772201e-09,1.8193727e-08,0.9058939181,0.8206437908,-0.001760673,0.0322053427,-0.340622285,0.0869779147,-0.0141414141414141,-0.0307845084409136,-0.0393700787401575,0.1605231866825207,0.181598062953995,0.3863636363636364,0.4395280235988201,0.4523809523809523,0.5591054313099042,0.4698795180722892,0.5394321766561514,0.6827586206896552,0.6944444444444444,0.9137254901960784,1.0333333333333332,1.1785714285714284,1.1785714285714284,1.0677966101694911,0.9442231075697212,0.8697318007662835,1.0082304526748973,1.0,1.0333333333333332,0.8697318007662835,1.0082304526748973,0.90625,0.8415094339622642,1.0854700854700856,1.1125541125541123,1.3689320388349513,1.3127962085308056,1.4522613065326633,1.609625668449198,1.5025641025641026,1.4039408866995076,1.772727272727273,1.4771573604060912,1.568421052631579,1.7415730337078652,1.8538011695906431,1.9938650306748469,2.168831168831169,1.975609756097561,1.8705882352941177,2.2751677852348995,2.2317880794701987,2.753846153846154,3.0666666666666664
