firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594,0.3429671648,0.0496001121,37.151616178,0.0133964678,0.3694142947,0.8122633003,0.1262186422,0.2507229389,0.3625363224,0.0087586641,0.3745602487,0.077088716,0.9962118159,0.0001878944,0.077088716,15.0,0.0552812163,0.2763819095,0.168910367,-0.248846962,0.0380107597,0.1267677762,0.0391592528,0.0943680952,0.1400891712,0.4954082202,0.0,2.0065571723,-0.011429138,0.9112517954,0.090307798,89.016429354,4.2676804806,0.1957639807,0.0,0.0,1.0,0.0,0.0,0.6345309209,4.0,-0.115107395,-0.166894792,-0.140758664,0.1566005339,-0.569915401,-0.012813802,324.20190246,0.5269949722,13.085471151,0.0017466694,0.018434809,0.0382911761,0.0335532555,0.0098838074,-0.00606317,0.0,-0.000199278,-0.466771221,0.0407407396,4.0,12.302051352,0.9167444853,0.0,0.0625,0.0342246652,0.0198650272,1.3707054784,13.31763346,1.1027988e-08,1.2605926e-08,1.3653209196,1.8641012134,0.1541591556,0.0385378857,-0.492188008,-0.07025073,0.0221402214022139,0.1888412017167382,0.1080000000000001,0.1888412017167382,0.2648401826484019,0.325358851674641,0.231111111111111,0.398989898989899,0.5054347826086956,0.398989898989899,0.3317307692307691,0.4060913705583757,0.3712871287128714,0.2477477477477476,0.3781094527363184,0.385,0.4502617801047119,0.6488095238095237,0.9785714285714286,0.8466666666666667,1.0827067669172932,0.8843537414965987,-0.0448275862068965,-0.0735785953177257,0.0572519083969464,0.0778210116731517,0.139917695473251,0.1638655462184874,0.0335820895522387,0.1446280991735538,0.242152466367713,0.481283422459893,0.4734042553191488,0.4427083333333332,0.6011560693641618,0.4734042553191488,0.6686746987951808,0.4427083333333332,0.4656084656084656,0.538888888888889,0.481283422459893,0.6993865030674846,0.3127962085308056,0.3381642512077294,0.4427083333333332,0.538888888888889,0.6488095238095237,0.5303867403314917
10154,1.6292838875,-0.06342711,-9.381017464,0.0,2.3904092072,4.3796994885,-0.032723183,0.1068212428,0.2454203748,-0.01536137,0.2424106475,0.0499045279,3.0100806452,-0.254347826,0.0499045279,15.0,-0.010829918,-0.106973995,0.1451056111,-0.190120732,-0.219843431,0.1479136362,-0.063670545,0.0562054911,-0.045939571,0.5487944264,0.0,1.7175179045,0.3079637466,1.5901915595,0.3539323608,20.804403948,2.397861131,0.0474528547,0.0,0.0,1.0,0.0,1.0,0.4465161556,2.0,-0.219572349,-0.148049187,1.109536447,0.3863838421,1.9325792162,-0.25202848,-244.0095186,0.0793382698,9.7578835787,-0.005387868,-0.040553673,-0.09746428,-0.206907943,0.0751207847,-0.036474161,0.0,-0.075099104,6.9411278672,0.1034482792,2.0,8.1086984987,0.2172739541,0.0,0.1428571492,0.05420212,0.0486715119,1.406409199,1.1711802015,6.4484408e-06,4.772727371,1.1781898905,1.3881314182,-0.104168851,0.0546551395,-0.678571454,-0.074703322,0.1200000000000001,-0.081967213114754,-0.125,0.0370370370370369,0.0,-0.125,-0.125,-0.0967741935483871,-0.0508474576271186,-0.1515151515151515,-0.0344827586206896,-0.0666666666666666,-0.2328767123287671,-0.2631578947368421,-0.2631578947368421,-0.3488372093023255,-0.3913043478260869,-0.2631578947368421,-0.2727272727272727,-0.1999999999999999,-0.2222222222222222,-0.3170731707317072,-0.5,-0.4909090909090909,-0.5172413793103448,-0.5,-0.4509803921568627,-0.4509803921568627,-0.4909090909090909,-0.4615384615384615,-0.4166666666666666,-0.3488372093023255,-0.3636363636363636,-0.3563218390804598,-0.3488372093023255,-0.4042553191489362,-0.3636363636363636,-0.4615384615384615,-0.4716981132075472,-0.4716981132075472,-0.4909090909090909,-0.5333333333333333,-0.4862385321100917,-0.5254237288135593,-0.4615384615384615,-0.4814814814814815,-0.5333333333333333,-0.5333333333333333
10867,0.4680965303,0.1805659618,5.9706712973,0.0,0.4020777324,2.3101861228,0.1800617309,-0.103779806,0.4313283121,0.0053872054,-0.363815719,-0.075010983,-0.382418813,0.2496177826,0.0750109826,9.0,0.0045394641,-0.196969697,-0.177285983,-0.116932853,0.1215868953,0.5873929961,-0.04627233,-0.138731734,0.5682511008,0.6099540684,0.0,1.8143635463,0.1183911273,1.2589400693,0.0893693066,78.433638444,5.8550563717,0.5952093857,0.0,0.0,1.0,0.0,0.0,1.3436829626,7.0,-1.025241884,-0.255467396,-0.217581337,8.4043518084,-1.420190662,0.3188567492,-428.4973532,0.0605969017,10.736478194,-0.036965048,0.0909324428,0.2102628285,-0.090518883,0.033848418,0.077399628,1.0,0.0344151039,0.8938112875,-0.015120968,4.0,10.98266852,2.0350877193,0.0,0.0909090936,0.0346037675,0.0452472113,0.6748976342,9.7379147932,5.9508798e-08,7.6403855e-09,1.7723373681,3.1411797462,0.2006166613,0.0669674297,-0.291444375,-0.103003902,0.2325581395348837,0.2619047619047618,0.1777777777777778,0.4324324324324324,0.2926829268292683,0.65625,0.6307692307692307,0.8596491228070176,0.8275862068965518,0.8275862068965518,0.358974358974359,0.7096774193548387,0.65625,0.5588235294117647,0.7096774193548387,0.7096774193548387,0.8928571428571428,1.3043478260869563,1.25531914893617,1.2083333333333337,1.4090909090909092,1.2083333333333337,0.2325581395348837,0.2325581395348837,0.0192307692307691,0.127659574468085,0.2325581395348837,0.1777777777777778,0.2325581395348837,0.1777777777777778,0.8275862068965518,1.3043478260869563,0.7096774193548387,1.0384615384615383,0.8275862068965518,0.127659574468085,0.06,-0.1587301587301587,-0.196969696969697,-0.2837837837837837,-0.3116883116883117,-0.3977272727272727,-0.196969696969697,-0.2638888888888888,-0.2638888888888888,-0.2318840579710145,-0.2535211267605634,-0.3375
11010,0.9225399903,0.0070770722,-6.654530744,0.0,1.8776539021,3.8336403296,0.0490686052,0.0666297527,0.3441122185,0.0007276255,0.133493299,0.0211842458,8.1232876712,-0.050412021,0.0211842458,14.0,0.0585513977,0.0837209302,0.3226745158,0.2791702551,-0.116099315,0.1750181554,0.4684450112,0.0759320783,-0.047733413,0.611597612,0.0,1.4182274345,-0.049165229,0.5649687846,-0.101305468,15.996763754,5.6653295129,0.0436702784,0.0,0.0,1.0,0.0,0.0,0.8117682378,1.0,-0.117194764,-0.359555772,0.4388141619,-0.115692869,5.5521348536,-0.063413717,-165.7642254,0.5269949722,8.8135964981,-0.002889981,0.0022021127,0.0066875653,-0.011094381,0.0895301395,-0.019849684,2.0,-0.017303163,0.8982508277,-0.05882353,1.0,7.7563023588,0.2618098345,0.0,0.1818181872,0.0600151122,0.0505548092,1.1586250824,0.5826901672,1.73748e-05,0.9545456553,1.1652713243,1.3578572593,-0.253872052,0.0896414725,-0.13003096,-0.07025073,-0.0952380952380952,0.0,-0.0952380952380952,-0.0952380952380952,0.0,-0.05,-0.05,-0.0952380952380952,0.0,0.0555555555555555,0.1875,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,-0.0952380952380952,-0.05,-0.1363636363636363,-0.1363636363636363,0.1875,0.1875,0.0555555555555555,-0.3666666666666667,-0.3666666666666667,-0.40625,-0.5476190476190477,-0.40625,-0.2083333333333333,-0.2692307692307693,-0.2962962962962963,-0.3448275862068966,-0.24,-0.2962962962962963,-0.3214285714285714,-0.3214285714285714,-0.3870967741935484,-0.40625,-0.40625,-0.3666666666666667,-0.3870967741935484,-0.4571428571428572,-0.5128205128205128,-0.3666666666666667,-0.24,-0.2692307692307693,-0.40625,-0.4411764705882353,-0.5
11790,0.1861439922,0.03556024,23.377673384,0.0057929301,0.0472677153,0.0947705529,0.1481339288,0.1547702613,0.2580774553,-0.013989927,0.4147051686,-0.039594561,-0.24247606,0.0441827469,0.0395945606,15.0,0.0276622083,0.068627451,0.0298224748,0.166165384,0.0620740038,0.0565936282,0.4973874698,0.203505746,0.1032941685,0.5831040502,0.0,3.0886575736,-0.356728649,2.1446518306,-0.430192219,2.8900976635,6.171594509,1.0930559743,0.0,0.0,0.0,0.0,0.0,0.3070712896,4.0,-0.239041029,0.0927111668,-0.379126204,0.9993374868,0.5535029061,0.0465602719,-74.86571783,0.3692646638,12.307644995,0.036260805,0.0404466094,0.0497855427,0.0054402465,0.1404876863,0.0407627414,0.0,0.0068712502,1.9979303857,0.0327868834,5.0,9.2074361588,0.0945740846,0.0,0.0593220331,0.0238639329,0.0253163585,1.2008816295,0.4654240162,7.7919748e-07,2.8636366693,1.2195143815,1.4872153267,0.0702073942,0.040367455,-0.245806351,0.309684373,-0.0070921985815602,-0.024390243902439,-0.0604026845637584,-0.0759075907590759,0.1155378486055775,0.0144927536231884,0.2068965517241379,0.5555555555555556,0.5909090909090908,0.6091954022988506,0.6091954022988506,0.75,0.6091954022988506,0.75,0.5730337078651686,0.6470588235294117,0.6666666666666667,0.5909090909090908,0.8421052631578947,0.9444444444444444,0.8421052631578947,1.1875,0.4285714285714286,0.3999999999999999,0.5217391304347827,0.4583333333333332,0.3461538461538462,0.320754716981132,0.3999999999999999,0.3725490196078431,-0.5977011494252873,-0.5454545454545454,-0.5569620253164558,-0.527027027027027,-0.5512820512820513,-0.5333333333333333,-0.5569620253164558,-0.5930232558139534,-0.6111111111111112,-0.6236559139784946,-0.6153846153846154,-0.6067415730337078,-0.5625,-0.5731707317073171,-0.5512820512820513,-0.5679012345679013,-0.4696969696969697,-0.4190871369294605
12117,1.2052190847,0.137721519,-0.912573079,0.0,0.4594871795,2.6809996754,0.1455352191,0.119273743,0.9436103352,-0.028994642,0.0804738063,-0.068900751,-0.788461538,0.2463096397,0.0689007513,8.0,-0.014136022,0.0967741935,0.1121020206,0.0056234287,-0.013703386,1.0208747515,-0.119879771,0.0093226257,0.1348100337,0.7468683242,0.0,3.1750678119,0.060860513,2.6582278481,0.1159187906,3.6807357764,5.824232852,0.5524446792,0.0,0.0,0.0,0.0,0.0,1.321353479,5.0,0.0298428778,-0.251944836,-3.753162612,7.3695854922,0.2798180712,-0.680004756,-390.0133237,0.1508177501,9.3014371424,-0.010632274,0.0032279258,0.0047687373,0.0151202983,0.2610875664,-0.000654,0.0,-0.028070175,0.1611614711,-0.073724665,7.0,7.8633147998,0.3246605044,0.0,0.0967741907,0.0478406431,0.0524770108,1.596892501,2.7064824475,1.08592e-05,4.7727273218,1.2820135243,1.6435586765,0.2068363891,0.0626406373,-0.380390832,0.045053284,-0.0172413793103448,0.0754716981132075,0.0178571428571427,-0.123076923076923,0.0178571428571427,0.1399999999999999,0.0178571428571427,0.1875,0.1875,0.2391304347826086,0.0754716981132075,0.1399999999999999,0.0555555555555555,0.0961538461538462,0.2666666666666666,0.2391304347826086,0.6764705882352942,0.78125,0.7272727272727273,0.6764705882352942,1.1923076923076923,1.1111111111111112,0.4615384615384614,0.425,0.425,0.6285714285714286,0.8999999999999999,0.5405405405405406,0.6285714285714286,0.5,0.5405405405405406,0.5405405405405406,0.4615384615384614,0.3255813953488371,0.0754716981132075,0.5833333333333333,0.425,0.1399999999999999,0.0555555555555555,0.1399999999999999,0.2127659574468086,0.1875,0.1632653061224489,0.1399999999999999,0.2954545454545454,0.3255813953488371,0.5,0.2954545454545454
12320,0.9926686904,0.0884168617,-73.94412682,0.0380268603,1.1559261189,3.6336936952,0.1146154124,0.0208178322,0.3822191715,-0.000417537,0.0258591158,-0.101990069,-2.453162031,0.3053177498,0.1019900691,15.0,-0.013768426,-0.029411765,0.055129987,0.1528810014,-0.00731052,0.1429714518,-0.018459003,-0.032465967,0.015009529,0.4825261191,0.0,1.8646029461,-0.004327171,1.0646250969,0.102899987,342.49168399,7.8816592111,0.1793313364,0.0,0.0,0.0,0.0,0.0,0.7650461788,5.0,-0.068542114,-0.11582092,0.2312540963,0.3604143997,-3.749235861,0.2138609361,-1595.570103,0.08817358,11.248326581,0.000338288,0.0125630275,0.0284527542,0.0169951832,0.0049379167,-0.046618901,1.0,0.0047524752,0.2496647895,9.90098e-05,5.0,9.482940532,0.2943904914,0.0,0.0609756112,0.018353231,0.0283642349,1.1492518371,1.7213104116,3.7399802e-07,5.57593e-08,1.4451180289,2.0883661176,0.3945744056,0.0430741526,-0.127908761,-0.07818646,0.01,0.0978260869565217,-0.0288461538461538,0.0202020202020201,0.086021505376344,0.0978260869565217,-0.0648148148148147,-0.0471698113207547,0.0520833333333332,0.0306122448979591,-0.0288461538461538,-0.0288461538461538,-0.09009009009009,-0.1140350877192982,0.0306122448979591,0.0978260869565217,0.2023809523809523,0.2023809523809523,0.4428571428571428,0.4428571428571428,0.578125,0.4027777777777777,-0.0288461538461538,-0.0471698113207547,0.0306122448979591,0.1222222222222222,0.0978260869565217,0.0978260869565217,0.01,0.0520833333333332,-0.0098039215686274,0.0306122448979591,0.0306122448979591,0.0520833333333332,0.2023809523809523,0.1222222222222222,0.0978260869565217,-0.0098039215686274,-0.0288461538461538,0.01,0.01,-0.1721311475409835,-0.1583333333333333,-0.0818181818181817,-0.0648148148148147,0.01,-0.1140350877192982,-0.1984126984126983
13056,0.8260118861,0.0647285433,-1.66390574,0.0309768346,0.7640874568,1.8315821022,0.0813366783,-0.054474515,0.6303424989,0.0170948273,-0.145459243,-0.116935468,-2.955346253,0.2560238013,0.1169354677,15.0,-0.0683301,0.0,0.0663728904,0.1955268578,0.0643826766,0.1620628877,0.7749846418,-0.055291707,0.0488242709,0.5429220196,0.0,3.454542498,0.278465295,2.1542297456,0.4907009224,13.286312731,5.1644103849,0.180374987,0.0,0.0,1.0,0.0,0.0,1.2838475775,8.0,0.0062888336,-0.078584441,0.3888101986,-0.79680303,1.111976372,0.0774016362,170.16583377,0.0425884429,13.829828318,0.0014185937,0.0046580233,0.0087815549,0.0186422828,0.0555535934,0.0002505333,0.0,0.0010619469,2.5224731206,0.0206105611,5.0,14.089062012,1.3131080389,0.0,0.0390625,0.0134571001,0.0149992886,0.5858607093,3.6490576612,2.3070082e-09,1.9274112e-08,0.9696774692,0.9402743943,0.0271191652,0.0334523003,-0.342913511,-0.088572968,0.0610328638497652,0.135678391959799,0.1133004926108374,0.1188118811881189,0.2150537634408602,0.3294117647058823,0.2349726775956284,0.3614457831325302,0.3372781065088757,0.3865030674846625,0.4394904458598725,0.421383647798742,0.421383647798742,0.3532934131736527,0.6142857142857143,0.6496350364963503,0.7795275590551181,0.6028368794326242,0.8524590163934427,1.0178571428571428,0.9824561403508772,0.674074074074074,0.2349726775956284,-0.0087719298245614,0.0134529147982063,0.0865384615384614,0.107843137254902,0.018018018018018,-0.0341880341880341,-0.017391304347826,0.0462962962962962,0.0761904761904761,0.036697247706422,-0.1598513011152416,-0.0661157024793388,-0.1899641577060932,-0.2441471571906354,-0.3067484662576687,-0.2541254125412541,-0.1928571428571428,-0.2206896551724138,-0.2014134275618374,-0.1274131274131273,-0.1340996168582375,-0.0300429184549356,-0.099601593625498,-0.1067193675889328,-0.08130081300813
13283,0.3202497544,0.071951594,2.4642005638,0.0190339059,0.0340895541,0.1979183265,0.6417137233,0.1840476736,0.5348384139,0.0,0.0430220357,0.0248714451,0.1129647283,0.0638236017,0.0248714451,11.0,-0.01385245,-0.346153846,-0.202018805,-0.329291533,0.0988289514,0.5132743363,0.0598164536,-0.032088013,0.2013379647,0.8482747774,0.0,9.9547283702,-0.080457236,9.9547283702,-0.065177824,0.7553664921,3.8783602151,1.8705035971,1.0,0.0,0.0,0.0,0.0,0.6004116815,4.0,0.1104725039,-0.694872876,-4.638131942,6.0201866793,0.2207407627,-0.862490794,-380.1110814,0.1508177501,10.734617921,0.009313407,0.0580543448,0.0626752103,0.0066881717,0.7274724218,-0.005303244,0.0,0.0038180508,8.1344383057,0.1063336497,4.0,7.8985039218,0.0944967415,0.0,0.0240000002,0.0131133817,0.010518226,1.2075236028,0.5502421153,9.9612689e-07,4.7727274856,1.0543241418,1.1115993961,0.1305523723,0.0439315615,-0.260788587,0.045053284,-0.0350877192982456,0.2222222222222223,0.2359550561797752,0.2359550561797752,0.3253012048192771,0.3095238095238095,0.2790697674418605,0.375,0.375,0.3580246913580247,0.2359550561797752,0.1827956989247312,0.2087912087912087,0.1578947368421053,0.1956521739130434,0.1,0.0891089108910891,0.0891089108910891,0.7741935483870968,1.0,1.0,0.9298245614035088,0.2087912087912087,0.4102564102564103,0.3414634146341464,0.4102564102564103,0.3095238095238095,0.3095238095238095,0.4102564102564103,0.375,0.3095238095238095,0.264367816091954,0.0377358490566037,0.1956521739130434,0.1956521739130434,0.0576923076923077,0.0377358490566037,-0.2361111111111111,-0.2465753424657534,0.0377358490566037,-0.0833333333333333,-0.1538461538461538,0.1578947368421053,0.2222222222222223,0.1827956989247312,0.2790697674418605,0.4666666666666665,0.4473684210526316
50091,1.0605221749,0.0967376597,-46.13663234,0.034966675,1.4393104485,2.91556001,0.0373988368,-0.018476601,0.3367595901,-0.180492813,0.1167453637,-0.100104699,-2.611189391,0.3493380105,0.1001046994,14.0,0.0442374817,0.0,0.1798689774,0.2867440009,-0.022498136,0.1125941575,-0.095094918,0.1109225708,-0.157008834,0.4539429975,0.0,2.0680739161,-0.100907444,1.1876759062,-0.221411764,138.68230359,5.1143475998,0.1379565734,0.0,0.0,1.0,0.0,1.0,0.618717416,4.0,-0.083902949,0.0140642359,4.9774129444,-0.147023298,-2.7499014,-3.678589083,-88.55294064,0.0674538361,12.113205978,0.0013767605,0.0123462982,0.031102292,0.181282392,0.0240545746,-0.043825637,0.0,0.0100730897,-0.816933638,0.0016834639,5.0,10.841642511,0.2554550293,0.0,0.0430107526,0.011703577,0.0071611106,1.495311961,1.0211660141,1.0950979e-07,1.1386731e-07,0.9424516498,0.8882151123,0.2220424306,0.0258385523,0.2660632491,-0.051674278,0.0168918918918918,0.0451388888888888,0.0379310344827585,0.0100671140939596,0.0451388888888888,0.0985401459854014,0.1488549618320611,0.2088353413654617,0.2039999999999999,0.1401515151515151,0.0524475524475525,0.0598591549295774,0.0168918918918918,-0.0414012738853503,0.2137096774193547,0.2088353413654617,0.1897233201581027,0.1712062256809339,0.18503937007874,0.17578125,0.34375,0.5049999999999999,0.0308219178082191,0.0238095238095237,0.0524475524475525,0.1488549618320611,0.0985401459854014,0.1189591078066913,0.162162162162162,0.162162162162162,0.2336065573770491,0.2489626556016597,0.2438016528925619,0.2974137931034482,0.3619909502262444,0.3999999999999999,0.5357142857142858,0.4401913875598087,0.2974137931034482,0.3807339449541285,-0.3096330275229357,-0.3266219239373602,-0.2037037037037037,-0.2161458333333333,-0.2301790281329923,-0.14,-0.1147058823529412,-0.0352564102564102
