firms,clusters,mom1
54594,40,-0.1238938053097344
10154,31,-0.097560975609756
10867,36,-0.1791044776119402
11010,22,0.25
12117,12,-0.1578947368421053
12320,36,0.078125
13056,36,-0.1107491856677524
13283,44,-0.1409395973154362
50091,35,-0.0816326530612244
14526,3,-0.14
11581,40,-0.1016949152542372
15203,23,-0.2264150943396226
15828,40,0.0833333333333332
15991,47,-0.3065693430656934
16126,31,-0.0689655172413793
85885,44,0.0238095238095237
42438,41,-0.1726190476190476
85914,49,0.02
55044,16,-0.0054644808743169
18092,23,-0.0056179775280899
18244,6,-0.1666666666666666
55108,30,-0.0701754385964912
20336,14,0.0
20670,37,0.2272727272727273
64899,42,-0.3380281690140845
22905,46,0.0416666666666667
23027,13,-0.074074074074074
23115,30,0.0454545454545454
47175,46,-0.0625
23660,9,-0.0276243093922652
23975,35,0.018018018018018
24548,12,0.2592592592592593
30680,3,-0.0875
53401,30,-0.1607142857142857
25583,4,-0.0999999999999999
56274,6,0.0647058823529411
48637,11,-0.1621621621621621
36150,40,0.0392156862745098
64565,49,-0.1235955056179775
12044,13,-0.0331125827814569
87207,12,0.375
63554,35,-0.0553359683794466
65218,30,0.0
55589,12,-0.074074074074074
31318,5,0.0434782608695651
21872,22,-0.0909090909090909
31536,41,-0.1899999999999999
54391,36,-0.126865671641791
31748,33,-0.1515151515151515
32046,48,-0.019108280254777
32054,30,-0.0344827586206896
47511,29,-0.05
33188,23,-0.2444444444444444
33639,12,-0.1515151515151515
48143,14,0.1050420168067227
34041,29,0.0882352941176469
23552,30,-0.0181818181818181
60628,1,-0.0941558441558441
63597,14,-0.1785714285714286
57330,29,-0.089655172413793
37875,23,-0.1228070175438597
20765,7,-0.1290322580645161
66923,6,-0.0434782608695651
17144,14,0.0525252525252524
88357,11,0.0
38907,32,0.0
32205,1,-0.0588235294117647
39328,1,0.0344827586206897
26657,30,-0.1316872427983538
22250,30,0.0
64979,36,-0.046594982078853
41452,32,0.034965034965035
50382,31,-0.1374999999999999
52716,36,0.0214592274678111
50999,48,-0.0777777777777777
42586,49,-0.0333333333333333
62287,3,-0.04
18278,47,0.1428571428571428
44821,36,-0.1234567901234567
44856,5,-0.0555555555555555
45103,30,-0.0273972602739726
53129,3,-0.1379310344827586
51828,49,-0.0687499999999999
46739,5,-0.0999999999999999
46843,5,-0.0581395348837209
47563,14,0.2352941176470588
89392,14,-0.0094339622641509
61137,40,0.0166666666666666
50462,41,-0.0520833333333333
49227,48,0.0
49585,41,0.0
64020,16,-0.0719424460431654
11198,14,-0.1111111111111111
59926,15,0.0320512820512821
67328,23,-0.1224489795918367
45022,15,-0.0051282051282051
67002,11,0.0330578512396693
52090,48,0.0060975609756097
59942,40,-0.1310344827586207
53613,48,-0.2428571428571428
54114,41,-0.0757575757575758
55213,25,0.011111111111111
64442,46,0.0
65373,13,-0.2068965517241379
56363,30,0.0673076923076922
52337,30,-0.2137404580152672
51377,31,-0.0638297872340425
22066,41,-0.0454545454545454
57665,42,0.0656108597285067
67010,31,0.0714285714285714
25232,41,0.0762711864406779
34948,36,-0.0333333333333333
35107,41,0.0869565217391303
58675,11,-0.1785714285714286
61621,23,-0.0344827586206896
45823,13,0.0
51692,46,-0.1428571428571429
63096,36,-0.0396825396825396
43692,13,0.6000000000000001
40571,14,0.0
64064,32,-0.0630252100840336
64355,12,-0.2068965517241379
65058,36,-0.0184049079754601
65307,25,-0.0129870129870129
79733,34,-0.0222222222222222
66588,45,-0.6153846153846154
66852,40,0.032258064516129
46922,30,-0.0822784810126582
67679,49,-0.1176470588235294
67732,38,0.0606060606060605
67970,31,0.0813953488372092
91679,33,-0.0425531914893616
69199,21,0.0784313725490195
69220,19,0.3888888888888888
69682,28,-0.0196078431372549
70288,48,-0.2058823529411765
38850,50,0.0258620689655173
71002,12,-0.0769230769230768
25283,25,-0.0227272727272727
72128,4,-0.0555555555555555
72291,4,-0.05
72486,46,-0.0888888888888889
72603,42,0.0222222222222221
72710,44,0.0749999999999999
27764,23,0.075268817204301
73147,6,-0.1304347826086956
54471,40,-0.0598290598290598
44951,18,0.0048543689320388
58625,49,0.0222222222222221
76022,30,-0.0454545454545454
74500,12,-0.1944444444444444
60353,41,-0.0357142857142857
65752,7,-0.0833333333333333
74975,49,-0.0137931034482758
40061,21,-0.2712765957446809
75433,22,0.0555555555555555
40694,3,-0.1235955056179775
37640,49,-0.1585365853658537
76129,46,-0.0769230769230768
48709,30,-0.0138888888888888
92524,4,-0.0952380952380952
47183,48,0.0461538461538462
65306,40,0.1666666666666667
37612,31,0.0
79039,12,-0.25
79303,40,-0.1153846153846154
65103,31,-0.05
47917,40,-0.1145833333333333
80013,31,-0.025
61698,16,0.0112359550561798
92874,30,0.0714285714285714
81294,45,-0.031496062992126
19502,50,-0.0299625468164793
81614,30,-0.0769230769230768
81702,42,-0.0886075949367088
82449,30,-0.0967741935483871
51086,30,0.0
53671,36,-0.03125
83601,41,0.0810810810810811
88381,14,-0.0652173913043477
62042,9,-0.0693069306930692
88445,6,0.1311475409836064
90107,22,0.3333333333333332
88867,42,-0.1666666666666666
21785,45,-0.1538461538461538
10079,49,-0.09375
10048,28,0.0126582278481013
10361,47,0.0588235294117647
10397,36,-0.0821256038647343
69825,33,-0.1454545454545455
10434,4,-0.1584158415841584
69235,22,-0.1111111111111111
70148,36,0.0169491525423728
75510,42,-0.0943396226415094
10634,4,-0.0333333333333333
69489,14,-0.0227272727272727
10800,31,0.0
10763,12,-0.5384615384615384
10914,30,-0.0454545454545454
10972,30,-0.0384615384615384
11124,42,-0.1052631578947368
11128,28,0.1578947368421053
11020,36,-0.0227272727272727
10087,46,-0.0689655172413793
11136,22,0.0
11353,29,-0.05
75033,4,-0.0769230769230768
11352,22,0.05
11366,49,0.1071428571428572
11424,45,0.0434782608695651
75068,49,0.2222222222222223
11596,12,-0.1999999999999999
75174,46,0.1052631578947369
75557,7,-0.0961538461538461
11661,29,-0.1515151515151515
11694,22,-0.1052631578947368
11727,13,0.0
75110,4,-0.1515151515151515
10074,5,-0.05
50906,36,0.0256410256410255
18980,22,0.8571428571428572
10568,31,-0.0303030303030302
10998,14,0.05
11181,46,0.0235294117647058
39116,49,-0.0225563909774436
50032,29,-0.0847457627118644
49330,13,-0.0749999999999999
69171,22,0.0
68814,37,0.1333333333333333
47730,11,0.011070110701107
13232,7,-0.048780487804878
13777,44,-0.2681159420289855
44652,38,-0.2152317880794702
44548,22,0.125
38746,30,0.03125
60871,18,-0.1999999999999999
14198,5,-0.0352941176470588
45583,15,-0.073170731707317
14702,14,0.1134020618556701
15537,23,-0.0428571428571428
68830,42,-0.109375
85631,44,-0.2369942196531792
16185,49,-0.0373134328358208
17903,11,-0.0495049504950495
49373,35,0.0299625468164794
18570,33,0.0789473684210526
18834,46,0.3999999999999999
47642,11,-0.1067961165048543
18973,15,-0.0792452830188679
19271,48,0.2386363636363635
10866,3,-0.032258064516129
19880,22,0.0307692307692306
20240,45,0.094240837696335
20248,11,-0.1581395348837209
49402,44,-0.10727969348659
25320,23,0.0032310177705976
21726,3,0.0
21742,42,-0.0461538461538461
11267,49,-0.1261261261261261
22753,23,-0.0059523809523809
26841,24,0.046875
48047,22,-0.2857142857142857
65533,46,-0.0381679389312976
24126,37,-0.088235294117647
24572,33,-0.1935483870967742
24951,42,0.1891891891891892
25049,46,-0.0227272727272727
25217,41,0.048
25487,44,-0.0231481481481481
69307,4,-0.1818181818181817
27124,34,-0.1463414634146341
65541,30,0.28
27562,23,0.0608108108108107
31026,30,-0.1666666666666666
27800,33,-0.0886075949367088
27909,43,0.0897435897435896
28207,47,-0.031578947368421
19828,2,-0.0357142857142857
28311,29,-0.0491803278688525
28522,31,0.0232558139534884
10731,45,0.0
59707,45,-0.24
63546,23,0.0806451612903225
29023,30,-0.0204081632653061
49154,15,-0.1017612524461839
19350,18,-0.1456953642384105
49429,42,0.0371134020618557
43211,22,-0.0588235294117647
61313,36,-0.050314465408805
19254,40,-0.1219512195121951
56960,40,-0.0568181818181817
12008,17,0.0138888888888888
31500,48,-0.0175438596491228
87581,22,0.0
32839,46,-0.0714285714285714
87645,12,0.0
50788,14,-0.0869565217391304
53196,49,0.0727848101265822
34113,28,0.0
44708,47,-0.0909090909090909
58405,14,-0.1494252873563218
46295,15,-0.070631970260223
37058,5,0.1111111111111111
26382,36,-0.1890410958904109
37103,7,0.0
31974,30,-0.0538461538461538
62228,30,-0.0857142857142857
59010,44,0.1279999999999999
60935,17,0.0192307692307691
40838,46,-0.1358024691358025
19174,3,0.0172413793103447
21055,24,0.0227272727272727
38624,34,0.0
59547,36,-0.0603448275862068
47888,41,-0.0899999999999999
62367,1,-0.1544715447154471
39670,30,0.0
49189,28,-0.0999999999999999
32475,3,-0.0529595015576324
40628,48,0.0420168067226891
40644,14,-0.0123456790123457
39765,7,-0.2605633802816901
41420,50,-0.1020408163265306
32678,7,0.0
23077,35,-0.0480769230769231
41663,49,-0.0441176470588234
27828,18,-0.0446650124069478
32803,24,0.018181818181818
