Firm Name,Momentum_1,Long Short,Cluster Index
CKT-L,-0.2526315789473685,0,0
CNE-L,-0.2397003745318351,0,0
HBR-L,-0.1935483870967742,0,0
CDFF-L,-0.1384615384615384,0,0
HVT-L,-0.1176470588235294,0,0
RTN-L,-0.1111111111111109,0,0
C1Y-L,-0.1074380165289256,0,0
NICL-L,-0.081081081081081,0,0
HAN-L,-0.064516129032258,0,0
SMDS-L,-0.0500000000000002,0,0
ACRM-L,-0.05,0,0
DPLM-L,-0.0483091787439615,0,0
BKGH-L,-0.0433070866141733,0,0
UBGU-L,-0.040909090909091,0,0
CFYN-L,-0.0374999999999999,0,0
BRSC-L,-0.0366300366300366,0,0
ALUG-L,-0.0346534653465345,0,0
MNKS-L,-0.0298245614035088,0,0
BOY-L,-0.0231481481481481,0,0
BWY-L,-0.0192307692307691,0,0
HRN-L,-0.0170940170940168,0,0
BWNG-L,-0.0159574468085106,0,0
BGFD-L,-0.0151515151515152,0,0
CML-L,-0.0150375939849624,0,0
GRG-L,-0.0142857142857143,0,0
GLEG-L,-0.0134907251264755,0,0
DLN-L,-0.0108527131782947,0,0
CTY-L,-0.0052910052910053,0,0
BMT-L,0.0,0,0
ANTO-L,0.0,0,0
CGS-L,0.0,0,0
ANEA-L,0.0,0,0
RIICi-L,0.0,0,0
DGE-L,0.0066577896138482,0,0
RCH-L,0.0109890109890107,0,0
HTG-L,0.0166666666666666,0,0
BAG-L,0.0192307692307693,0,0
TPK-L,0.0261780104712043,0,0
MKS-L,0.0272727272727273,0,0
COA-L,0.0337552742616036,0,0
GFRD-L,0.0400000000000002,0,0
SBRY-L,0.0491803278688522,0,0
HILS-L,0.0550458715596329,0,0
DLAR-L,0.0580645161290318,0,0
CMH-L,0.0588235294117647,0,0
GPEG-L,0.0601851851851851,0,0
BATS-L,0.0798611111111111,0,0
ABF-L,0.1098130841121496,0,0
CRDA-L,0.1156462585034014,0,0
TW-L,0.13953488372093,0,0
CGT-L,0.150943396226415,0,0
CHG-L,0.1555555555555554,0,0
GHT-L,-0.3,1,1
LSC-L,-0.2631578947368421,1,1
KMR-L,-0.2500000000000002,1,1
RNWH-L,-0.174825174825175,1,1
BIOM-L,-0.1249999999999998,0,1
REDD-L,-0.1084337349397591,0,1
AIEA-L,-0.0681818181818182,0,1
CTID-L,-0.0588235294117647,0,1
BNZL-L,-0.0447761194029852,0,1
LOOK-L,-0.0416666666666665,0,1
CRGT-L,-0.0344827586206897,0,1
SNXS-L,-0.0319148936170211,0,1
N4P-L,-0.0312499999999998,0,1
ECORE-L,0.0,0,1
RFGR-L,0.0,-1,1
CEPS-L,0.0,-1,1
CRPR-L,0.0,-1,1
LPA-L,0.1707317073170731,-1,1
RS1R-L,-0.0392156862745097,1,2
ELM-L,-0.0294117647058823,1,2
PZC-L,-0.0126182965299685,1,2
HID-L,0.0,0,2
PSON-L,0.0015384615384617,0,2
JGGI-L,0.0131147540983607,0,2
IMI-L,0.0198019801980198,0,2
CLDN-L,0.0231884057971016,0,2
VIP-L,0.0267857142857141,-1,2
NAIT-L,0.0307692307692308,-1,2
ADIG-L,0.0451127819548873,-1,2
SHEL-L,-0.068703611660373,1,3
KPCK-L,-0.0345821325648417,1,3
BUT-L,-0.0330882352941176,1,3
MRCH-L,-0.0231213872832369,1,3
EDIN-L,-0.0179487179487179,0,3
DIG-L,-0.0177383592017738,0,3
ATST-L,0.0048543689320383,0,3
BOOT-L,0.009090909090909,0,3
BAES-L,0.0229007633587785,-1,3
BARC-L,0.0340909090909091,-1,3
BT-L,0.0428571428571429,-1,3
NWG-L,0.0764331210191078,-1,3
