firms,clusters,mom1
54594,2,0.0618556701030927
10154,10,0.0249999999999999
10285,1,3.5
10867,7,0.0727272727272727
11010,1,0.75
11790,8,0.25
12117,4,0.2727272727272727
12320,8,0.0588235294117647
13056,7,0.055944055944056
13283,7,0.1352201257861636
50091,9,0.1331269349845201
14286,5,0.15625
14526,9,0.1864406779661016
15828,3,-0.0689655172413793
15991,4,0.08
16126,10,0.3235294117647058
17137,5,0.028169014084507
85885,2,0.2380952380952381
42438,6,0.0247933884297519
85914,5,0.0806451612903225
55044,3,-0.0382978723404255
18092,6,0.0693069306930693
18244,6,0.0
55108,8,0.625
20336,10,0.125
20670,7,0.0434782608695651
64899,9,0.2021276595744681
41419,7,0.064516129032258
22905,6,0.117117117117117
23115,2,-0.0869565217391304
47175,2,0.0869565217391303
23660,6,0.1262135922330096
23975,5,0.0416666666666667
24548,4,-0.0909090909090909
30680,3,0.1458333333333332
53401,6,0.0952380952380953
56274,6,0.0771704180064307
48637,7,0.0
26658,1,0.5
36150,2,0.1090909090909091
64565,7,0.1744186046511628
12044,4,0.1061946902654866
87207,4,0.2142857142857142
63554,6,0.1801242236024844
65218,2,0.0
55589,4,-0.2222222222222222
31318,2,0.0769230769230768
21872,1,1.3076923076923077
31536,3,0.0842105263157895
54391,6,0.1683673469387754
31748,10,0.2727272727272727
32046,9,0.0344827586206897
32054,2,0.1219512195121952
62172,1,0.5
47511,10,0.1096774193548386
33188,7,0.0909090909090908
33639,4,0.2727272727272727
48143,9,0.032846715328467
34041,5,0.2903225806451612
60628,3,-0.0350877192982456
63597,7,0.0762711864406779
57330,2,-0.1368421052631578
37875,7,0.0441176470588235
51051,2,0.1923076923076923
20765,2,0.1833333333333333
66923,6,0.125
17144,5,0.1432360742705569
88357,6,-0.063157894736842
38907,10,0.0625
32205,6,-0.0209205020920502
39328,8,0.0333333333333334
26657,6,0.1018276762402088
22250,4,0.1194029850746267
64979,6,0.0880829015544042
41452,5,0.0266666666666666
27879,10,0.0640394088669951
50382,8,0.0379746835443037
52716,6,0.0709677419354839
62287,8,0.1111111111111111
18278,1,0.3332859276114626
44821,7,0.0793650793650793
44856,7,0.0285714285714284
45103,7,0.0867579908675799
53129,6,0.1
51828,1,0.5192307692307692
46739,2,0.2372881355932203
46843,5,0.1971830985915492
47563,10,1.2608695652173911
89392,6,0.172093023255814
61137,8,0.1076923076923077
50462,8,0.1290322580645162
52708,5,0.0723684210526316
49227,10,0.0344827586206897
49585,8,0.2380952380952381
64020,8,0.1338028169014085
59926,6,0.1448275862068966
67328,10,0.144736842105263
45022,6,0.1111111111111111
67002,8,0.0555555555555555
52090,5,0.1499999999999999
59942,5,0.0444444444444445
53613,5,0.2525252525252526
54114,3,0.1641791044776119
55213,8,0.0923076923076922
64442,5,-0.0999999999999999
65373,2,0.3181818181818181
56363,2,0.0681818181818181
52337,7,-0.0084985835694051
51377,8,0.1702127659574468
22066,9,0.0
57665,7,0.0052356020942407
67010,2,0.0
59601,5,0.1166666666666667
25232,8,0.0
34948,8,0.046875
35107,8,0.1374999999999999
58675,5,0.4583333333333332
61621,6,0.1052631578947369
45823,2,-0.0769230769230768
51692,10,-0.1914893617021277
63096,9,0.2101910828025477
40571,5,0.1386138613861385
64064,6,-0.0702247191011236
64355,4,0.0666666666666666
65058,5,0.2285714285714286
79733,1,0.25
66588,4,0.3999999999999999
66852,2,0.1698113207547169
46922,6,0.0377358490566037
67732,4,0.2083333333333332
67970,8,-0.0789473684210526
68340,7,0.6599999999999999
91679,10,0.1481481481481481
69199,9,0.0833333333333332
69220,1,0.1644736842105263
69682,2,0.0338983050847456
70018,7,0.0076335877862594
70288,5,-0.1666666666666666
38850,6,-0.0583941605839416
