firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAOH-L,0.1141725413716321,-0.1141725413716321,12.0,2.20028095533755e-06,0.3295710233785897,0.0452498738898666,-0.0035923745292832,0.328259506023494,-323.7917,0.04599172644021,-0.0044371129335157,-0.0474388783922585,-0.0194965272016776,1.0,1.702484919032211,0.1052461599810704,-3.3258058453533184e-07,-0.4006960553706896,2.8153369015640863e-08,0.0456709845886027,1.8571695805304003e-06,2.0,0.4294922815262589,0.1307495377812036,-0.2181382271722491,-0.033328294013319,0.3828464359734285,-0.1481432769183445,-0.3275338807600017,-0.1398064844018653,0.1825171939885649,-0.5432787928440275,-1.850236827941948,3.0,1.053595542960626,-0.0612032335909836,-0.1126656416088233,-0.0801472566496662,1.3828140055837788,-0.3695290844819091,-0.3840284930013006,-0.1954697892808467,-0.026676612874546,-0.362599516076749,-0.2335790408911193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,0.0502038532256775,-0.0502038532256775,25.0,2.753927028274277e-07,0.0412499388687874,0.0294919057541272,0.1618299761010583,1.4121871566742656,94.0,0.035665393672374,0.0073547046126788,-0.0028829630715313,0.0021623746805582,1.0,1.3485113835376532,0.1624678663239074,6.128457330525857e-08,0.1610169491525423,5.551463532188546e-07,0.0354166666666667,6.894902373887825e-07,4.0,2.655431321253962,1.241423125794155,-0.0092839683957442,0.0464788654582419,0.2367708893804427,0.085466751799826,0.0391643057630554,0.0441823530943268,0.0476522915377031,-0.0539009991171634,-0.7949367088607595,7.0,0.8050204319906596,0.0226901972415838,0.0844370860927152,0.0901408450704225,0.2695612112150657,-0.0049441786283891,0.127700127064803,-0.1048844831721007,0.0177033492822966,0.0232558139534883,0.0961597542242703,0.0,0.0536193029490617,0.0452127659574468,0.0621621621621621,0.122857142857143,0.1696428571428572,0.1133144475920679,0.2885245901639346,0.318791946308725,0.4187725631768952,0.4886363636363635,0.4609665427509295,0.5783132530120481,0.7161572052401748,0.7782805429864255,0.8537735849056605,0.8110599078341014,0.8279069767441862,0.8537735849056605,1.1593406593406592,1.2329545454545454,0.9077669902912622,0.8625592417061614,0.7702702702702702,0.8279069767441862,1.147540983606557,1.057591623036649,1.1358695652173911,1.3392857142857144,0.9552238805970152,0.7236842105263159,0.6794871794871797,0.7945205479452055,0.7623318385650224,0.9170731707317076,0.9455445544554456,0.9264705882352942,0.7702702702702702,1.015384615384615,1.207865168539326,1.3254437869822486,1.6026490066225167,1.8686131386861315,2.6055045871559632,2.2213114754098364,1.8686131386861315,1.7872340425531918,2.387931034482759,2.3589743589743595
BBOU-L,0.018428321420288,0.018428321420288,25.0,1.5210307567229484e-07,0.0227828933331193,0.0367498453289338,0.1731828109139007,0.5638184640843176,492.5,0.0361653233896972,0.0112594091972926,0.0056282482494818,0.0088814317673378,1.0,1.5501443001443,0.0951557093425605,5.3720315953048986e-08,0.5346062052505967,1.4250109958251629e-06,0.0359131099224974,3.668546324842017e-07,4.0,19.05798493666014,0.8720472440944882,0.2119679602420894,0.0224583388791301,-0.0877330059158388,0.0072009650163122,0.1439247364050275,-0.0051604759077627,-0.1385688932700956,-0.0017840108660674,0.1758551307847082,7.0,0.7886002886002886,0.0337161542449256,0.1201677089255258,0.1471620041378069,0.2943696615508325,0.1220134228187919,0.2591267000715819,0.0324287852910789,0.0459060402684563,0.0920908681382328,0.0623490057610109,0.0279017857142858,-0.1039999999999998,-0.0695742471443405,-0.0949494949494949,-0.0843127235564639,-0.1013039117352055,-0.1372171401059219,-0.0734229576008271,-0.0762886597938142,-0.0908168442415017,-0.1363855421686746,-0.0912778904665313,-0.0598111227701991,0.0027979854504756,-0.0365591397849461,-0.0072022160664819,0.0112866817155756,0.0234151913192461,0.0310701956271577,0.0808202653799761,0.1820580474934037,0.1414012738853505,0.158371040723982,0.1797235023041477,0.2513966480446927,0.2745376955903271,0.3254437869822486,0.3816499614494988,0.4521880064829824,0.4278884462151395,0.4486661277283754,0.3978159126365055,0.3827160493827162,0.4712643678160921,0.4945788156797333,0.4785478547854787,0.4933333333333334,0.5122362869198314,0.5636998254799301,0.5474956822107082,0.6231884057971018,0.6335460346399271,0.5900621118012424,0.7197696737044148,0.6937618147448017,0.6071748878923768,0.595725734639359,0.6380255941499089,0.6985781990521327
BBTU-L^C18,0.1067752617918195,-0.1067752617918195,25.0,2.880185031200028e-07,0.043141105500623,0.0204813108038914,0.1904624277456647,1.204299015757844,-18.65,-0.0002785100961518,-0.0141412333303499,-0.0181239029004266,-0.0061506434519303,1.0,0.4166666666666666,0.288641425389755,4.51925988502112e-08,0.1844919786096256,1.3619096915244612e-08,-0.0002765677936803,5.015029439571944e-07,4.0,0.6107966277621667,0.4399049881235155,-0.0792170689450728,-0.3523988542785536,0.1272759667948978,-0.2843628007334214,-0.3523988542785536,1.0307082257469569,0.2058907074987815,0.2343906193027681,-1.7805970149253734,4.0,0.4166666666666666,0.0082506875572964,0.0221575649059982,0.1696467509812472,0.0123834090052278,0.1025592773805043,0.014251781472684,0.0073391210954974,0.0290741437711705,0.1608118657298985,0.0307082257469567,0.0733333333333334,-0.1620111731843575,-0.1379310344827585,-0.2146596858638743,-0.1071428571428571,-0.2063492063492062,-0.3087557603686636,-0.2647058823529412,-0.2647058823529412,-0.2105263157894736,-0.3362831858407079,-0.3617021276595745,-0.3087557603686636,-0.2424242424242424,-0.2307692307692307,-0.1847826086956522,-0.1228070175438595,-0.1329479768786127,-0.0322580645161291,-0.0506329113924051,-0.0853658536585365,-0.1712707182320442,-0.0853658536585365,-0.0259740259740259,0.0416666666666667,0.1538461538461537,0.1450381679389312,0.102941176470588,0.25,0.1811023622047243,0.0135135135135135,-0.0196078431372549,0.0067114093959732,-0.0131578947368421,0.1450381679389312,0.1194029850746267,0.1194029850746267,0.2195121951219512,0.1904761904761904,0.1194029850746267,0.1194029850746267,0.1194029850746267,0.0638297872340425,0.1999999999999999,0.0791366906474821,-0.0384615384615385,-0.0625,0.0344827586206897,-0.0445859872611464
BBXK-L,0.0907620780270871,-0.0907620780270871,25.0,3.071186477157741e-07,0.0460020375038006,0.0254839934202201,0.191587125879822,1.6705948660319885,7.25,0.0124323812365573,0.0115086584461963,-0.0008006095267485,-0.0036888984278585,1.0,0.5664566858776751,0.0895166577269205,5.7209336987687295e-08,0.9633363886342804,1.0960301807579797e-06,0.0123456790123456,6.22879374406547e-07,4.0,3.3609343610331184,0.3773206221776215,0.0895303268020213,-0.2219901117326966,-0.0814570718805124,0.1266021213309812,-0.4236552589815306,-0.1159271303208523,0.0064560709184107,-0.2213529527785228,-1.443111206342404,6.0,0.22365187865791,0.0178863902248797,0.0556116881542254,0.1287925024752139,0.314962778644859,0.0404768124510194,-0.1020715360906027,-0.0691597601239449,0.0976998061402665,0.1305595728112137,0.0093111744159125,0.0683760683760683,0.0808314087759813,-0.025,-0.0545454545454546,-0.0658682634730538,-0.029045643153527,-0.0350515463917525,0.0588235294117647,0.0021413276231263,0.1331719128329298,0.1999999999999999,0.2648648648648648,0.2251308900523561,0.2251308900523561,0.1999999999999999,0.1818181818181816,0.3072625698324021,0.3072625698324021,0.3928571428571428,0.4268292682926828,0.4224924012158053,0.3072625698324021,0.21875,0.296398891966759,0.4054054054054052,0.504823151125402,0.4399999999999999,0.4999999999999998,0.471698113207547,0.4534161490683228,0.3805309734513273,0.2717391304347825,0.2124352331606216,0.2061855670103092,0.3805309734513273,0.3764705882352941,0.3072625698324021,0.2682926829268293,0.2155844155844155,0.1142857142857141,0.193877551020408,0.3220338983050845,0.3036211699164346,0.4311926605504586,0.3109243697478991,0.2786885245901638,0.258064516129032,0.4138972809667673,0.3295454545454543
BCIP-L,0.1081160401180861,-0.1081160401180861,15.0,2.074652094488185e-06,0.3107535936610018,0.1035602390552376,0.0685622619177649,0.3508288036601441,3011.5695,-0.1917292675330832,-0.0008234045130135,0.0018590087245783,0.0034568169799283,1.0,1.0263624669677744,0.3444284714575863,-1.2342605448155458e-07,-0.2102153009657061,4.1354704239286e-06,-0.1903921661664748,6.084235560630585e-06,4.0,2.819136790623162,0.4535030821781246,-0.0978045401775569,0.0646666645532525,-0.0016089449912045,0.0144865174438401,0.0702938411270629,-0.0449081625022394,0.0383306492347281,-0.0882264719507475,-7.766502341733895,5.0,1.0040369424308468,0.0020028075046935,0.0082003911388101,0.1222272364353793,1.3828140055837788,-0.0712230071918743,-0.0968581718633383,-0.1229257075764452,1.4212448971671576e-05,-0.0590064871955355,-0.1861581819414569,0.02,0.0416666666666667,0.0869565217391303,0.0416666666666667,0.2195121951219512,0.3888888888888888,0.4285714285714286,0.3513513513513513,0.25,0.1111111111111111,0.2195121951219512,0.1904761904761904,-0.0740740740740741,0.0416666666666667,0.0,0.0204081632653061,-0.0740740740740741,0.0,0.1111111111111111,0.0,0.1111111111111111,-0.1379310344827585,-0.1935483870967741,-0.1525423728813558,-0.0740740740740741,-0.1071428571428572,-0.1935483870967741,-0.1935483870967741,-0.2063492063492064,-0.2537313432835821,-0.21875,-0.3150684931506849,-0.3333333333333333,-0.3506493506493506,-0.3975903614457831,-0.3902439024390244,-0.3333333333333333,-0.2957746478873239,-0.2647058823529412,-0.3421052631578947,-0.3055555555555556,-0.3150684931506849,-0.2647058823529412,-0.180327868852459,-0.1935483870967741,-0.3150684931506849,-0.3243243243243243,-0.2957746478873239,-0.3150684931506849
BCYN-L,0.0988820627911034,-0.0988820627911034,25.0,5.849680249561102e-07,0.0876199515161288,0.0946183293253865,0.1418819732279398,0.5801916363867244,-1287.4141,-0.0912627914086396,-0.0044709768436683,0.0204150239993648,0.0008477253755497,1.0,1.4496129032536125,0.0666553704505882,4.672248221844656e-08,-0.010982932403882,1.040686821703868e-05,-0.0906263335288225,7.333198727331514e-07,5.0,19.513017640417605,0.3632619054378844,-0.1737216174422154,0.0218288596206326,0.1449210252034588,0.1822898016312378,0.0899309053093852,0.0677366214488397,0.1338219687944464,0.9852101251398262,-3.1140518514869875,7.0,1.0763775950652976,0.0085641316650736,0.0207216301090735,0.2265349182122449,0.9153360659279276,-0.0733681669069467,-0.0392163308834929,-0.0918173652945401,-0.0095193567722883,-0.0521508837842353,-0.0147898748601738,0.0410065237651444,-0.0560117302052787,-0.0037140204271124,0.0109924623115578,0.0744325767690252,0.0606260296540361,0.0595786701777485,0.1773957571324067,0.1177083333333333,0.1073271413828689,0.0434359805510533,-0.0647879140034864,-0.1250339766240826,-0.0834282460136673,0.0317307692307691,0.0167403663929246,0.0956432947583389,0.1512875536480684,0.071571238348868,0.0519607843137253,0.1612554112554112,-0.0818596691386196,-0.094769403824522,-0.1043405676126878,-0.1771472392638037,0.0300799999999998,-0.025726392251816,-0.0101476014760149,0.1414893617021275,-0.1457006369426752,-0.2482484820177487,-0.2897175639894087,-0.2434782608695652,-0.2616972477064221,-0.2715546503733876,-0.2503493246390312,-0.2589779005524861,-0.2824342398573339,-0.234846684097932,-0.2110294117647059,-0.1422861710631495,-0.0805484147386461,-0.0669565217391304,0.1084710743801653,0.0212563451776648,-0.0473512873631252,-0.1964553170244634,-0.0717993079584775,0.0113100848256362
BCZB-L,0.0293189534651487,-0.0293189534651487,25.0,8.944121392613302e-07,0.1339703110839173,0.0962515114873035,0.1654476301930953,2.294686944366639,40.0,0.0306356322718307,0.0039145196724585,-7.447904272271542e-05,-0.0007698541329011,1.0,0.614446227929374,0.0527335781313749,9.579086926678123e-08,-0.0607394366197183,5.919996894014801e-06,0.0304219823356231,1.0859938777948923e-06,4.0,2.6407871700753875,0.207852193995381,-0.08413832808531,-0.0517207820932496,-0.0141251495238539,0.0038639929868629,-0.1469383563050756,-0.0069799919394683,-0.1014078526359857,-0.1039949173126026,-0.5977198697068404,7.0,0.2975922953451043,0.0145646110938952,0.0326332233987155,0.0672449401073936,0.3918723729178787,0.0287682333873581,0.0184757505773672,-0.0271619732374675,0.0619124797406807,0.0372522723886157,0.0452588140306809,-0.0260115606936415,-0.0520547945205479,-0.128463476070529,-0.1218274111675127,-0.1128205128205128,-0.1059431524547803,-0.1240506329113924,-0.0362116991643454,-0.0698924731182796,-0.094240837696335,-0.0846560846560846,0.008746355685131,0.0390390390390389,0.0028985507246375,0.0267062314540058,-0.0225988700564971,0.0,0.0516717325227962,0.0712074303405572,0.138157894736842,0.2055749128919859,0.1197411003236246,0.1019108280254776,0.1649831649831648,0.1768707482993197,0.1419141914191419,0.1419141914191419,0.193103448275862,0.2313167259786477,0.1456953642384106,0.1456953642384106,0.0516717325227962,0.0116959064327486,-0.0057471264367816,0.0359281437125749,-0.0673854447439352,-0.1059431524547803,-0.0797872340425531,-0.0280898876404495,-0.1105398457583548,-0.1105398457583548,-0.0648648648648648,-0.008595988538682,0.0914826498422713,0.0581039755351682,0.0236686390532545,0.0516717325227962,0.0236686390532545,0.0613496932515338
BCZN-L,0.0012088020622753,-0.0012088020622753,25.0,3.097195193721825e-07,0.0463916113586301,0.054067871120821,0.134469948563323,0.9751932559218808,-64.80890000000001,-0.0347113680682024,-0.0235672852229376,-0.0038987981726859,-0.0084677432753079,1.0,1.6949567245968853,0.1435755444836405,4.633315288505964e-08,-0.1606075324864261,7.350166550992857e-07,-0.0344692943447797,5.570699692050972e-07,4.0,4.191226876513838,0.3511863837672656,-0.088270988099651,-0.2534981326079992,-0.0248938453017175,-0.0566517224842868,-0.3322595691201155,-0.027664622170644,-0.0537084217023602,-0.0639900128398083,-0.0239378178102745,4.0,0.8805532607073783,0.0004615709399292,0.0012935258855066,0.0904561115003699,0.481350589968645,-0.1029993979425667,-0.0777951401053786,-0.0126869738970795,-0.0090286869067222,-0.1164753871763334,-0.1188491306555199,-0.0061274509803922,-0.0433763188745602,-0.0343195266272188,-0.0168674698795181,-0.0444964871194378,-0.0511627906976743,0.0049261083743843,0.0238393977415307,-0.1263383297644539,-0.1072210065645514,-0.1999999999999999,-0.2402234636871508,-0.2131147540983605,-0.1664964249233911,-0.1272727272727272,-0.0642201834862385,-0.0511627906976743,-0.022754491017964,-0.0790067720090292,0.0061652281134403,0.0474967907573813,-0.163076923076923,-0.0993377483443709,-0.1428571428571428,-0.1337579617834394,0.0501930501930503,0.0036900369003689,0.0225563909774435,0.1396648044692736,0.0012269938650306,-0.1613566289825283,-0.2720785013380911,-0.2977624784853699,-0.3503184713375796,-0.3078880407124681,-0.3125526537489469,-0.3305988515176373,-0.36,-0.2785145888594165,-0.162217659137577,-0.1570247933884296,-0.0012239902080782,-0.0239234449760764,0.0086526576019778,0.0290037831021439,-0.1419558359621451,-0.0511627906976743,0.1239669421487603,0.1724137931034484
BDAJ-L,0.0910203082945926,-0.0910203082945926,25.0,4.726498012431353e-07,0.0707962673210021,0.0852311468703122,0.1793176408357577,0.2686913061083864,-68.65,0.2376121402627425,0.0003262376641383,-0.0225056031060496,-0.0440502292206497,1.0,0.5616297060340382,0.1676724137931034,5.6467876213007895e-08,-0.2488262910798122,3.8750896283923355e-09,0.2359550561797752,9.710911584036307e-07,4.0,0.2108557911100435,1.32280701754386,-0.3067514475675808,-0.2490860440098916,-0.3615550397877985,-0.0178986252164098,-0.2503838558937321,-0.3671246212535703,-2.5026084922213125,0.6973915077786876,-1.930795847750865,3.0,0.5446106240330068,-0.0010234716157205,-0.0031004547333608,0.1383610451306413,0.6603056497251263,0.5166256157635468,0.0609649122807017,0.2993230568469086,0.086206896551724,0.9174382716049384,-0.3026084922213123,-0.0642857142857141,0.0370370370370369,0.0071942446043165,-0.0277777777777777,-0.0849673202614379,-0.1082802547770701,-0.1250000000000001,-0.0789473684210526,-0.0666666666666667,-0.1764705882352941,-0.1515151515151515,-0.1411042944785275,-0.0789473684210526,-0.0344827586206897,0.0071942446043165,-0.0604026845637584,-0.0728476821192053,0.0769230769230768,0.1965811965811965,0.1864406779661016,0.1666666666666667,0.2280701754385965,0.0852713178294573,0.0218978102189779,0.0144927536231884,0.1023622047244092,-0.0140845070422535,0.0294117647058822,0.2068965517241379,0.0606060606060605,0.0,-0.0666666666666667,-0.0728476821192053,-0.0728476821192053,-0.0666666666666667,0.0687022900763356,0.1111111111111109,0.1111111111111109,0.0852713178294573,0.1023622047244092,0.1864406779661016,0.2280701754385965,0.1864406779661016,0.4736842105263157,0.1864406779661016,0.1475409836065573,0.1864406779661016,0.2499999999999997,0.5217391304347825
