firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.021728921400754,0.021728921400754,15.0,6.07302108334852e-07,0.1131078087632949,0.1078762033456898,0.0840825791760406,0.9227774805436874,396.8730000000001,0.0261950603303053,0.0004556365605473,0.0007058190823764,0.0021188463477146,1.0,1.1917337769092526,0.0647590070450642,9.7356163057579e-08,0.1918094808708715,0.0001051542048569,0.0240382719369006,1.7808550916154425e-06,4.0,23.183890440967883,0.6210079706466441,0.041293134631886,0.0373302495043534,-0.0205961187683586,-0.0018761640449469,0.0603903318940639,0.0545490566338407,-0.0107847688969919,0.02094836165879,0.5198772309136965,5.0,0.8982202089810809,0.0060550058364264,0.0239076258901126,0.0308346339481256,0.2883187430090556,0.0606637795711725,-0.0022353437874177,-0.0268183598088728,0.0387093126047726,0.0929217175180102,0.058866841221563,-0.0541616196573802,0.0689974102848685,0.1505076647421859,0.1013912712025919,0.1402920284135753,0.1295934323690384,0.1927760577915376,0.2822276458841801,0.2468176914778856,0.4425861208187718,0.3795655287658153,0.6214927048260381,0.6146968426934898,0.4708577246118606,0.5390146471371506,0.7245598328857059,0.8678086619263088,0.9689948892674616,0.9161140583554376,0.8910340314136127,0.8264854614412136,0.9879600963192294,1.0185120502968914,0.7012069473064468,0.5076963214192538,0.5227931488801052,0.5832876712328767,0.9636425416241928,1.0003461405330565,0.93536503683858,1.0683607730851823,0.79082739386427,0.3502336448598131,0.2411941580756014,0.3499182434010743,0.2449375269280482,0.2919740666219539,0.3182025547445255,0.2637218456155696,0.2980682839173403,0.340524240315472,0.3942098914354643,0.460449835734142,0.757069017938583,0.6814082048297936,0.7401385124962361,0.6858226371061842,0.7427623642943306,0.845736186521878
BBIO-L^E18,0.0502038532256775,-0.0502038532256775,25.0,2.796068565622609e-07,0.0520757600326204,0.0288998882324764,0.1618299761010583,1.4613801863740834,-16.0,0.0385943599634337,0.0073547046126788,-0.0027803045074786,0.0019927880053141,1.0,1.3485113835376532,0.1624678663239074,6.222237089695383e-08,0.1610169491525423,5.556089310246457e-07,0.0354166666666667,7.000410538381337e-07,4.0,2.516804220597838,1.241423125794155,-0.0103787484941781,0.0464788654582419,0.2367708893804427,0.085466751799826,0.0391643057630554,0.0441823530943268,0.0476522915377031,-0.0539009991171634,-0.7949367088607595,7.0,0.8050204319906596,0.0146658118288187,0.0515492957746478,0.0901408450704225,0.2709986853704843,-0.0049441786283891,0.127700127064803,-0.1048844831721007,0.0177033492822966,0.0232558139534883,0.0961597542242703,-0.0324999999999999,0.0178117048346055,0.0178117048346055,0.0723860589812332,0.0638297872340425,0.0810810810810809,0.1428571428571428,0.1904761904761904,0.1331444759206799,0.3114754098360657,0.3422818791946309,0.4440433212996391,0.5151515151515151,0.4869888475836432,0.6064257028112447,0.7467248908296944,0.8099547511312217,0.8867924528301885,0.8433179723502304,0.8604651162790697,0.8867924528301885,1.1978021978021975,1.272727272727273,0.941747572815534,0.8957345971563981,0.8018018018018016,0.8604651162790697,1.1857923497267755,1.094240837696335,1.1739130434782608,1.380952380952381,0.9900497512437814,0.7543859649122808,0.7094017094017095,0.8264840182648403,0.7937219730941705,0.951219512195122,0.9801980198019802,0.96078431372549,0.8018018018018016,1.0512820512820515,1.2471910112359552,1.366863905325444,1.6490066225165565,1.9197080291970805,2.6697247706422016,2.278688524590164,1.9197080291970805,1.8368794326241136
BBOU-L,0.018428321420288,0.018428321420288,25.0,1.5351072231272438e-07,0.0285908136727383,0.0286099982581431,0.1731828109139007,0.5834588767009599,-156.5,0.0391353456495594,0.0112594091972926,0.005427833652039,-0.0167602554760169,1.0,1.5501443001443,0.0951557093425605,5.421747369913588e-08,0.5346062052505967,1.4261983916458412e-06,0.0359131099224974,3.70249709728103e-07,4.0,18.17130043448136,0.8720472440944882,0.2369635542043702,0.0224583388791301,-0.0877330059158388,0.0072009650163122,0.1439247364050275,-0.0051604759077627,-0.1385688932700956,-0.0017840108660674,0.1758551307847082,7.0,0.7886002886002886,0.0131985976489997,0.0451594693762348,0.1471620041378069,0.2959394303566309,0.1220134228187919,0.2591267000715819,0.0324287852910789,0.0459060402684563,0.0920908681382328,0.0623490057610109,-0.0145788336933044,0.0054288816503798,0.0334821428571427,-0.074,-0.0384215991692628,-0.0646464646464647,-0.0536535513541134,-0.0712136409227683,-0.1083293211362542,-0.0423991726990693,-0.0453608247422679,-0.0603754439370878,-0.1074698795180723,-0.0608519269776876,-0.0283315844700944,0.0363738108561835,-0.0043010752688172,0.0260387811634348,0.0451467268623024,0.0576813249571672,0.0655926352128883,0.1170084439083234,0.2216358839050132,0.1796178343949044,0.1971557853910794,0.2192231731402238,0.2932960893854748,0.317211948790896,0.3698224852071006,0.4279105628373167,0.5008103727714748,0.4756972111553783,0.4971705739692806,0.4446177847113883,0.4290123456790122,0.5205254515599342,0.5446205170975813,0.5280528052805282,0.5433333333333332,0.5628691983122363,0.6160558464223385,0.5993091537132988,0.6775362318840581,0.6882406563354602,0.6433007985803016,0.7773512476007678,0.7504725897920603,0.6609865470852017,0.649154051647373
BBTU-L^C18,0.1067752617918195,-0.1067752617918195,25.0,3.010971056085308e-07,0.0560782407519214,0.0260943476413089,0.1904624277456647,1.2462503371316738,-44.95,-0.0003013823148308,-0.0141412333303499,-0.0174785342985324,0.0050338727888596,1.0,0.4166666666666666,0.288641425389755,4.7244744908130124e-08,0.1844919786096256,1.3630445079438406e-08,-0.0002765677936803,5.242756393909663e-07,4.0,0.5622379903836191,0.4399049881235155,-0.0885584698245811,-0.3523988542785536,0.1272759667948978,-0.2843628007334214,-0.3523988542785536,1.0307082257469569,0.2058907074987815,0.2343906193027681,-1.7805970149253734,4.0,0.4166666666666666,0.0101126472094214,0.027751756440281,0.1696467509812472,0.0124494453252189,0.1025592773805043,0.014251781472684,0.0073391210954974,0.0290741437711705,0.1608118657298985,0.0307082257469567,0.1323529411764705,-0.15527950310559,-0.0933333333333332,-0.2402234636871507,-0.2183908045977011,-0.287958115183246,-0.1904761904761903,-0.2804232804232803,-0.3732718894009216,-0.3333333333333332,-0.3333333333333332,-0.2842105263157893,-0.3982300884955752,-0.4212765957446808,-0.3732718894009216,-0.313131313131313,-0.3025641025641025,-0.2608695652173912,-0.2046783625730993,-0.2138728323699421,-0.1225806451612903,-0.1392405063291139,-0.1707317073170731,-0.2486187845303866,-0.1707317073170731,-0.1168831168831168,-0.0555555555555554,0.0461538461538462,0.0381679389312976,0.0,0.1333333333333335,0.0708661417322835,-0.081081081081081,-0.111111111111111,-0.0872483221476508,-0.1052631578947368,0.0381679389312976,0.0149253731343284,0.0149253731343284,0.1056910569105691,0.0793650793650795,0.0149253731343284,0.0149253731343284,0.0149253731343284,-0.0354609929078012,0.088,-0.0215827338129495,-0.1282051282051282,-0.15
BBXK-L,0.0781865073978552,-0.0781865073978552,26.0,3.735054347803263e-07,0.0695640286924392,0.0254839934202201,0.1934887522378765,1.691671607350994,7.25,0.053157224626824,0.0101094326694978,0.0006592799272327,-0.0036888984278585,1.0,0.5825139403226492,0.0913441895756726,7.240263442275155e-08,-0.2200956937799042,1.1597158463372718e-06,0.048780487804878,7.168936914080484e-07,3.0,2.873679639808483,0.4032489821984515,-0.2273076744785856,0.0283468354161887,0.0204155505261063,-0.0070838920005872,-0.0046159906286382,-0.0737014232327841,-0.2579066109942789,-0.0170031228798825,-1.1524390243902438,6.0,0.2226195036819478,0.0178863902248797,0.0556116881542254,0.1055932071356235,0.1970845879609744,0.0443067246323189,0.0805859343817354,-0.0364301550672999,0.0746990499094837,0.0226320036211205,0.0282143854470021,-0.0347826086956519,-0.08,-0.0170940170940171,0.0623556581986142,-0.0416666666666667,-0.0707070707070708,-0.0818363273453094,-0.0456431535269711,-0.0515463917525773,0.0407239819004523,-0.0149892933618844,0.1138014527845034,0.1794871794871795,0.2432432432432429,0.2041884816753927,0.2041884816753927,0.1794871794871795,0.1616161616161615,0.2849162011173183,0.2849162011173183,0.369047619047619,0.4024390243902438,0.3981762917933129,0.2849162011173183,0.1979166666666665,0.2742382271468144,0.3813813813813813,0.4790996784565915,0.4153846153846152,0.4743589743589742,0.4465408805031445,0.4285714285714284,0.3569321533923302,0.2499999999999997,0.1917098445595855,0.1855670103092783,0.3569321533923302,0.3529411764705881,0.2849162011173183,0.2466124661246611,0.1948051948051947,0.0952380952380951,0.1734693877551019,0.2994350282485873,0.2813370473537604,0.4067278287461773,0.2885154061624648,0.256830601092896,0.236559139784946
BCIP-L,0.1081160401180861,-0.1081160401180861,15.0,1.793343335913516e-06,0.3340036734626212,0.0766966400416668,0.0685622619177649,0.3630497983607677,-151.6624,-0.2074747424540275,-0.0008234045130135,0.0017928118425888,-0.0005507138833485,1.0,1.0263624669677744,0.3444284714575863,-1.0669031828066585e-07,-0.2102153009657061,4.138916320354873e-06,-0.1903921661664748,5.2592544676637264e-06,4.0,3.1383959414895672,0.4535030821781246,-0.1093378047858199,0.0646666645532525,-0.0016089449912045,0.0144865174438401,0.0702938411270629,-0.0449081625022394,0.0383306492347281,-0.0882264719507475,-7.766502341733895,5.0,1.0040369424308468,0.0012592714390256,0.0051829341976919,0.1222272364353793,1.3901880613161208,-0.0712230071918743,-0.0968581718633383,-0.1229257075764452,1.4212448971671576e-05,-0.0590064871955355,-0.1861581819414569,0.0350877192982457,0.1176470588235292,0.1399999999999999,0.1875,0.2391304347826084,0.1875,0.3902439024390243,0.5833333333333333,0.6285714285714286,0.5405405405405403,0.4249999999999998,0.2666666666666666,0.3902439024390243,0.357142857142857,0.0555555555555553,0.1875,0.1399999999999999,0.1632653061224489,0.0555555555555553,0.1399999999999999,0.2666666666666666,0.1399999999999999,0.2666666666666666,-0.0172413793103448,-0.0806451612903226,-0.0338983050847457,0.0555555555555553,0.0178571428571425,-0.0806451612903226,-0.0806451612903226,-0.0952380952380953,-0.1492537313432836,-0.1093750000000001,-0.2191780821917809,-0.2400000000000001,-0.2597402597402598,-0.3132530120481928,-0.3048780487804878,-0.2400000000000001,-0.1971830985915493,-0.161764705882353,-0.2500000000000001,-0.2083333333333333,-0.2191780821917809,-0.161764705882353,-0.0655737704918033,-0.0806451612903226,-0.2191780821917809,-0.2297297297297298
BCYN-L,0.0988820627911034,-0.0988820627911034,25.0,6.123924061898367e-07,0.1140558582240624,0.0897052155736694,0.1418819732279398,0.6004024025486075,754.2485,-0.0987576095541904,-0.0044709768436683,0.0196880715560367,0.0005207742507315,1.0,1.4496129032536125,0.0666553704505882,4.8912918464326544e-08,-0.010982932403882,1.0415539779478176e-05,-0.0906263335288225,7.676992625427238e-07,5.0,17.93645105684579,0.3632619054378844,-0.1942071427409302,0.0218288596206326,0.1449210252034588,0.1822898016312378,0.0899309053093852,0.0677366214488397,0.1338219687944464,0.9852101251398262,-3.1140518514869875,7.0,1.0763775950652976,0.0196959271994597,0.0476559368552869,0.2265349182122449,0.9202172279184194,-0.0733681669069467,-0.0392163308834929,-0.0918173652945401,-0.0095193567722883,-0.0521508837842353,-0.0147898748601738,-0.0518518518518518,0.0071620411817368,0.0484622553588072,-0.0102639296187683,0.0445682451253481,0.0599874371859296,0.126502002670227,0.1120263591433277,0.1109282422646478,0.2344550109729335,0.171875,0.1609907120743035,0.0940032414910858,-0.0194654270772807,-0.0826311497689589,-0.039009111617312,0.0817307692307691,0.0660138976626658,0.1487406398910824,0.2070815450643777,0.1235019973368842,0.102941176470588,0.2175324675324677,-0.0373645179691957,-0.0508998875140608,-0.0609348914858096,-0.1372699386503066,0.08,0.0214891041162228,0.0378228782287821,0.1968085106382979,-0.1042993630573247,-0.211816907986922,-0.2552956751985878,-0.2068155111633371,-0.2259174311926606,-0.2362525458248472,-0.2140195621797856,-0.2230662983425414,-0.2476593847525635,-0.197765628714048,-0.1727941176470587,-0.1007194244604317,-0.0359897172236503,-0.0217391304347825,0.1621900826446281,0.0707487309644669,-0.0011837821840781,-0.1575137294058912
BCZB-L,0.0152556866769283,-0.0152556866769283,26.0,9.678660156074954e-07,0.1802615250290945,0.0962515114873035,0.1448331047096479,1.8213378663165645,40.0,0.0207566305685693,0.001231400718317,0.0005367600914971,-0.0007698541329011,1.0,0.6458240946045825,0.0557692307692307,1.1544095738380256e-07,-0.2534637326813366,6.257981909328978e-06,0.019047619047619,1.6985621313384914e-06,2.0,2.458963009896735,0.2192569335426478,-0.1020803899457845,0.051066904228461,0.0575658384169023,0.0519883923634886,0.6709617287405589,0.0094846704971782,-4.933518557513472,-0.1086418837995888,-0.3114525139664804,6.0,0.4972653362897265,0.0145646110938952,0.0326332233987155,0.0515857085507828,0.3533718256418072,0.3028751476959432,0.0470957613814756,0.0584231229690439,-0.0200078771169751,0.5134319781640568,0.0277217525640475,0.0483870967741935,-0.0801186943620178,-0.1040462427745664,-0.1506849315068492,-0.2191435768261964,-0.2131979695431471,-0.205128205128205,-0.1989664082687338,-0.2151898734177215,-0.1364902506963787,-0.1666666666666667,-0.1884816753926701,-0.1798941798941797,-0.0962099125364431,-0.069069069069069,-0.1014492753623188,-0.0801186943620178,-0.1242937853107344,-0.1040462427745664,-0.0577507598784194,-0.0402476780185758,0.0197368421052632,0.0801393728222996,0.0032362459546926,-0.0127388535031847,0.0437710437710436,0.054421768707483,0.0231023102310232,0.0231023102310232,0.0689655172413794,0.1032028469750889,0.0264900662251654,0.0264900662251654,-0.0577507598784194,-0.0935672514619883,-0.1091954022988505,-0.0718562874251496,-0.1644204851752021,-0.1989664082687338,-0.1755319148936169,-0.1292134831460674,-0.2030848329048843,-0.2030848329048843,-0.1621621621621621,-0.1117478510028653,-0.0220820189274447,-0.0519877675840978,-0.0828402366863905,-0.0577507598784194
BCZN-L,0.0012088020622753,-0.0012088020622753,25.0,3.000986024024374e-07,0.0558922731615997,0.0250543533660378,0.134469948563323,1.0091637608757735,-10.50370000000001,-0.0375619864553781,-0.0235672852229376,-0.0037599670423495,-0.0009439556374678,1.0,1.6949567245968853,0.1435755444836405,4.48938912661689e-08,-0.1606075324864261,7.356291105167887e-07,-0.0344692943447797,5.397655257172448e-07,4.0,4.162512232949222,0.3511863837672656,-0.0986800413106565,-0.2534981326079992,-0.0248938453017175,-0.0566517224842868,-0.3322595691201155,-0.027664622170644,-0.0537084217023602,-0.0639900128398083,-0.0239378178102745,4.0,0.8805532607073783,0.0156603267907381,0.0438741508778902,0.0904561115003699,0.4839174616252031,-0.1029993979425667,-0.0777951401053786,-0.0126869738970795,-0.0090286869067222,-0.1164753871763334,-0.1188491306555199,-0.0256111757857975,0.059186189889026,0.0526960784313725,0.0070339976553341,0.0165680473372782,0.0349397590361444,0.0058548009367682,-0.0011627906976744,0.0578817733990149,0.0777917189460477,-0.0802997858672377,-0.0601750547045952,-0.1578431372549019,-0.2001862197392924,-0.1716489874638379,-0.1225740551583247,-0.081283422459893,-0.014908256880734,-0.0011627906976744,0.0287425149700599,-0.0304740406320541,0.059186189889026,0.1026957637997432,-0.118974358974359,-0.0518763796909492,-0.097689075630252,-0.0881104033970275,0.1055341055341054,0.0565805658056579,0.076441102756892,0.1997206703910614,0.0539877300613496,-0.1171634121274409,-0.2337198929527209,-0.2607573149741824,-0.3160828025477707,-0.2714164546225615,-0.2763268744734625,-0.29532403609516,-0.3262745098039216,-0.2404951370468612,-0.1180698151950718,-0.112603305785124,0.0514075887392899,0.0275119617224881,0.0618046971569838,0.0832282471626735,-0.0967402733964247,-0.0011627906976744
BDAJ-L,0.0910203082945926,-0.0910203082945926,25.0,3.8941587398019337e-07,0.0725272901230521,0.0671705647461494,0.1793176408357577,0.2780510707394433,2.299999999999999,0.2571256764252554,0.0003262376641383,-0.0217042078607133,-0.0029761904761904,1.0,0.5616297060340382,0.1676724137931034,4.652384769750966e-08,-0.2488262910798122,3.878318561532492e-09,0.2359550561797752,8.000813946595953e-07,4.0,0.2462754439639872,1.32280701754386,-0.3429240588527209,-0.2490860440098916,-0.3615550397877985,-0.0178986252164098,-0.2503838558937321,-0.3671246212535703,-2.5026084922213125,0.6973915077786876,-1.930795847750865,3.0,0.5446106240330068,0.0128869494067912,0.0409622886866059,0.1383610451306413,0.6638268251267291,0.5166256157635468,0.0609649122807017,0.2993230568469086,0.086206896551724,0.9174382716049384,-0.3026084922213123,0.0127388535031847,0.1984732824427482,0.1214285714285714,0.1629629629629629,0.1294964028776979,0.0902777777777779,0.0261437908496733,0.0,-0.01875,0.0328947368421053,0.0466666666666666,-0.076470588235294,-0.0484848484848483,-0.0368098159509201,0.0328947368421053,0.0827586206896553,0.1294964028776979,0.0536912751677853,0.0397350993377483,0.2076923076923076,0.341880341880342,0.3305084745762714,0.3083333333333333,0.3771929824561404,0.2170542635658914,0.145985401459854,0.13768115942029,0.2362204724409449,0.1056338028169014,0.1544117647058822,0.3534482758620692,0.1893939393939394,0.1214285714285714,0.0466666666666666,0.0397350993377483,0.0397350993377483,0.0466666666666666,0.1984732824427482,0.246031746031746,0.246031746031746,0.2170542635658914,0.2362204724409449,0.3305084745762714,0.3771929824561404,0.3305084745762714,0.6526315789473687,0.3305084745762714,0.2868852459016393,0.3305084745762714
