firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chpmia,chtx,cinvest,convind,egr,ep,grltnoa,herf,invest,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,16.0,0.049672170892551,5.206002478791557e-07,0.0888364066876488,0.0841300394638003,0.0763256831318841,1.274891410128126,-510.6239000000001,0.0008889851561866,0.0011386534035037,0.0354867157310429,1.0,-0.0456876659328046,8.300512878742399e-08,0.0046642198005314,0.0001222887879594,0.0485892429606149,1.72938478333059e-06,0.0810704742712249,5.0,25.46720446603808,0.0066148540556772,-0.0949829236278893,0.0922104558382622,0.005831556805678,0.0246563885626147,0.0267891204660689,0.7004014406621618,0.1350494310762917,-0.000931792769288,0.1140897755610972,0.138216560509554,0.10014364867638,0.1049051937345424,-0.0259811046511627,-0.0477797513321491,-0.0192096597145993,-0.0723308530887696,-0.0083240843507215,0.0672904638662155,0.0217267009719839,0.0578137332280979,0.0478889757623144,0.1065015479876161,0.1894830264033724,0.1566343042071196,0.3382426360459309,0.279780377178324,0.5042087542087541,0.4979044425817267,0.3644693306184781,0.4276964047936087,0.5998209489704567,0.7327084680025855,0.8265758091993185,0.7775198938992043,0.7542539267015707,0.6943742098609356,0.8441692466460269,0.8725113517289558,0.5781571975272299,0.3986433602921992,0.4126482213438733,0.4687671232876711,0.8216106014271152,0.8556593977154725,0.7953784326858675,0.918754473872584,0.6612953207313292,0.252570093457944,0.1514175257731957,0.2522775052557813,0.1548901335631192,0.1985244802146211,0.2228558394160582,0.172315766455281,0.2041778975741239
BBIO-L^E18,26.0,0.0706844045520115,2.420240544146345e-07,0.0412995334016109,0.0482035928143712,0.0958121168034916,1.9078132674617303,-132.0,0.0063143551297883,-0.0035087719298245,0.0603746135661029,1.0,-0.1667605633802817,2.7655216494978524e-08,-0.088242124003392,5.867008324634483e-07,0.0381471389645776,8.474932912869454e-07,0.1653915391539153,5.0,2.3906309584878755,0.0090902764997502,-0.0645452717315389,-0.0279198617043201,-0.0011176752355101,-0.0041543026706231,-0.0215807174887892,0.4703786113706438,0.0813953488372094,0.0,0.0886075949367088,0.1025641025641024,-0.0282485875706215,0.0,-0.0677506775067751,-0.1224489795918367,-0.1111111111111111,-0.14,-0.1246819338422392,-0.1246819338422392,-0.0777479892761394,-0.0851063829787234,-0.0702702702702703,-0.0171428571428571,0.0238095238095237,-0.0254957507082153,0.1278688524590163,0.1543624161073824,0.2418772563176894,0.303030303030303,0.278810408921933,0.3815261044176705,0.5021834061135371,0.5565610859728507,0.6226415094339621,0.5852534562211982,0.6000000000000001,0.6226415094339621,0.8901098901098901,0.9545454545454546,0.6699029126213591,0.6303317535545025,0.5495495495495495,0.6000000000000001,0.8797814207650272,0.8010471204188483,0.8695652173913042,1.0476190476190474,0.711442786069652,0.5087719298245614,0.4700854700854702,0.5707762557077625,0.5426008968609866,0.678048780487805,0.7029702970297029,0.6862745098039216,0.5495495495495495
BBOU-L,26.0,-0.0842604777285959,1.3910221394413686e-07,0.0237367171825898,0.0287352203511286,0.1654093494929507,0.6951692744100665,-105.0,-0.0020036927603077,-0.00150054019447,0.1088135593220339,1.0,-0.0302728823194997,4.752268220779467e-08,-0.0645282154826086,1.2664335433576818e-06,0.0016748414882162,3.1343359771026825e-07,-0.0940483205657041,3.0,19.18864138018256,0.0038655717630729,-0.1702821572569832,-0.0229735684453524,0.0285446786274168,0.0960721090429429,-0.1027726755882095,0.3243408585373143,0.0551948051948052,-0.0581039755351682,0.0187431091510474,0.05,0.0411267605633802,0.0393700787401574,-0.0283911671924289,-0.0309386470896696,0.0126027397260273,-0.0021598272138227,0.003257328990228,0.03125,-0.0759999999999999,-0.0404984423676012,-0.0666666666666666,-0.0556974961676034,-0.0732196589769308,-0.110255175734232,-0.0444674250258531,-0.047422680412371,-0.0624048706240487,-0.1093975903614458,-0.0628803245436104,-0.030430220356768,0.034135422495803,-0.0064516129032258,0.0238227146814404,0.0428893905191873,0.0553969160479725,0.0632911392405064,0.1145958986731001,0.2189973614775726,0.1770700636942677,0.1945701357466063,0.2165898617511521,0.2905027932960893,0.3143669985775248,0.3668639053254439,0.4248265227447956,0.4975688816855754,0.4725099601593625,0.4939369442198869,0.4414976599063962,0.4259259259259258,0.517241379310345,0.5412844036697249,0.524752475247525,0.54,0.559493670886076
BBTU-L^C18,26.0,-0.0063150708311997,3.657857948236172e-07,0.0624185173977455,0.0181209206458261,0.1565756496504419,1.8889983876963408,-29.700000000000003,0.0050759316320516,-0.0104955264969029,-0.0683410216982744,1.0,-0.0829039812646369,3.829728699634399e-08,-0.1088947864052642,1.6604928446554713e-08,-0.0169824202082266,7.217637478554877e-07,0.0392737054472092,5.0,0.4188116411265129,0.0368684538553618,1.050908114878769,-0.1398433302079364,0.0073523161920951,0.0213897131552917,0.0509081148787687,-0.1361339655222667,0.0545454545454544,-0.0178571428571429,-0.0677966101694914,-0.1269841269841268,-0.1791044776119402,-0.1603053435114503,-0.2086330935251797,-0.2857142857142857,-0.2857142857142857,-0.1911764705882352,-0.3167701863354036,-0.2666666666666666,-0.3854748603351955,-0.367816091954023,-0.4240837696335078,-0.3452380952380951,-0.4179894179894179,-0.4930875576036866,-0.4607843137254901,-0.4607843137254901,-0.4210526315789473,-0.5132743362831858,-0.5319148936170213,-0.4930875576036866,-0.4444444444444444,-0.4358974358974358,-0.4021739130434782,-0.3567251461988303,-0.3641618497109826,-0.2903225806451612,-0.3037974683544303,-0.3292682926829268,-0.3922651933701657,-0.3292682926829268,-0.2857142857142857,-0.236111111111111,-0.1538461538461538,-0.1603053435114503,-0.1911764705882352,-0.0833333333333332,-0.1338582677165354,-0.2567567567567567,-0.2810457516339869,-0.261744966442953,-0.2763157894736842,-0.1603053435114503,-0.1791044776119402,-0.1791044776119402,-0.105691056910569
BBXK-L,26.0,0.0443067246323189,3.4421930563501294e-07,0.0587383627835503,0.0269152401752052,0.1934887522378765,2.456397543076474,12.349999999999994,-0.0008835097505642,0.0019358589796107,-0.029127018490634,1.0,0.0805859343817354,6.672562759843932e-08,-0.0364301550672999,1.2792312835015911e-06,0.0746990499094837,6.606828862228854e-07,0.0226320036211205,3.0,3.0768339316525224,-0.0070838920005872,-0.0737014232327841,-0.0170031228798825,0.0161050885093748,0.046295632216883,0.0282143854470021,0.2397814165449017,-0.0020876826722338,-0.0224489795918367,0.1856435643564356,0.200501253132832,0.0861678004535146,0.1191588785046728,0.1217798594847776,0.0644444444444445,0.0788288288288288,0.041304347826087,-0.042,0.0235042735042736,0.1062355658198614,-0.0020833333333333,-0.0323232323232323,-0.0439121756487025,-0.0062240663900415,-0.0123711340206185,0.0837104072398189,0.025695931477516,0.1598062953995158,0.2282051282051282,0.2945945945945944,0.2539267015706807,0.2539267015706807,0.2282051282051282,0.2095959595959595,0.3379888268156423,0.3379888268156423,0.4255952380952381,0.4603658536585366,0.4559270516717324,0.3379888268156423,0.2473958333333334,0.3268698060941828,0.4384384384384383,0.5401929260450162,0.4738461538461538,0.5352564102564101,0.5062893081761006,0.4875776397515527,0.4129793510324484,0.3016304347826086,0.2409326424870466,0.2345360824742268,0.4129793510324484,0.4088235294117648,0.3379888268156423,0.2981029810298103
BCIP-L,16.0,-0.0495344804079053,1.71387057008245e-06,0.2924587600449607,0.0887898147444985,0.0984236566947291,0.4983658814085252,44.8368,-0.0163927481216688,-5.0692273169290514e-05,-0.0500643715761744,1.0,-0.0079490606423094,7.641340980515595e-08,-0.0977298940402342,3.374245445685113e-06,-0.0486064638653867,4.708728338005336e-06,-0.0706081807448783,4.0,3.2146310277780765,-0.0078159684390354,0.0598036723405435,-0.0256823442628141,0.0030260374761918,0.0116971697048852,-0.1403012958348046,1.940152436674286,0.1296296296296295,-0.0181818181818181,-0.0181818181818181,-0.0181818181818181,-0.0181818181818181,-0.0181818181818181,-0.0689655172413792,-0.0689655172413792,-0.0847457627118642,-0.0526315789473682,0.0588235294117647,0.08,0.1250000000000002,0.1739130434782609,0.1250000000000002,0.3170731707317074,0.5000000000000002,0.5428571428571431,0.4594594594594596,0.3500000000000001,0.1999999999999999,0.3170731707317074,0.2857142857142858,0.0,0.1250000000000002,0.08,0.1020408163265307,0.0,0.08,0.1999999999999999,0.08,0.1999999999999999,-0.0689655172413792,-0.129032258064516,-0.0847457627118642,0.0,-0.0357142857142857,-0.129032258064516,-0.129032258064516,-0.1428571428571428,-0.1940298507462686,-0.15625,-0.2602739726027396,-0.2799999999999999,-0.2987012987012987,-0.3493975903614457,-0.3414634146341463,-0.2799999999999999,-0.2394366197183097
BCYN-L,26.0,0.0315489504398427,7.088768480819349e-07,0.1209643526375793,0.1166683670542485,0.2105028338862933,0.8493398425528871,94.20799999999996,-0.0132407345134097,0.0019069160853395,0.0025597591100331,1.0,0.0713790979178928,9.99641169856283e-08,-0.0434783181438018,1.124549638660726e-05,0.0499933856421534,8.152887797471553e-07,-0.0170701694997747,4.0,16.381086149271194,0.0132033785998478,0.1839941021076735,0.9893493759196552,0.0102442824671802,0.0238654044224378,-0.0106506240803447,0.7911331774325046,-0.013,0.0148849797023005,0.0104412260020207,-0.0066225165562913,-0.0714948932219128,-0.1055456171735241,-0.0630855715178014,-0.0384615384615384,-0.0625,-0.1111111111111111,-0.1047448522829005,-0.0680335507921714,-0.1202346041055718,-0.0714948932219128,-0.057788944723618,0.0013351134846462,-0.0115321252059308,-0.0125082290980907,0.0972933430870519,0.0416666666666667,0.0319917440660475,-0.0275526742301459,-0.1284137129575828,-0.1845610220168524,-0.1457858769931662,-0.0384615384615384,-0.0524320909665192,0.0211027910142955,0.0729613733905578,-0.0013315579227696,-0.0196078431372549,0.0822510822510822,-0.1443240159726184,-0.156355455568054,-0.1652754590984974,-0.2331288343558282,-0.04,-0.0920096852300241,-0.0774907749077491,0.0638297872340425,-0.2038216560509553,-0.2993928070994862,-0.3380406001765225,-0.2949471210340775,-0.3119266055045872,-0.3211133740665308,-0.3013507219375873,-0.3093922651933701,-0.3312527864467232
BCZB-L,26.0,0.3028751476959432,1.1744297022070158e-06,0.2004073472426291,0.0801838301989478,0.1448331047096479,2.644679877874128,-56.5,-0.0007193192981651,-0.0017329657345411,-0.0321661469041874,1.0,0.0470957613814756,1.4007857184411518e-07,0.0584231229690439,6.902903202783772e-06,-0.0200078771169751,2.061072282650493e-06,0.5134319781640568,2.0,1.9996050013020568,0.0519883923634886,0.0094846704971782,-0.1086418837995888,0.0053968831483839,0.016131955773065,0.0277217525640475,0.429927057189417,0.0809716599190282,0.0646551724137933,0.0081632653061225,0.0555555555555558,-0.1482758620689653,-0.2057877813504822,-0.2133757961783439,-0.271386430678466,-0.24,-0.2032258064516128,-0.2670623145400593,-0.2861271676300577,-0.3232876712328766,-0.3778337531486145,-0.3730964467005075,-0.3666666666666666,-0.3617571059431524,-0.3746835443037974,-0.3119777158774373,-0.3360215053763441,-0.3534031413612565,-0.3465608465608465,-0.2798833819241982,-0.2582582582582582,-0.2840579710144927,-0.2670623145400593,-0.3022598870056496,-0.2861271676300577,-0.2492401215805471,-0.2352941176470587,-0.1875,-0.1393728222996515,-0.2006472491909384,-0.2133757961783439,-0.1683501683501683,-0.1598639455782312,-0.1848184818481847,-0.1848184818481847,-0.1482758620689653,-0.1209964412811387,-0.1821192052980131,-0.1821192052980131,-0.2492401215805471,-0.2777777777777777,-0.2902298850574711,-0.2604790419161675,-0.3342318059299191,-0.3617571059431524,-0.3430851063829786
BCZN-L,26.0,-0.0140292754558165,3.414027802787922e-07,0.0582577445106805,0.0595095855885923,0.1459876690817719,1.4565082712062996,125.708,-0.0020388144484464,0.005519494121008,-0.0021138806468021,1.0,-0.0472133998548875,5.578330663327496e-08,0.0380140092305244,6.362848931128991e-07,-0.0104324956159363,6.483878468491166e-07,0.0060562949553296,4.0,3.4399496576774244,0.0838771015562586,-0.012670287939728,-0.0482147892389427,0.014490077608421,0.0441674507811972,-0.1144815534182535,0.6413174101763607,0.1180223285486443,-0.0571428571428572,-0.06973293768546,-0.0873362445414848,-0.1651131824234354,-0.1673306772908367,-0.2093316519546028,-0.2579881656804733,-0.2508960573476703,-0.270081490104773,-0.2268803945745993,-0.2316176470588236,-0.264947245017585,-0.2579881656804733,-0.2445783132530121,-0.2658079625292739,-0.2709302325581395,-0.2278325123152709,-0.2132998745294856,-0.328693790149893,-0.314004376367615,-0.3852941176470588,-0.4162011173184358,-0.3953712632594021,-0.3595505617977528,-0.3294117647058824,-0.2809633027522936,-0.2709302325581395,-0.2491017964071856,-0.2923250564334085,-0.2268803945745993,-0.1951219512195122,-0.356923076923077,-0.3079470198675498,-0.3413865546218487,-0.3343949044585987,-0.1930501930501931,-0.2287822878228783,-0.2142857142857144,-0.1243016759776537,-0.2306748466257669,-0.3556012332990751,-0.4406779661016949,-0.4604130808950086,-0.5007961783439491,-0.4681933842239185,-0.4717775905644482,-0.4856439704675964,-0.5082352941176471
BDAJ-L,26.0,-0.0510217891460277,3.503927040916365e-07,0.0597918054935216,0.1038942581011938,0.1276284130139136,1.7045517085556972,4.75,0.0046278847718175,-0.0014201663623453,-0.0524322749781532,1.0,0.0016535758577924,2.5162332031343277e-08,-0.0497187695298901,5.54059900212664e-09,0.0307213425362024,6.636203545507717e-07,-0.0766599597585513,5.0,0.2705211698098677,-0.0182373252091396,0.1986469864698645,1.138040925863804,0.0201796919566457,0.0583986793231531,0.138040925863804,-0.2916140327279486,0.0925925925925925,0.0062111801242235,0.0062111801242235,0.0062111801242235,0.0062111801242235,0.0,-0.0635838150289016,-0.0061349693251532,0.0188679245283018,0.0318471337579617,0.2366412213740458,0.1571428571428572,0.1999999999999999,0.1654676258992806,0.1250000000000002,0.0588235294117647,0.0318471337579617,0.0124999999999999,0.0657894736842106,0.08,-0.0470588235294117,-0.018181818181818,-0.0061349693251532,0.0657894736842106,0.1172413793103448,0.1654676258992806,0.0872483221476509,0.0728476821192054,0.2461538461538461,0.3846153846153848,0.3728813559322035,0.3500000000000001,0.4210526315789475,0.2558139534883721,0.1824817518248174,0.1739130434782609,0.2755905511811025,0.1408450704225352,0.1911764705882352,0.3965517241379312,0.2272727272727273,0.1571428571428572,0.08,0.0728476821192054,0.0728476821192054,0.08,0.2366412213740458,0.2857142857142858,0.2857142857142858
