firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBIO-L^E18,0.0502038532256775,-0.0502038532256775,25.0,2.705700690753161e-07,0.0510701781011416,0.0288998882324764,0.1618299761010583,1.4525362295871176,-16.0,0.0385460929221875,0.0073547046126788,-0.0028102504043684,0.0019927880053141,1.0,1.3485113835376532,0.1624678663239074,6.021136748436612e-08,0.1610169491525423,5.556546030617072e-07,0.0354166666666667,6.77415992659552e-07,4.0,2.58179618840307,1.241423125794155,-0.0103610077700389,0.0464788654582419,0.2367708893804427,0.085466751799826,0.0391643057630554,0.0441823530943268,0.0476522915377031,-0.0539009991171634,-0.7949367088607595,7.0,0.8050204319906596,0.0146658118288187,0.0515492957746478,0.0901408450704225,0.2716210363020972,-0.0049441786283891,0.127700127064803,-0.1048844831721007,0.0177033492822966,0.0232558139534883,0.0961597542242703,0.0178117048346055,0.0,0.0536193029490617,0.0452127659574468,0.0621621621621621,0.122857142857143,0.1696428571428572,0.1133144475920679,0.2885245901639346,0.318791946308725,0.4187725631768952,0.4886363636363635,0.4609665427509295,0.5783132530120481,0.7161572052401748,0.7782805429864255,0.8537735849056605,0.8110599078341014,0.8279069767441862,0.8537735849056605,1.1593406593406592,1.2329545454545454,0.9077669902912622,0.8625592417061614,0.7702702702702702,0.8279069767441862,1.147540983606557,1.057591623036649,1.1358695652173911,1.3392857142857144,0.9552238805970152,0.7236842105263159,0.6794871794871797,0.7945205479452055,0.7623318385650224,0.9170731707317076,0.9455445544554456,0.9264705882352942,0.7702702702702702,1.015384615384615,1.207865168539326,1.3254437869822486,1.6026490066225167,1.8686131386861315,2.6055045871559632,2.2213114754098364,1.8686131386861315,1.7872340425531918,2.387931034482759
BBOU-L,0.018428321420288,0.018428321420288,25.0,1.5129622783716568e-07,0.0285572063757138,0.0286099982581431,0.1731828109139007,0.5799279097830917,-156.5,0.0390864020385125,0.0112594091972926,0.0054862953588202,-0.0167602554760169,1.0,1.5501443001443,0.0951557093425605,5.343535050815189e-08,0.5346062052505967,1.4263156276767309e-06,0.0359131099224974,3.64908610914824e-07,4.0,18.30210661946069,0.8720472440944882,0.2365585048818504,0.0224583388791301,-0.0877330059158388,0.0072009650163122,0.1439247364050275,-0.0051604759077627,-0.1385688932700956,-0.0017840108660674,0.1758551307847082,7.0,0.7886002886002886,0.0131985976489997,0.0451594693762348,0.1471620041378069,0.2966190579346454,0.1220134228187919,0.2591267000715819,0.0324287852910789,0.0459060402684563,0.0920908681382328,0.0623490057610109,0.0054288816503798,0.0279017857142858,-0.0789999999999999,-0.043613707165109,-0.0696969696969695,-0.0587634133878384,-0.0762286860581744,-0.1131439576311987,-0.0475698035160289,-0.0505154639175255,-0.06544901065449,-0.1122891566265059,-0.0659229208924947,-0.0335781741867784,0.0307778399552323,-0.0096774193548386,0.0204986149584487,0.0395033860045148,0.0519703026841804,0.0598388952819333,0.1109770808202657,0.2150395778364118,0.1732484076433122,0.1906916612798965,0.2126398946675445,0.2863128491620113,0.310099573257468,0.3624260355029587,0.4202004626060138,0.4927066450567263,0.4677290836653387,0.4890864995957964,0.436817472698908,0.4212962962962963,0.5123152709359609,0.53628023352794,0.51980198019802,0.5350000000000001,0.5544303797468357,0.6073298429319371,0.5906735751295338,0.6684782608695654,0.6791248860528716,0.6344276841171252,0.7677543186180424,0.7410207939508509,0.652017937219731,0.6402493321460374,0.6837294332723951
BBTU-L^C18,0.1067752617918195,-0.1067752617918195,25.0,3.409548476376222e-07,0.0643553252316833,0.0260943476413089,0.1904624277456647,1.2387082996590837,-44.95,-0.000301005398809,-0.0141412333303499,-0.0176667907950707,0.0050338727888596,1.0,0.4166666666666666,0.288641425389755,5.3498770004029714e-08,0.1844919786096256,1.3631565526137641e-08,-0.0002765677936803,5.936766492238222e-07,4.0,0.4928722374948612,0.4399049881235155,-0.0884070940219761,-0.3523988542785536,0.1272759667948978,-0.2843628007334214,-0.3523988542785536,1.0307082257469569,0.2058907074987815,0.2343906193027681,-1.7805970149253734,4.0,0.4166666666666666,0.0101126472094214,0.027751756440281,0.1696467509812472,0.0124780355889895,0.1025592773805043,0.014251781472684,0.0073391210954974,0.0290741437711705,0.1608118657298985,0.0307082257469567,-0.15527950310559,0.0733333333333334,-0.1005586592178771,-0.0747126436781608,-0.157068062827225,-0.0416666666666665,-0.148148148148148,-0.2580645161290321,-0.2107843137254901,-0.2107843137254901,-0.1526315789473683,-0.2876106194690264,-0.3148936170212766,-0.2580645161290321,-0.1868686868686868,-0.1743589743589743,-0.125,-0.0584795321637425,-0.0693641618497109,0.0387096774193549,0.018987341772152,-0.0182926829268291,-0.1104972375690607,-0.0182926829268291,0.0454545454545454,0.1180555555555555,0.2384615384615385,0.2290076335877862,0.1838235294117647,0.3416666666666668,0.2677165354330708,0.0878378378378379,0.0522875816993464,0.0805369127516779,0.0592105263157896,0.2290076335877862,0.2014925373134328,0.2014925373134328,0.3089430894308944,0.2777777777777779,0.2014925373134328,0.2014925373134328,0.2014925373134328,0.1418439716312058,0.288,0.1582733812949641,0.0320512820512821,0.00625,0.1103448275862069
BBXK-L,0.0781865073978552,-0.0781865073978552,26.0,3.607261857695704e-07,0.0680871709718543,0.0254839934202201,0.1934887522378765,1.6814339766970094,7.25,0.0530907449143471,0.0101094326694978,0.0006663808504119,-0.0036888984278585,1.0,0.5825139403226492,0.0913441895756726,6.992542470057641e-08,-0.2200956937799042,1.159811177031501e-06,0.048780487804878,6.923656333300406e-07,3.0,2.9536706260376806,0.4032489821984515,-0.2269191302576811,0.0283468354161887,0.0204155505261063,-0.0070838920005872,-0.0046159906286382,-0.0737014232327841,-0.2579066109942789,-0.0170031228798825,-1.1524390243902438,6.0,0.2226195036819478,0.0178863902248797,0.0556116881542254,0.1055932071356235,0.1975371944994762,0.0443067246323189,0.0805859343817354,-0.0364301550672999,0.0746990499094837,0.0226320036211205,0.0282143854470021,-0.08,0.0683760683760683,0.1547344110854502,0.0416666666666667,0.0101010101010101,-0.0019960079840318,0.0373443983402488,0.0309278350515465,0.1312217194570135,0.0706638115631692,0.2106537530266343,0.2820512820512821,0.3513513513513513,0.3089005235602096,0.3089005235602096,0.2820512820512821,0.2626262626262625,0.3966480446927374,0.3966480446927374,0.4880952380952381,0.524390243902439,0.519756838905775,0.3966480446927374,0.3020833333333335,0.3850415512465375,0.5015015015015014,0.6077170418006432,0.5384615384615385,0.6025641025641024,0.5723270440251571,0.5527950310559004,0.4749262536873155,0.3586956521739131,0.2953367875647668,0.2886597938144331,0.4749262536873155,0.4705882352941177,0.3966480446927374,0.3550135501355014,0.2987012987012987,0.1904761904761904,0.2755102040816326,0.4124293785310735,0.392757660167131,0.5290519877675841,0.400560224089636,0.3661202185792349,0.3440860215053762,0.5105740181268883
BCIP-L,0.1081160401180861,-0.1081160401180861,15.0,1.856267663489429e-06,0.350371053612019,0.0766966400416668,0.0685622619177649,0.3608526995098617,-151.6624,-0.2072152695165035,-0.0008234045130135,0.0018121217269688,-0.0005507138833485,1.0,1.0263624669677744,0.3444284714575863,-1.1043383822033833e-07,-0.2102153009657061,4.139256546598588e-06,-0.1903921661664748,5.443789712143156e-06,4.0,3.009781959571071,0.4535030821781246,-0.1091509102065966,0.0646666645532525,-0.0016089449912045,0.0144865174438401,0.0702938411270629,-0.0449081625022394,0.0383306492347281,-0.0882264719507475,-7.766502341733895,5.0,1.0040369424308468,0.0012592714390256,0.0051829341976919,0.1222272364353793,1.3933806407704987,-0.0712230071918743,-0.0968581718633383,-0.1229257075764452,1.4212448971671576e-05,-0.0590064871955355,-0.1861581819414569,0.1176470588235292,0.02,0.0625,0.108695652173913,0.0625,0.2439024390243902,0.4166666666666667,0.4571428571428573,0.3783783783783785,0.2749999999999999,0.1333333333333333,0.2439024390243902,0.2142857142857144,-0.0555555555555555,0.0625,0.02,0.0408163265306122,-0.0555555555555555,0.02,0.1333333333333333,0.02,0.1333333333333333,-0.1206896551724137,-0.1774193548387096,-0.135593220338983,-0.0555555555555555,-0.0892857142857143,-0.1774193548387096,-0.1774193548387096,-0.1904761904761904,-0.2388059701492537,-0.203125,-0.3013698630136986,-0.3199999999999999,-0.3376623376623376,-0.3855421686746987,-0.3780487804878049,-0.3199999999999999,-0.2816901408450704,-0.25,-0.3289473684210526,-0.2916666666666666,-0.3013698630136986,-0.25,-0.1639344262295081,-0.1774193548387096,-0.3013698630136986,-0.3108108108108107,-0.2816901408450704
BCYN-L,0.0988820627911034,-0.0988820627911034,25.0,5.806763273389735e-07,0.1096028232452547,0.0897052155736694,0.1418819732279398,0.5967688970772455,754.2485,-0.0986341008959759,-0.0044709768436683,0.019900126372043,0.0005207742507315,1.0,1.4496129032536125,0.0666553704505882,4.6379696361700523e-08,-0.010982932403882,1.0416395955274244e-05,-0.0906263335288225,7.279397715718205e-07,5.0,18.777451519721733,0.3632619054378844,-0.1938751783092696,0.0218288596206326,0.1449210252034588,0.1822898016312378,0.0899309053093852,0.0677366214488397,0.1338219687944464,0.9852101251398262,-3.1140518514869875,7.0,1.0763775950652976,0.0196959271994597,0.0476559368552869,0.2265349182122449,0.9223305151039212,-0.0733681669069467,-0.0392163308834929,-0.0918173652945401,-0.0095193567722883,-0.0521508837842353,-0.0147898748601738,0.0071620411817368,0.0410065237651444,-0.0173020527859238,0.0371402042711233,0.0524497487437185,0.1184913217623497,0.1041186161449752,0.1030283080974325,0.2256766642282368,0.1635416666666664,0.1527347781217749,0.0862236628849268,-0.0264381173736201,-0.0891546615928241,-0.0458428246013666,0.0740384615384615,0.0584333543903978,0.140571817562968,0.198497854077253,0.1155126498002663,0.0950980392156861,0.2088744588744588,-0.0442099258414148,-0.0576490438695164,-0.0676126878130216,-0.1434049079754601,0.0723199999999999,0.0142251815980629,0.030442804428044,0.1882978723404254,-0.1106687898089172,-0.2174217655301261,-0.2605913503971757,-0.2124559341950646,-0.2314220183486239,-0.241683638832315,-0.219608756404285,-0.2285911602209944,-0.2530093624609898,-0.2034704064654148,-0.1786764705882353,-0.1071143085531575,-0.0428449014567267,-0.0286956521739131,0.1539256198347107,0.0631345177664974,-0.0082864752885469,-0.1635047428856716,-0.0337370242214533
BCZB-L,0.0152556866769283,-0.0152556866769283,26.0,1.0150909082218537e-06,0.1915986999186863,0.0962515114873035,0.1448331047096479,1.8103155235105253,40.0,0.0207306718236974,0.001231400718317,0.000542541387147,-0.0007698541329011,1.0,0.6458240946045825,0.0557692307692307,1.2107364489202852e-07,-0.2534637326813366,6.258496326512959e-06,0.019047619047619,1.7814397331529617e-06,2.0,2.327377094614981,0.2192569335426478,-0.1019059006960393,0.051066904228461,0.0575658384169023,0.0519883923634886,0.6709617287405589,0.0094846704971782,-4.933518557513472,-0.1086418837995888,-0.3114525139664804,6.0,0.4972653362897265,0.0145646110938952,0.0326332233987155,0.0515857085507828,0.3541833472349591,0.3028751476959432,0.0470957613814756,0.0584231229690439,-0.0200078771169751,0.5134319781640568,0.0277217525640475,-0.0801186943620178,-0.0260115606936415,-0.0767123287671232,-0.1511335012594459,-0.1446700507614212,-0.1358974358974358,-0.1291989664082687,-0.1468354430379747,-0.0612813370473537,-0.0940860215053763,-0.1178010471204188,-0.1084656084656083,-0.0174927113702624,0.0120120120120119,-0.0231884057971014,0.0,-0.0480225988700564,-0.0260115606936415,0.0243161094224924,0.043343653250774,0.1085526315789473,0.1742160278745643,0.0906148867313916,0.0732484076433122,0.1346801346801347,0.1462585034013606,0.1122112211221122,0.1122112211221122,0.1620689655172413,0.199288256227758,0.1158940397350993,0.1158940397350993,0.0243161094224924,-0.0146198830409356,-0.0316091954022987,0.0089820359281438,-0.0916442048517519,-0.1291989664082687,-0.1037234042553191,-0.0533707865168538,-0.1336760925449871,-0.1336760925449871,-0.0891891891891891,-0.0343839541547278,0.0630914826498423,0.0305810397553516,-0.0029585798816567,0.0243161094224924,-0.0029585798816567
BCZN-L,0.0012088020622753,-0.0012088020622753,25.0,2.924127243432364e-07,0.0551929855445031,0.0250543533660378,0.134469948563323,1.003056520080138,-10.50370000000001,-0.0375150105254431,-0.0235672852229376,-0.0038004646155671,-0.0009439556374678,1.0,1.6949567245968853,0.1435755444836405,4.374410592524257e-08,-0.1606075324864261,7.356895805310791e-07,-0.0344692943447797,5.259414959549871e-07,4.0,4.24060367986973,0.3511863837672656,-0.098511364384733,-0.2534981326079992,-0.0248938453017175,-0.0566517224842868,-0.3322595691201155,-0.027664622170644,-0.0537084217023602,-0.0639900128398083,-0.0239378178102745,4.0,0.8805532607073783,0.0156603267907381,0.0438741508778902,0.0904561115003699,0.485028782451924,-0.1029993979425667,-0.0777951401053786,-0.0126869738970795,-0.0090286869067222,-0.1164753871763334,-0.1188491306555199,0.059186189889026,-0.0061274509803922,-0.0492379835873387,-0.0402366863905325,-0.0228915662650603,-0.050351288056206,-0.0569767441860465,-0.001231527093596,0.0175658720200753,-0.1316916488222698,-0.112691466083151,-0.2049019607843137,-0.24487895716946,-0.2179363548698167,-0.1716036772216547,-0.132620320855615,-0.069954128440367,-0.0569767441860465,-0.0287425149700598,-0.0846501128668171,0.0,0.0410783055198973,-0.1682051282051282,-0.1048565121412804,-0.148109243697479,-0.1390658174097665,0.0437580437580438,-0.0024600246002461,0.0162907268170424,0.1326815642458099,-0.0049079754601227,-0.1664953751284688,-0.2765388046387155,-0.302065404475043,-0.3542993630573249,-0.3121289228159457,-0.3167649536647009,-0.3347005742411812,-0.363921568627451,-0.2829354553492486,-0.1673511293634497,-0.1621900826446281,-0.00734394124847,-0.0299043062200956,0.0024721878862792,0.0226986128625472,-0.1472134595162987,-0.0569767441860465,0.1170798898071625
BDAJ-L,0.0910203082945926,-0.0910203082945926,25.0,3.943765857506416e-07,0.0744386936146991,0.0671705647461494,0.1793176408357577,0.2763683658026188,2.299999999999999,0.2568041088272635,0.0003262376641383,-0.0219379779275971,-0.0029761904761904,1.0,0.5616297060340382,0.1676724137931034,4.711650817773271e-08,-0.2488262910798122,3.878637366179408e-09,0.2359550561797752,8.102735143367875e-07,4.0,0.2413949030652765,1.32280701754386,-0.3423378878772711,-0.2490860440098916,-0.3615550397877985,-0.0178986252164098,-0.2503838558937321,-0.3671246212535703,-2.5026084922213125,0.6973915077786876,-1.930795847750865,3.0,0.5446106240330068,0.0128869494067912,0.0409622886866059,0.1383610451306413,0.6653513094336638,0.5166256157635468,0.0609649122807017,0.2993230568469086,0.086206896551724,0.9174382716049384,-0.3026084922213123,0.1984732824427482,-0.0642857142857141,-0.0296296296296296,-0.0575539568345322,-0.0902777777777776,-0.1437908496732025,-0.1656050955414012,-0.18125,-0.138157894736842,-0.1266666666666666,-0.2294117647058823,-0.2060606060606059,-0.1963190184049078,-0.138157894736842,-0.096551724137931,-0.0575539568345322,-0.1208053691275167,-0.1324503311258278,0.0076923076923076,0.1196581196581196,0.1101694915254238,0.0916666666666667,0.1491228070175441,0.0155038759689922,-0.0437956204379562,-0.0507246376811593,0.0314960629921259,-0.0774647887323942,-0.0367647058823529,0.1293103448275863,-0.0075757575757575,-0.0642857142857141,-0.1266666666666666,-0.1324503311258278,-0.1324503311258278,-0.1266666666666666,0.0,0.0396825396825397,0.0396825396825397,0.0155038759689922,0.0314960629921259,0.1101694915254238,0.1491228070175441,0.1101694915254238,0.3789473684210527,0.1101694915254238,0.0737704918032786,0.1101694915254238,0.1696428571428569
BDLO-L,0.0309711447057741,-0.0309711447057741,26.0,2.308356091721718e-07,0.0435702874039138,0.0123674383868558,0.300823444691443,0.9533864711365858,21.40000000000001,0.0816270203058087,0.0012265799883474,-0.0010073067023444,-0.0019087837837837,1.0,0.4155270355564906,0.0526934107321792,4.267888144773338e-08,-0.0634609093882891,5.743751523338932e-08,0.075,2.036325404848395e-07,3.0,3.023651532232472,0.4110133594004563,-0.0940293705458896,-0.0131534361595127,0.1281068283620528,-0.4735082877360761,-0.0138868325744451,-0.0207463518914396,-0.0995969334780196,0.7274095336287542,-0.3080207380298871,6.0,0.351357037660425,0.0231977049079186,0.0454930429522081,0.1296183947097009,0.1002860113515821,0.0544303398746338,0.1557510589768654,-0.0015025604857254,0.0665259709578857,-0.0398306124953971,0.1301970443349754,-0.0328917313841936,0.1787829833064083,0.1671554252199414,0.2242729306487696,0.2704585026117236,0.4627464082860006,0.3964912280701753,0.3483215275639053,0.3854430379746836,0.5270317404952911,0.7168627450980392,0.7048286604361371,0.7141738449490995,0.6564510026485055,0.7891295463833266,0.8211314475873546,0.830267558528428,0.904306220095694,1.0592662276575728,1.0817879220161672,1.097747963584092,1.3793478260869567,1.249743062692703,1.3461950696677385,1.5951393005334915,1.6310096153846154,1.7992327365728902,1.700801974090068,1.6776758409785932,1.7638888888888888,1.9012591119946984,1.8046124279308136,1.6924969249692494,1.7586641461877757,1.605952380952381,1.6325917017438365,1.52479815455594,1.5017142857142858,1.445810055865922,1.5394431554524366,1.5632318501170963,1.6958128078817736,1.9965776865160847,2.0193103448275864,2.216752387950037,2.1115849324804548,1.846553966189857,1.924515698062792,2.00893470790378
