firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.039346365980632,0.039346365980632,17.0,7.040244528685326e-07,0.0786078407469199,0.1029865856278136,0.0796568890683079,1.131360287875045,488.16279999999983,-0.1973320884819449,0.0085557035955668,-0.0002209521291884,0.001583348277993,1.0,1.1915647191528986,0.0653610262361704,1.1072799201622668e-07,-0.0966348899473692,0.000163355516058,-0.0369131269325054,2.1365087038083203e-06,5.0,20.067846734175777,0.8062695606502003,-0.0035113968343672,0.034465687711048,-0.0050402700017573,-0.0066577430699176,0.0511417649058214,0.0114643484376437,-0.0929028909516775,0.0982258005530458,0.9736467257006244,4.0,0.8833175503840915,0.011741228023703,0.0526112631485242,0.0610241429579152,0.879392597963794,0.0872069045755145,0.1645391075857934,0.0254727730894696,0.0432754465124859,0.0638581806350923,0.0926187647148537,-0.0956161546427338,0.0572992700729926,0.0990136570561457,0.1254856254856255,0.261759581881533,0.2401541095890411,0.2065805914202414,0.0998481397114654,0.1480087180503269,0.1990894039735098,0.0143557422969187,-0.0265456989247312,0.0168480168480169,0.1875384300061486,0.1285547331515386,0.0064269584853222,-0.0227694383538539,-0.0568126322643659,-0.0921341272328424,-0.1147440794499619,-0.0825019794140934,-0.047822514379622,0.0807685133370639,0.0797614610510621,0.2040731504571904,0.2301486199575371,0.1890006156371846,0.1941467436108819,0.0526889534883721,0.0291296625222023,0.0600073179656055,0.0025956047759128,0.0717721050684423,0.153493927931515,0.1042500476462739,0.1432517758484608,0.1325254104769351,0.1958720330237358,0.2855558020856445,0.2500539374325781,0.4463305042436345,0.3831463356409643,0.6257014590347922,0.6188879575300363,0.4746754899465513,0.5430093209054594,0.7290361086242914,0.872656755009696,0.974105621805792
BBIO-L^E18,0.0814715624779759,-0.0814715624779759,27.0,3.551080610929989e-07,0.0396495857503384,0.0464130313511101,0.0931309016848731,1.478843255739262,46.5,0.4888229809804758,0.0280498978081612,-0.0002438265103442,0.0017215568862275,1.0,1.250891265597148,0.1390909090909091,3.755034247735951e-08,0.2116788321167883,7.04147419759353e-07,0.0914396887159533,1.0718049530466628e-06,5.0,1.8780364502954636,1.3164300202839756,0.0059860770653534,-0.0602291083058084,-0.0187422166874221,0.0027984046889804,-0.112114496326802,-0.1692802235909847,-0.0333310474410745,-0.0073814856500141,-2.934010152284264,6.0,0.7295008912655971,0.0046242097869351,0.0210106382978723,0.0924533556112503,0.4009361020333907,0.1241017964071856,0.2596348884381338,0.00676580449644,0.0754491017964071,0.0857308360687391,0.035663133772558,-0.0285714285714285,-0.0277777777777779,-0.0337423312883434,0.0899653979238752,0.1413043478260869,0.1413043478260869,0.129032258064516,0.1013986013986014,0.1170212765957448,0.1330935251798561,0.0227272727272727,0.0465116279069768,0.0787671232876712,0.1666666666666665,0.125,-0.0031645569620254,-0.0735294117647058,-0.1416893732970027,-0.0974212034383954,-0.1225626740947075,-0.1322314049586777,-0.153225806451613,-0.0843023255813953,-0.0843023255813953,-0.0031645569620254,0.0096153846153845,-0.1101694915254237,-0.0843023255813953,-0.1463414634146341,-0.1964285714285714,-0.1860465116279069,-0.2125,-0.1984732824427482,-0.1984732824427482,-0.1554959785522788,-0.1622340425531915,-0.1486486486486486,-0.0999999999999999,-0.0625,-0.1076487252124646,0.0327868852459016,0.0570469798657717,0.1371841155234656,0.1931818181818181,0.1710037174721188,0.2650602409638554,0.3755458515283842,0.4253393665158371,0.4858490566037734
BBOU-L,0.0111980845381711,-0.0111980845381711,28.0,1.724351883071608e-07,0.0192532486142858,0.0414819715514389,0.1486560142287501,0.5080868678769712,129.0,-0.1524134229163707,0.0001841790220093,0.0004957136354498,0.0028663561447509,1.0,1.4307418781315662,0.0894099458902344,4.536278576333749e-08,-0.2118380062305296,1.480484070030115e-06,-0.0285105989077108,3.701595232230271e-07,3.0,17.70821673668277,0.5721271393643031,-0.1358220244483653,-0.0132171401152562,-0.110720484272331,0.0276061713808454,0.1800692583306916,-0.0314269925053775,-0.1216401046634277,0.0119622151136751,-0.1354723707664884,5.0,0.6906416680135768,0.0275350110561229,0.0919695193434935,0.1000624902359006,0.4060053517585569,0.1041311424585335,0.0976708274353365,0.0049359977898517,0.0144551232367074,0.1065385545080976,-0.0303338573938777,-0.0898148148148149,-0.0378619153674831,0.0364683301343571,0.0023201856148491,0.0251542477456099,0.1587982832618026,0.1700975081256772,0.1452810180275716,0.1483253588516748,0.130890052356021,0.1631663974151858,0.1297071129707112,0.1556982343499198,0.2231030577576445,0.277350680070964,0.2020033388981637,0.1526147278548562,0.1881188118811882,0.1900826446280994,0.1563169164882227,0.1267605633802817,0.1076923076923077,0.1688311688311687,0.1009174311926606,0.1907386990077177,0.2272727272727273,0.2169014084507043,0.2148481439820022,0.1356466876971609,0.1326691137912952,0.1835616438356164,0.166306695464363,0.1726384364820847,0.2053571428571428,0.08,0.1214953271028036,0.090909090909091,0.1037301992846193,0.0832497492477433,0.0399614829080405,0.1168562564632886,0.1134020618556703,0.095890410958904,0.0409638554216869,0.0953346855983774,0.1332633788037776,0.208729714605484,0.1612903225806452,0.1966759002770084
BBTU-L^C18,0.1136540962288686,-0.1136540962288686,27.0,1.922586835628041e-07,0.0214666407084862,0.0193962976064143,0.1131066630106937,1.658913973765435,-121.15,0.1478786449068978,-0.0136974425661031,0.0024596573271617,-0.0026623153555479,1.0,0.6490218642117376,0.4350758853288364,2.148377051205742e-09,-0.3634311512415349,1.93761449078796e-08,0.0276623190483015,2.890199009475019e-07,5.0,0.8497895080488059,0.3386108273748723,0.2645488685150997,0.0972031210530749,0.0493336024533327,-0.1505751647620546,0.0972031210530749,1.0211987059424483,-1.5028012940575517,-0.2385100319216289,-25.705882352941178,7.0,0.6490218642117376,-0.0922282341367437,-0.2326302729528536,0.1600251301382157,-17.39601962817107,-0.0187220886293371,0.1654749744637383,-0.1255309926311121,-0.0014599793885262,-0.1120745438074285,0.0211987059424485,-0.0948905109489052,-0.0352112676056336,-0.1161290322580644,0.0,0.1913043478260871,0.0073529411764705,0.170940170940171,0.170940170940171,0.0148148148148148,0.078740157480315,0.1416666666666668,0.170940170940171,0.3047619047619048,0.4123711340206186,0.3979591836734695,0.2342342342342342,0.0378787878787878,0.1512605042016808,0.3431372549019609,0.3173076923076923,0.170940170940171,0.1810344827586207,0.2454545454545453,0.2232142857142856,0.1610169491525426,0.0873015873015874,0.0223880597014924,0.0458015267175573,-0.0143884892086328,-0.1103896103896103,-0.1103896103896103,0.0073529411764705,-0.1490683229813664,-0.0866666666666665,-0.2346368715083798,-0.2126436781609194,-0.2827225130890052,-0.1845238095238094,-0.275132275132275,-0.368663594470046,-0.3284313725490195,-0.3284313725490195,-0.2789473684210525,-0.3938053097345132,-0.4170212765957446,-0.368663594470046,-0.308080808080808,-0.2974358974358974,-0.2554347826086957
BBXK-L,0.0965781976308292,-0.0965781976308292,28.0,6.504553473201507e-07,0.072626582992669,0.0213472255875938,0.190343259922435,1.9326105874900752,-105.7,-0.156885803032612,0.0002519118308592,0.0006926163297421,-0.0027819014233854,1.0,0.6943177499049791,0.108949493743908,7.682290747259067e-08,-0.1745057941376959,1.5004318018213144e-06,-0.0293472065582518,9.502327188733074e-07,4.0,1.896045013116872,0.3726090761345166,-0.1994077984466945,0.007643546872408,0.0575647269438079,0.0167333326242319,0.009794758316093,0.0210308914715148,0.0756405312577631,-0.0079432665544511,-1.9786188252641927,6.0,0.3142816419612315,0.0009968854702468,0.0024526877975153,0.1266641493806257,0.3810023822371522,0.0341991922987761,0.0767595949493686,-0.0315129704603238,0.0595527140957284,0.0071438576831488,0.0236631301278196,-0.0467836257309941,0.0490797546012269,-0.0115606936416184,0.0687499999999998,0.0687499999999998,-0.0781671159029649,-0.1933962264150943,-0.1597051597051597,-0.2064965197215776,-0.1952941176470588,-0.243362831858407,-0.326771653543307,-0.3423076923076923,-0.3173652694610778,-0.3241106719367589,-0.3713235294117647,-0.3724770642201835,-0.4123711340206186,-0.3759124087591241,-0.3547169811320755,-0.3294117647058823,-0.2845188284518829,-0.2860125260960334,-0.3020408163265307,-0.1534653465346535,-0.1428571428571429,-0.2244897959183673,-0.2009345794392524,-0.1990632318501169,-0.24,-0.2297297297297298,-0.2565217391304347,-0.316,-0.2692307692307691,-0.210161662817552,-0.2875,-0.3090909090909091,-0.3173652694610778,-0.2904564315352698,-0.2948453608247422,-0.2262443438914027,-0.2676659528907923,-0.1719128329297821,-0.123076923076923,-0.0756756756756757,-0.1047120418848167,-0.1047120418848167,-0.123076923076923,-0.1363636363636363
BCIP-L,0.0782274071133456,-0.0782274071133456,17.0,4.393323543026012e-06,0.4905364806758672,0.0827498128438546,0.0674158123489604,0.3770750596877588,277.1894,-0.2823023322653948,-0.0010326155390916,0.0057884372789825,0.0007015674124109,1.0,0.9282092996286104,0.2781327757177045,-1.7039411037578269e-07,-0.3007849524894872,2.8429478630088405e-06,-0.0528077410238746,1.2448747989809788e-05,4.0,1.0573189339379403,0.3598163781834095,0.3094525022754619,-0.1615655953928624,-0.1308675301011371,0.0073394980862995,-0.1596707769226502,0.0973219951474555,0.0002309134184472,-0.0439214336666518,-8.395314051388185,4.0,0.912311446915522,0.0073124266708061,0.0259965072935939,0.0873230385042892,1.8368467930366967,-0.0548553149902383,-0.0786147668519312,-0.0856231725598135,-0.0314544121346331,-0.049727587989053,-0.1322568668620366,-0.1694915254237288,0.1132075471698113,0.0727272727272725,0.1132075471698113,0.2040816326530612,0.0925925925925925,0.0727272727272725,0.0,0.0535714285714283,-0.0327868852459016,-0.1571428571428571,-0.2236842105263158,-0.1805555555555555,-0.0923076923076924,-0.0781250000000001,-0.1323529411764706,-0.1060606060606061,-0.0923076923076924,-0.0781250000000001,-0.0634920634920636,-0.0781250000000001,-0.0327868852459016,0.0925925925925925,0.0727272727272725,0.0727272727272725,0.0727272727272725,0.0727272727272725,0.0727272727272725,0.0172413793103447,0.0172413793103447,0.0,0.0350877192982457,0.1568627450980391,0.1799999999999999,0.2291666666666667,0.2826086956521738,0.2291666666666667,0.4390243902439024,0.6388888888888888,0.6857142857142857,0.5945945945945945,0.4749999999999998,0.3111111111111111,0.4390243902439024,0.4047619047619046,0.0925925925925925,0.2291666666666667,0.1799999999999999,0.2040816326530612
BCYN-L,0.1059369619499014,-0.1059369619499014,27.0,6.086726860616814e-07,0.0679613405159257,0.0956275277204447,0.0737748119709476,0.4186715386357873,1669.5485,-0.1724674322875713,-0.0097578748655903,0.0129830094908416,0.0074483366471122,1.0,1.5313576847556762,0.0732430351876441,-1.4113110964866173e-08,-0.5950996633408226,7.518893110350201e-06,-0.0322619208499225,7.730594541226036e-07,3.0,14.90216523932978,0.2242587852211793,-0.257850305071346,-0.0880719687608242,0.0534514018086647,-0.1305980789767673,-0.0854999461803482,0.0025847341062928,0.0997096264461405,0.7730057304144082,-11.834872182421954,2.0,1.2194545680460191,0.0165302608250048,0.0398510980289742,0.1032596427209927,1.8368467930366967,-0.1016833894904709,-0.1463675711525249,-0.1036293433128639,-0.0327519825085142,-0.057330806290735,-0.2269942695855917,0.0646976090014064,0.0913277052954721,0.2370595911265769,0.1440064360418342,0.2127931769722815,0.5224839400428267,0.2365217391304348,0.4637159032424087,0.4659793814432991,0.6768867924528301,0.4363636363636363,0.2845528455284554,0.2248062015503877,0.2810810810810811,0.2523117569352708,0.169407894736842,0.0850820297596337,0.0035285815102328,-0.051051051051051,0.0296886314265025,-0.0982878883956879,-0.0395136778115501,-0.0519999999999999,-0.037889039242219,-0.0421017177500842,-0.0582781456953641,-0.1197771587743732,-0.1520572450805007,-0.1118051217988757,-0.0884615384615383,-0.1112499999999999,-0.1573333333333333,-0.1512981199641897,-0.1164958061509784,-0.1659824046920821,-0.1197771587743732,-0.1067839195979899,-0.0507343124165553,-0.0629324546952224,-0.06385780118499,0.0402340892465253,-0.0124999999999999,-0.0216718266253869,-0.0781199351701782,-0.1737361998837885,-0.226963848871976,-0.1902050113895215,-0.0884615384615383,-0.1017056222362602
BCZB-L,0.0047150104446433,0.0047150104446433,28.0,1.2710080607980878e-06,0.1419143878088063,0.0502618855761482,0.0976580579468666,2.113105443546126,321.5,2.753312532423746,-0.0017308266189197,-0.0021680515213901,0.0005760717967376,1.0,0.6609161213563355,0.0598115526423596,9.405259962857807e-08,-0.2947598253275109,7.440880550154021e-06,0.5150372439478584,2.118280205647465e-06,4.0,1.7926759674979105,0.1870373713666726,-0.2105408002533809,0.0156542304439312,-0.0033473922392291,-0.0122546176804851,0.0202035018792772,0.0177728558968176,-0.0523954869696194,-0.0536360503867245,0.167728237791932,5.0,0.5169541939321832,0.0088081069934602,0.0234878240377062,0.0437206944620453,0.3002913016217106,0.026365120638568,0.149124390684239,-0.0066248880931065,0.0227368930277559,-0.0354609929078014,-0.0113144058885383,-0.0984251968503937,0.036734693877551,0.0495867768595041,0.1339285714285714,0.0762711864406779,-0.0116731517509727,-0.1211072664359862,-0.0830324909747292,-0.0193050193050192,0.036734693877551,-0.0193050193050192,0.0039525691699606,-0.048689138576779,-0.0078125,0.0672268907563025,-0.0342205323193915,-0.0415094339622641,0.0241935483870967,-0.0661764705882353,-0.0155038759689922,-0.0661764705882353,-0.048689138576779,0.0283400809716598,0.0948275862068965,0.036734693877551,0.0854700854700856,-0.1241379310344826,-0.1832797427652732,-0.1910828025477707,-0.2507374631268436,-0.2184615384615384,-0.1806451612903226,-0.2462908011869437,-0.2658959537572254,-0.3041095890410958,-0.3602015113350126,-0.3553299492385786,-0.3487179487179487,-0.3436692506459948,-0.3569620253164557,-0.2924791086350974,-0.3172043010752688,-0.3350785340314135,-0.328042328042328,-0.2594752186588921,-0.2372372372372372,-0.263768115942029,-0.2462908011869437,-0.2824858757062146
BCZN-L,0.0807704491612655,-0.0807704491612655,27.0,2.316807294847712e-07,0.0258683087118139,0.0777896590297805,0.1124596081274374,1.2515897821792406,45.554400000000015,-0.9179586984649678,-0.0281432405481676,0.0021453762315278,0.0007501563193406,1.0,1.7863054285267377,0.1619763813150013,2.383694899172327e-08,-0.3322074464570523,6.428314129553668e-07,-0.1717142215232531,4.580704128142912e-07,3.0,4.2254453424454885,0.3754628521740429,-0.2076420775696087,-0.1554232144250091,0.0788917852019977,0.0360761519876398,-0.1232817844498008,0.0706213817432461,0.1509720450083471,-0.1065209316231302,-2.4187646761743338,6.0,0.9982424238508784,0.0163139477440543,0.0464516472359705,0.1053753209293122,0.9798970007621124,-0.0638007352422282,-0.0890501600512504,-0.1159866208279431,-0.0696803544534953,-0.0516492747244929,-0.0497939032982954,0.0129171151776104,0.0814901047729916,0.1356968215158924,0.1612499999999999,0.2143790849673201,0.3681885125184092,0.3196022727272727,0.2884882108183078,0.4314329738058549,0.6212914485165792,0.5613445378151258,0.3641703377386196,0.5204582651391161,0.5826235093696761,0.5032362459546924,0.4336419753086418,0.299300699300699,0.1759493670886074,0.1233373639661425,0.2708618331053352,0.286703601108033,0.325249643366619,0.4816586921850079,0.3969924812030072,0.3783382789317506,0.3522561863173215,0.237017310252996,0.2337317397078351,0.1715006305170239,0.0994082840236685,0.1099163679808841,0.0814901047729916,0.1454993834771887,0.1384803921568627,0.0890973036342321,0.0994082840236685,0.1192771084337347,0.0878220140515222,0.0802325581395348,0.1440886699507388,0.1656210790464241,-0.0053533190578158,0.0164113785557984,-0.0892156862745098,-0.1350093109869646,-0.1041465766634522,-0.0510725229826353,-0.0064171122994652,0.065366972477064
BDAJ-L,0.0099640188209244,-0.0099640188209244,28.0,4.700629114411339e-07,0.0524848680085523,0.1016057979252522,0.292909045352042,1.5168561125271438,-0.0999999999999996,-0.1457959451976586,0.0001383891502906,-0.0012959851010088,-0.0004974417282546,1.0,0.5779183438757907,0.2267326732673267,9.478579978293993e-08,0.2402597402597403,6.7599981691234505e-09,-0.0272727272727273,4.825943673899333e-07,5.0,0.268520851128916,1.2170516304347827,0.5153620740751061,0.4419994806062066,0.0902464714556561,-0.0215029044567409,0.4327417790657727,-0.0245825602968461,-0.5930349412492271,1.0111317254174397,-0.1012658227848101,6.0,0.5612420931569867,0.0196613490064371,0.0398468519568916,0.1147490820073439,0.372019603653002,-0.0218998083766767,0.1976902173913045,-0.0452532521450294,0.0344921981932658,-0.1701054562127464,0.0111317254174396,-0.0103092783505154,-0.0976744186046512,-0.1100917431192661,-0.1565217391304347,-0.1181818181818182,-0.2239999999999999,-0.1950207468879669,-0.2270916334661353,-0.2239999999999999,-0.3071428571428571,-0.3192982456140351,-0.3120567375886525,-0.3046594982078853,-0.2788104089219331,-0.2538461538461539,-0.1950207468879669,-0.1181818181818182,-0.0582524271844661,-0.010204081632653,0.043010752688172,0.0543478260869565,0.0960451977401128,0.1975308641975308,0.2049689440993787,0.2049689440993787,0.2049689440993787,0.2049689440993787,0.1975308641975308,0.1213872832369942,0.1901840490797546,0.2201257861635219,0.2356687898089171,0.4809160305343509,0.3857142857142857,0.4370370370370369,0.39568345323741,0.3472222222222223,0.2679738562091502,0.2356687898089171,0.2124999999999999,0.276315789473684,0.2933333333333332,0.1411764705882352,0.1757575757575757,0.1901840490797546,0.276315789473684,0.3379310344827586,0.39568345323741,0.3020134228187918
