firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.021728921400754,0.021728921400754,15.0,7.047798989720383e-07,0.1150314404178385,0.1033712789163825,0.0840825791760406,0.9662771779110034,596.4921000000002,0.0474650337493736,0.0004556365605473,-0.0013841569782082,0.0031991255931326,1.0,1.1917337769092526,0.0647590070450642,1.1298275738274453e-07,0.1918094808708715,0.0001052807496744,0.0240382719369006,2.0666993483588127e-06,4.0,20.615495245622828,0.6210079706466441,0.0126920555275533,0.0373302495043534,-0.0205961187683586,-0.0018761640449469,0.0603903318940639,0.0545490566338407,-0.0107847688969919,0.02094836165879,0.5198772309136965,5.0,0.8982202089810809,0.0151207157417366,0.0633050944193286,0.0308346339481256,0.2875839170828695,0.0606637795711725,-0.0022353437874177,-0.0268183598088728,0.0387093126047726,0.0929217175180102,0.058866841221563,-0.0334496203570694,0.0043281121187137,-0.1146438953488372,-0.1344582593250444,-0.1084888401024515,-0.1567745284651324,-0.0985941546429893,-0.0298626318932908,-0.0712788259958071,-0.0384767166535122,-0.0474980453479281,0.0057791537667697,0.081207011315731,0.0513484358144551,0.2164253619570642,0.1632847935068033,0.3672839506172838,0.3615535065660797,0.2402646983965384,0.2977363515312916,0.4541927782751418,0.5749838396897218,0.6603066439522995,0.6157161803713527,0.5945680628272252,0.5401390644753474,0.676298589611283,0.7020607754104087,0.4345010303208714,0.2713279415601357,0.2840579710144926,0.3350684931506849,0.655793408086986,0.686742817583939,0.631949095780308,0.7440944881889762,0.5100712736287571,0.1385514018691589,0.0466065292096218,0.1382854473253911,0.0497630331753553,0.0894254415381177,0.1115419708029195,0.0656024491581019,0.0945642407906557,0.130364184643934,0.1756332931242459,0.2314885013899417,0.4816053511705684
BAOH-L,0.1141725413716321,-0.1141725413716321,12.0,1.2327031364668448e-06,0.2011970227899396,0.0636265108381358,-0.0035923745292832,0.3557074848683542,5.9771,0.0901801440035066,-0.0044371129335157,0.0897180131946066,-8.182769176629121e-05,1.0,1.702484919032211,0.1052461599810704,-1.8632762724694186e-07,-0.4006960553706896,2.8210736514132226e-08,0.0456709845886027,1.0404756544008836e-06,2.0,0.7612738774921506,0.1307495377812036,-0.0749544160645631,-0.033328294013319,0.3828464359734285,-0.1481432769183445,-0.3275338807600017,-0.1398064844018653,0.1825171939885649,-0.5432787928440275,-1.850236827941948,3.0,1.053595542960626,0.0027730697996362,0.0052128086053174,-0.0801472566496662,1.386644947125666,-0.3695290844819091,-0.3840284930013006,-0.1954697892808467,-0.026676612874546,-0.362599516076749,-0.2335790408911193,0.1009174311926603,-0.004566210045662,-0.0643776824034334,-0.0723404255319148,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478,-0.052173913043478
BBIO-L^E18,0.0502038532256775,-0.0502038532256775,25.0,3.4658203442142853e-07,0.0565677748479934,0.0482035928143712,0.1618299761010583,1.5302695959947106,-132.0,0.0699323679770468,0.0073547046126788,0.0054523573840105,-0.0035087719298245,1.0,1.3485113835376532,0.1624678663239074,7.712670625152918e-08,0.1610169491525423,5.562775626866477e-07,0.0354166666666667,8.677242597007483e-07,4.0,2.0953056335865385,1.241423125794155,-0.0031900618194507,0.0464788654582419,0.2367708893804427,0.085466751799826,0.0391643057630554,0.0441823530943268,0.0476522915377031,-0.0539009991171634,-0.7949367088607595,7.0,0.8050204319906596,-0.0011176752355101,-0.0041543026706231,0.0901408450704225,0.2703080023510792,-0.0049441786283891,0.127700127064803,-0.1048844831721007,0.0177033492822966,0.0232558139534883,0.0961597542242703,-0.1186440677966101,0.0290697674418605,-0.040650406504065,-0.096938775510204,-0.0852713178294574,-0.1149999999999999,-0.0992366412213741,-0.0992366412213741,-0.0509383378016086,-0.0585106382978722,-0.0432432432432432,0.0114285714285713,0.0535714285714286,0.0028328611898018,0.160655737704918,0.1879194630872482,0.2779783393501804,0.3409090909090908,0.3159851301115242,0.4216867469879517,0.5458515283842795,0.6018099547511313,0.6698113207547169,0.631336405529954,0.6465116279069769,0.6698113207547169,0.945054945054945,1.0113636363636362,0.7184466019417475,0.6777251184834125,0.5945945945945945,0.6465116279069769,0.9344262295081966,0.8534031413612566,0.9239130434782608,1.1071428571428572,0.7611940298507465,0.5526315789473686,0.512820512820513,0.6164383561643836,0.5874439461883407,0.7268292682926831,0.7524752475247525,0.7352941176470589,0.5945945945945945,0.8153846153846154,0.9887640449438202,1.0946745562130178,1.3443708609271523
BBOU-L,0.0225224287587685,0.0225224287587685,26.0,1.5426588168282926e-07,0.0251786786246123,0.0287352203511286,0.1654093494929507,0.501317320036857,-105.0,-0.130527704985113,0.0111155055057138,-0.0029321189601771,-0.00150054019447,1.0,1.5396825396825398,0.1002039032915817,5.2703176051982275e-08,0.3264462809917355,1.1494954322704558e-06,-0.0661046715841235,3.476012992806415e-07,4.0,18.095082003305027,0.6212336554860717,-0.0003448045045907,-0.0067488945776121,0.0530519291369858,0.0038655717630729,-0.1512220624754934,-0.1702821572569832,-0.1036219324884218,-0.0229735684453524,0.2320892320892321,4.0,0.6693465264893836,0.0285446786274168,0.0960721090429429,0.1354808806488991,0.26590746090312,-0.0842604777285959,-0.0302728823194997,-0.0645282154826086,0.0016748414882162,-0.0940483205657041,-0.1027726755882095,-0.0084507042253519,-0.0016872890888639,-0.0667718191377497,-0.0692186680650236,-0.0273972602739726,-0.0415766738660906,-0.0363735070575462,-0.0094866071428572,-0.1125,-0.0784008307372794,-0.1035353535353535,-0.0929994890137966,-0.1098294884653962,-0.1454020221473279,-0.0822130299896587,-0.0850515463917525,-0.0994419076610857,-0.144578313253012,-0.0998985801217038,-0.0687303252885623,-0.0067151650811416,-0.0456989247311828,-0.0166204986149585,0.0016930022573364,0.0137064534551683,0.0212888377445339,0.0705669481302775,0.170844327176781,0.1305732484076434,0.1473820297349708,0.1685319289005924,0.2395251396648043,0.2624466571834993,0.3128698224852071,0.3685427910562837,0.4384116693679092,0.4143426294820715,0.4349232012934521,0.3845553822152885,0.3695987654320987,0.4573070607553366,0.4804003336113427,0.4645214521452145,0.4791666666666667,0.4978902953586499,0.5488656195462478,0.5328151986183074,0.6077898550724639,0.618049225159526
BBTU-L^C18,0.1067752617918195,-0.1067752617918195,25.0,3.6725218339707273e-07,0.0599414763593272,0.0181209206458261,0.1904624277456647,1.304998533367675,-29.700000000000003,-0.0005460999732213,-0.0141412333303499,0.0342765388783643,-0.0104955264969029,1.0,0.4166666666666666,0.288641425389755,5.762504985387324e-08,0.1844919786096256,1.3646848248355224e-08,-0.0002765677936803,6.394660383038023e-07,4.0,0.4756840161009146,0.4399049881235155,-0.027219755207947,-0.3523988542785536,0.1272759667948978,-0.2843628007334214,-0.3523988542785536,1.0307082257469569,0.2058907074987815,0.2343906193027681,-1.7805970149253734,4.0,0.4166666666666666,0.0073523161920951,0.0213897131552917,0.1696467509812472,0.0124177159444089,0.1025592773805043,0.014251781472684,0.0073391210954974,0.0290741437711705,0.1608118657298985,0.0307082257469567,-0.0597014925373134,0.0229007633587785,-0.0359712230215826,-0.1298701298701298,-0.1298701298701298,-0.0147058823529412,-0.1677018633540372,-0.1066666666666665,-0.2513966480446927,-0.2298850574712643,-0.2984293193717277,-0.2023809523809523,-0.2910052910052909,-0.3824884792626727,-0.3431372549019608,-0.3431372549019608,-0.2947368421052631,-0.4070796460176989,-0.4297872340425531,-0.3824884792626727,-0.3232323232323232,-0.3128205128205128,-0.2717391304347826,-0.2163742690058478,-0.2254335260115606,-0.1354838709677419,-0.1518987341772152,-0.1829268292682926,-0.2596685082872928,-0.1829268292682926,-0.1298701298701298,-0.0694444444444443,0.0307692307692308,0.0229007633587785,-0.0147058823529412,0.1166666666666667,0.0551181102362206,-0.0945945945945945,-0.1241830065359477,-0.1006711409395972,-0.1184210526315788,0.0229007633587785,0.0,0.0,0.0894308943089432,0.0634920634920634,0.0,0.0,0.0
BBXK-L,0.0781865073978552,-0.0781865073978552,26.0,4.149674019599933e-07,0.0677293691882095,0.0256982822070582,0.1934887522378765,1.7714169463045333,4.150000000000006,0.0963200477158749,0.0101094326694978,-0.0012928906778766,-0.0008803395219887,1.0,0.5825139403226492,0.0913441895756726,8.043988200369537e-08,-0.2200956937799042,1.1611114731720612e-06,0.048780487804878,7.964743880636476e-07,3.0,2.6691775994426754,0.4032489821984515,-0.0698663749322984,0.0283468354161887,0.0204155505261063,-0.0070838920005872,-0.0046159906286382,-0.0737014232327841,-0.2579066109942789,-0.0170031228798825,-1.1524390243902438,6.0,0.2226195036819478,0.0144438820700999,0.0421637794112215,0.1055932071356235,0.196582286711413,0.0443067246323189,0.0805859343817354,-0.0364301550672999,0.0746990499094837,0.0226320036211205,0.0282143854470021,-0.0952380952380952,0.0303738317757009,0.0327868852459016,-0.02,-0.0067567567567567,-0.0413043478260868,-0.118,-0.0576923076923076,0.0184757505773671,-0.0812499999999999,-0.1090909090909091,-0.1197604790419161,-0.0850622406639004,-0.0907216494845359,-0.002262443438914,-0.0556745182012847,0.0677966101694915,0.1307692307692307,0.1918918918918919,0.1544502617801049,0.1544502617801049,0.1307692307692307,0.1136363636363637,0.2318435754189944,0.2318435754189944,0.3125,0.3445121951219514,0.3404255319148936,0.2318435754189944,0.1484375,0.2216066481994461,0.3243243243243243,0.4180064308681672,0.3569230769230769,0.4134615384615385,0.3867924528301887,0.3695652173913042,0.3008849557522124,0.1983695652173913,0.1424870466321244,0.1365979381443298,0.3008849557522124,0.2970588235294118,0.2318435754189944,0.1951219512195121,0.1454545454545455,0.05,0.125,0.2457627118644068
BCIP-L,0.1081160401180861,-0.1081160401180861,15.0,1.916069219054022e-06,0.3127333831874959,0.0767472474901685,0.0685622619177649,0.3801639528464773,-104.8423,-0.3759409418626148,-0.0008234045130135,-0.0035158202498276,-0.0012456734789902,1.0,1.0263624669677744,0.3444284714575863,-1.1399157692496584e-07,-0.2102153009657061,4.143897180711207e-06,-0.1903921661664748,5.619166948603076e-06,4.0,3.031210937700148,0.4535030821781246,-0.0336065910707304,0.0646666645532525,-0.0016089449912045,0.0144865174438401,0.0702938411270629,-0.0449081625022394,0.0383306492347281,-0.0882264719507475,-7.766502341733895,5.0,1.0040369424308468,0.0043819077964707,0.0175968390088559,0.1222272364353793,1.386644947125666,-0.0712230071918743,-0.0968581718633383,-0.1229257075764452,1.4212448971671576e-05,-0.0590064871955355,-0.1861581819414569,0.0,0.0,-0.0517241379310343,-0.0517241379310343,-0.0677966101694914,-0.0350877192982455,0.0784313725490197,0.1,0.1458333333333334,0.1956521739130434,0.1458333333333334,0.3414634146341464,0.5277777777777779,0.5714285714285716,0.4864864864864866,0.375,0.2222222222222223,0.3414634146341464,0.3095238095238097,0.0185185185185186,0.1458333333333334,0.1,0.1224489795918368,0.0185185185185186,0.1,0.2222222222222223,0.1,0.2222222222222223,-0.0517241379310343,-0.1129032258064515,-0.0677966101694914,0.0185185185185186,-0.0178571428571429,-0.1129032258064515,-0.1129032258064515,-0.1269841269841268,-0.1791044776119402,-0.140625,-0.2465753424657533,-0.2666666666666666,-0.2857142857142857,-0.3373493975903613,-0.3292682926829268,-0.2666666666666666,-0.2253521126760562,-0.1911764705882352,-0.2763157894736842,-0.236111111111111,-0.2465753424657533
BCYN-L,0.0988820627911034,-0.0988820627911034,25.0,6.488385989889185e-07,0.1059009184984555,0.1166683676938468,0.1418819732279398,0.6287053502907717,54.85110000000009,-0.1789472217811252,-0.0044709768436683,-0.0386095846828056,0.0015519770818724,1.0,1.4496129032536125,0.0666553704505882,5.182394355003603e-08,-0.010982932403882,1.0428074062648456e-05,-0.0906263335288225,8.133884563529937e-07,5.0,17.469714693919553,0.3632619054378844,-0.0596924370476831,0.0218288596206326,0.1449210252034588,0.1822898016312378,0.0899309053093852,0.0677366214488397,0.1338219687944464,0.9852101251398262,-3.1140518514869875,7.0,1.0763775950652976,0.00995257353454,0.0228776506205347,0.2265349182122449,0.9178719087423562,-0.0733681669069467,-0.0392163308834929,-0.0918173652945401,-0.0095193567722883,-0.0521508837842353,-0.0147898748601738,-0.0653048591767255,-0.0366726296958854,0.0090568394753278,0.0355769230769231,0.0096875,-0.0426666666666666,-0.0358102059086838,0.0037278657968313,-0.0524926686217008,0.0,0.0147613065326634,0.0784379172229639,0.0645799011532124,0.0635286372613561,0.1817849305047549,0.1218749999999999,0.1114551083591333,0.0473257698541329,-0.0613015688553166,-0.1217722207121499,-0.08001138952164,0.0355769230769231,0.0205306380290588,0.0997277059223962,0.155579399141631,0.0755659121171772,0.0558823529411764,0.1655844155844157,-0.0784369652025099,-0.0913948256467941,-0.1010016694490817,-0.1740797546012269,0.0339200000000001,-0.022094430992736,-0.0064575645756458,0.1457446808510638,-0.1425159235668789,-0.2454460532461466,-0.2870697263901147,-0.2406580493537014,-0.2589449541284403,-0.2688391038696537,-0.2475547275267814,-0.2562154696132596,-0.2797592510031207,-0.2319942952222485,-0.2080882352941175,-0.1390887290167864,-0.0771208226221078
BCZB-L,0.0152556866769283,-0.0152556866769283,26.0,1.3278472684663145e-06,0.2167260788359012,0.0859256564186526,0.1448331047096479,1.907195668071462,-327.5,0.0376106852985797,0.001231400718317,-0.0010526213371392,-0.0012622278321236,1.0,0.6458240946045825,0.0557692307692307,1.5837725207760805e-07,-0.2534637326813366,6.265512898503495e-06,0.019047619047619,2.3303133388793306e-06,3.0,1.8495892338460669,0.2192569335426478,-0.031375917304804,0.051066904228461,0.0575658384169023,0.0519883923634886,0.6709617287405589,0.0094846704971782,-4.933518557513472,-0.1086418837995888,-0.3114525139664804,6.0,0.4972653362897265,-0.0103990326481257,-0.0286523404964184,0.0515857085507828,0.3524712016436748,0.3028751476959432,0.0470957613814756,0.0584231229690439,-0.0200078771169751,0.5134319781640568,0.0277217525640475,-0.1931034482758621,-0.067524115755627,-0.0764331210191083,-0.1445427728613569,-0.1076923076923077,-0.0645161290322581,-0.1394658753709199,-0.161849710982659,-0.2054794520547945,-0.2695214105793452,-0.2639593908629442,-0.2564102564102564,-0.2506459948320414,-0.2658227848101266,-0.192200557103064,-0.2204301075268817,-0.2408376963350785,-0.2328042328042328,-0.1545189504373179,-0.1291291291291292,-0.1594202898550725,-0.1394658753709199,-0.1807909604519774,-0.161849710982659,-0.1185410334346505,-0.1021671826625387,-0.0460526315789474,0.0104529616724737,-0.0614886731391585,-0.0764331210191083,-0.0235690235690236,-0.0136054421768707,-0.0429042904290428,-0.0429042904290428,0.0,0.0320284697508896,-0.0397350993377483,-0.0397350993377483,-0.1185410334346505,-0.1520467836257309,-0.1666666666666667,-0.1317365269461078,-0.2183288409703504,-0.2506459948320414,-0.2287234042553191,-0.1853932584269663,-0.2544987146529563,-0.2544987146529563,-0.2162162162162162
BCZN-L,0.0012088020622753,-0.0012088020622753,25.0,3.6562231471738e-07,0.0596754555176567,0.0476631846142075,0.134469948563323,1.0567357044024994,-28.62469999999999,-0.0680617235584453,-0.0235672852229376,0.0073735391256052,-0.0003164017362949,1.0,1.6949567245968853,0.1435755444836405,5.469605093127127e-08,-0.1606075324864261,7.365143823101608e-07,-0.0344692943447797,6.576182605900056e-07,4.0,3.5256807029820094,0.3511863837672656,-0.0303307698711005,-0.2534981326079992,-0.0248938453017175,-0.0566517224842868,-0.3322595691201155,-0.027664622170644,-0.0537084217023602,-0.0639900128398083,-0.0239378178102745,4.0,0.8805532607073783,0.0143692740404903,0.0446576946381367,0.0904561115003699,0.482684121422533,-0.1029993979425667,-0.0777951401053786,-0.0126869738970795,-0.0090286869067222,-0.1164753871763334,-0.1188491306555199,-0.0852197070572569,-0.00265604249668,-0.0529634300126102,-0.1112426035502958,-0.102747909199522,-0.1257275902211874,-0.0739827373612823,-0.079656862745098,-0.1195779601406799,-0.1112426035502958,-0.0951807228915663,-0.1206088992974238,-0.1267441860465116,-0.0751231527093595,-0.0577164366373902,-0.19593147751606,-0.1783369803063458,-0.2637254901960784,-0.3007448789571695,-0.2757955641272902,-0.232890704800817,-0.1967914438502673,-0.1387614678899084,-0.1267441860465116,-0.1005988023952095,-0.1523702031602708,-0.0739827373612823,-0.0359435173299101,-0.2297435897435897,-0.1710816777041943,-0.2111344537815126,-0.2027600849256901,-0.0334620334620334,-0.0762607626076261,-0.0588972431077694,0.0488826815642458,-0.0785276073619632,-0.2281603288797533,-0.3300624442462088,-0.3537005163511187,-0.4020700636942675,-0.363019508057676,-0.3673125526537489,-0.383921246923708,-0.4109803921568628,-0.3359858532272326,-0.228952772073922,-0.2241735537190082,-0.0807833537331701
