firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,secured,securedind,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0094574978732361,-0.0094574978732361,24.0,1.0851536862880974e-06,0.1126079665543933,0.0798915447920665,0.1083286846607194,0.9680918225642972,1532.9814,0.1560281582392175,0.0209245394385488,0.0145024398040925,-0.000388405922893,1.0,1.1636935408408406,0.0649545065293169,1.8422775363640545e-07,0.2502981992923616,-0.3997370195440756,9.867934285961474e-05,0.0338381142631051,2.203910738716576e-06,4.0,11.270167643895665,0.7414761100205013,-0.0883806621425642,-0.0087649629215316,-0.0445069246367851,-0.0773237899986623,-0.0594893331152146,-0.0772373422413219,0.0256435941495518,0.0837940833836812,-0.1650231072684987,6.0,0.8738730600626325,0.0153080673061365,0.0491804471444653,0.0604949432229295,6.158838987021242,3.082203324575021,1.0,1.0,0.5144679915751905,0.0568060374693617,0.2536755578181329,0.0280869101851921,0.0446836041477397,-0.0185590470860709,0.1832334858705644,0.0611382113821139,0.0952804986642921,0.1189956331877728,0.2032870279788692,0.3486842105263157,0.2882279011311268,0.2759336099585061,0.2847294756632548,0.0690074743612028,0.1743364521672714,0.1426978818283166,0.088688263409453,0.0450297366185217,0.0703097807170205,-0.1647426320793155,-0.1647426320793155,-0.0712775596496526,0.0053948013732221,-0.0624999999999998,-0.0587695133149679,-0.0894284868226237,-0.0473977695167286,-0.0402621722846441,0.0721757322175733,0.1918604651162789,0.1890951276102088,0.1907066795740561,0.4876632801161102,0.4446793516560958,0.6192733017377567,0.748649417116861,0.9117189928504816,1.063758389261745,1.140619561434041,1.732119058196357,0.8969771745835904,0.7377790336253178,0.4790764790764792,0.4389330837622835,0.3510544815465728,0.5260545905707197,0.5879163439194424,0.4416315049226442,0.4005921202459577,0.4883833494675702,0.2265656162744316,0.3234344738540995,0.3416230366492145,0.3225806451612902
BAOH-L,0.1401725612790295,-0.1401725612790295,9.0,8.723633761807872e-07,0.0905264084981998,0.1048500258201065,0.5305791005954056,0.9077447052746378,-64.86729999999999,1.092739699376722,0.0289037654809769,-0.0189562794150827,-0.0013146864996277,1.0,2.294881721433061,0.1753223958827483,1.474119222078939e-07,0.3566097587073313,1.0758067771927309,7.054163508323889e-08,0.2369844727042787,6.217009426123928e-07,4.0,0.6461770438164749,0.6211028136637807,0.0465276409320769,0.3280632960612283,0.248569810161828,-0.0480562060001503,0.3768801564165819,-0.2107832794296693,-0.3537138493223105,0.1690811445695443,-1.367932376474456,6.0,1.3284951191115957,0.0126847310893467,0.0221223082217442,0.239653238587102,5.571484366680489,20.638896156445515,1.0,1.0,0.8441885956753473,0.1221914028690196,0.188751935297862,-0.0705576329108643,0.3311136777902004,0.0469785232093923,0.1483390842989214,-0.0022271714922048,-0.0088300220750552,0.0227790432801824,0.018140589569161,-0.0022222222222221,0.0089887640449437,0.0369515011547343,0.0298165137614678,0.0715990453460619,0.0871670702179177,0.0793269230769231,0.0898058252427185,0.108641975308642,0.097799511002445,0.0898058252427185,0.108641975308642,0.1197007481296759,0.1225,0.1169154228855722,0.1338383838383838,0.1281407035175881,0.1281407035175881,0.1572164948453609,0.1338383838383838,0.0898058252427185,0.0767386091127098,0.0767386091127098,0.0539906103286385,0.0539906103286385,0.0845410628019325,0.069047619047619,0.0466200466200465,0.0665083135391924,0.069047619047619,0.0665083135391924,0.0871670702179177,0.1169154228855722,0.1424936386768447,0.6093189964157706,0.5978647686832741,0.5272108843537415,0.5016722408026755,0.5117845117845117,0.5644599303135889,0.580985915492958,0.662962962962963,0.6446886446886448,0.6568265682656829,0.6327272727272728
BBOU-L,0.0200382654924126,-0.0200382654924126,34.0,9.803853674047905e-08,0.0101736006667193,0.0714377953976084,0.1480880373683794,0.6973014097180675,357.5,0.1286232245676339,0.0306416042296513,0.0011553679404299,0.001722350932813,1.0,1.5321013977730396,0.0841313269493844,4.084729493072793e-08,0.3120520764873408,0.5671428571428572,1.33067119465647e-06,0.0278947557859121,3.394763489441414e-07,4.0,12.83961264396094,0.9243149195302304,0.3372511085899143,-0.0439258905290478,-0.0873539051956039,0.0110980597033612,-0.0850579553730465,0.0400077769564726,0.04043037775858,-0.0649589883678519,-0.2111418898122499,7.0,0.6917791992418858,0.0314245810055865,0.1471531161836368,0.1355817041909879,6.382486575795126,5.534383954154728,1.0,1.0,0.438343316912851,0.1428034926298,0.1306365086269392,0.0668039550745592,0.0725127531061246,0.1479466031800017,0.213539621456059,-0.0073322053017483,-0.0284931506849315,-0.078003120124805,-0.0180005538631957,-0.0436893203883494,-0.0503481521156936,-0.0921658986175115,0.0108323831242873,-0.0209828823854223,-0.1174713787954205,-0.0837209302325582,-0.0306178239475122,-0.0528846153846153,-0.1214073339940534,-0.078003120124805,-0.0300875273522975,0.0042480883602378,-0.0019701660568534,-0.0152735351291307,0.0145922746781115,0.0407983563252127,0.0907413103660412,0.1792484203525108,0.233820459290188,0.205302515295717,0.2321056289089644,0.2118933697881067,0.4144395692062226,0.3280898876404494,0.4532786885245903,0.230822631030892,0.3147942157953283,0.2437741143458436,0.2819956616052061,0.4397076735688185,0.2610241820768135,0.144609425435765,0.1077788191190254,0.1350832266325226,0.12428662016487,0.0687160940325497,-0.0125313283208018,0.0056721497447533,0.0516014234875445,0.0547293277810827,0.097493036211699,0.142396907216495,0.2069434989788972,0.2219159200551343
BBXK-L,0.1185124552010973,-0.1185124552010973,34.0,9.385411644477516e-07,0.0973937732429126,0.1188089428213414,0.12158016944809,1.9527166921723729,163.95,-0.3033276796316196,0.0090150878279722,0.0423614544908614,0.0035658878829277,1.0,0.9204909735110512,0.0971380780449992,9.875990013374085e-08,0.4058397202861973,-0.2318725099601593,6.603378679335534e-07,-0.0657832329649165,2.1019495379084337e-06,5.0,0.5011376360018366,0.4070083223828298,0.0956274583599562,0.3247637769475121,0.2031897198786324,0.3051877297099766,0.4728009207150492,0.0584042872270652,0.4547172053596621,-0.1465484676202483,-3.4944553163731245,8.0,0.622659018052978,0.010272403523752,0.032790427123151,0.0985809307246129,8.955244755244756,77.58446186742694,1.0,1.0,0.3662030623733933,0.0933151179753166,0.2762593079281646,-0.0320892880845845,-0.016741148956862,0.0273789281440896,0.1888877966731106,0.0533333333333334,0.2195121951219512,0.2195121951219512,0.3513513513513513,0.5151515151515151,0.2295081967213115,0.0638297872340425,0.0869565217391306,0.0,0.0869565217391306,-0.0506329113924051,-0.1176470588235294,-0.3055555555555556,-0.3506493506493506,-0.3775933609958506,-0.2063492063492062,-0.1758241758241758,-0.1847826086956522,0.0948905109489051,-0.0131578947368421,-0.0625,-0.0506329113924051,-0.0131578947368421,0.0344827586206897,0.0714285714285714,0.102941176470588,0.1278195488721805,0.6483516483516483,0.5,0.4150943396226414,0.5463917525773196,0.5,0.5,0.6129032258064515,0.5,-0.0445859872611464,-0.1573033707865169,-0.2957746478873239,-0.2146596858638743,-0.1666666666666667,-0.202127659574468,-0.2105263157894736,-0.2788461538461538,-0.2890995260663507,-0.3392070484581497,-0.4827586206896551,-0.4680851063829787,-0.4623655913978495,-0.4845360824742268
BCIP-L,0.1226268650776284,-0.1226268650776284,24.0,8.208310505177915e-06,0.8517882457708871,0.082738162423135,0.0421161476877898,0.3907708154414482,7083.7868,0.1144019459805485,0.0008619822745647,0.3229737089289362,-0.0574300167576601,1.0,0.723518598030344,0.2438738000367204,-1.5941377008090936e-06,0.116172964837755,0.795169582040606,1.0929480817213254e-06,0.0248105608865565,2.359977836854381e-05,3.0,0.2627165980861584,0.3188065935392317,0.2954858398823065,-0.1585175323611293,-0.0137504544136101,-0.0227420601037092,-0.1683300314407242,-0.1172502378560049,-0.0227558681390492,-0.2499343389231815,-2.673504299595319,4.0,0.7007495424292192,-0.0031466018665181,-0.0128434515613192,0.0281227093499108,3.0763834809362525,4.463669750404734,1.0,1.0,1.3576524658244546,-0.0532307937752926,-0.0866376317701196,-0.021088489382795,0.1515600861808753,-0.030087563998664,0.0886032069039626,0.1739130434782609,0.2105263157894736,0.2777777777777779,0.3529411764705881,0.4375,0.3529411764705881,0.3529411764705881,0.0952380952380953,-0.0416666666666666,0.0454545454545454,-0.0799999999999999,-0.2333333333333332,-0.303030303030303,-0.361111111111111,-0.3783783783783784,-0.1785714285714286,-0.2333333333333332,-0.3428571428571427,-0.3235294117647059,-0.3947368421052631,-0.4390243902439024,-0.4651162790697674,-0.4390243902439024,-0.3947368421052631,-0.3428571428571427,-0.3947368421052631,-0.3947368421052631,-0.1785714285714286,-0.2580645161290322,-0.3428571428571427,-0.2580645161290322,-0.2580645161290322,-0.28125,-0.28125,-0.28125,-0.4651162790697674,-0.425,-0.5,-0.5106382978723404,-0.4888888888888889,-0.4888888888888889,-0.4523809523809523,-0.4772727272727273,-0.4390243902439024,-0.3783783783783784,-0.425,-0.4523809523809523,-0.4390243902439024,-0.3783783783783784
BCQF-L,0.0451659806914869,-0.0451659806914869,34.0,4.133003842311535e-07,0.042888778273996,0.0704166634515347,0.0768960558567779,0.7355989238005319,-75.38519999999994,0.240435475897755,0.0139465923583491,-0.02541653899958,-0.0001699500311505,1.0,1.378180198867604,0.2897276784460409,3.1647339199262275e-08,0.2144686427528131,0.2996340976926773,2.2357662160509664e-05,0.0521436848203939,8.173618410435719e-07,5.0,16.804783755770565,0.3332841484916641,0.1052616505295594,0.0519880624805439,0.1043404394401396,-0.0156065436360895,0.0370458093924771,-0.047770621584461,0.0319227979431959,0.0070766222005552,-1.7353097992098987,6.0,1.1292461216216887,0.0098800987211477,0.0306136560924083,0.0418035970680829,6.149777869918785,2.199987775632965,1.0,1.0,0.9939437374542957,0.1124115274625004,0.1295438079857734,0.0243716934592608,0.0358735747834455,0.0972843357399023,0.1849694916497259,0.025533927023406,0.1062772449869224,0.1109262826125021,0.3073356686585617,0.4445582877959926,0.4778709527137199,0.4072307862925584,0.5260372820204449,0.2093976362943195,0.3081443298969073,0.1903377110694184,0.263844621513944,0.0788131270192142,-0.0162040626453713,0.0081035989512989,0.062908359859273,0.064513422818792,0.0518942220011606,0.0989001472243873,0.1035832318664116,0.0865730433293372,0.0391450331668168,0.0563603063603064,0.1214317277949623,0.1002341108124511,0.2087064202705277,0.2516275399487078,0.360021436227224,0.3063934932564605,0.2199788481876741,0.2580805076343446,0.3503245716718102,0.4425875397908141,0.628256127293725,0.943482922346454,0.5859267591551056,0.3417574283599451,0.2928171166581761,0.2637187531122398,0.4011704946996466,0.4689742996063903,0.542173067574137,0.465242494226328,0.3409066892106098,0.396236795774648,0.3832988117300773,0.5151044776119402,0.5214628297362109,0.5136585947751402
BCYN-L,0.0394471611892084,-0.0394471611892084,34.0,5.482839994610423e-07,0.0568962231375827,0.0920677249749839,0.4011493605566714,0.7395085747342646,-1784.9926,1.0997461213042423,0.01461435079361,-0.0924335010584906,-0.0012665525190125,1.0,1.635180558673178,0.0735934749671127,1.357187301594112e-07,0.274873384293567,0.2358346707089018,1.1847589987700932e-05,0.2385039683416974,4.859429882824683e-07,3.0,12.260165047178155,0.5220143823470265,0.0122522515317343,-0.1549023888294491,0.0627677041871492,-0.1777804936658868,-0.2689982735265744,-0.3011868741635888,-0.2317701035552355,-0.0925068024832864,-0.2990338079610982,4.0,1.099715594585699,0.0167861697669129,0.0323659433418725,0.1920501980300184,6.237116880318961,16.484866491716616,1.0,1.0,0.6106156746627304,0.0566357036485192,0.09636131225517,0.0153175435512318,0.1714121693557668,0.0792687351173389,-0.0167237715697899,-0.0352716873212582,0.0735118539996588,0.1145741101469806,0.3101582014987509,0.2522881018702745,0.3440102498398463,0.2900184464029514,0.2384887839433294,0.0733287858117326,0.1247319513938527,0.0033476805356289,0.0516290726817041,0.1510607168983173,0.2666532501509357,0.3348886532343584,0.3582218385843763,0.2764145203812613,0.1552863436123348,-0.0001588562351073,0.0455149501661129,-0.0171767645221737,0.0091390091390091,0.11972958548301,-0.0140977443609023,0.1024697845507092,0.1416651550879737,0.2816127061698228,0.4333864723297655,0.35180412371134,0.5122537241710716,0.4688448074679112,0.4036574487065119,0.4036574487065119,0.4118438761776581,0.3961845607808341,0.4379712131596982,0.4644020474639367,0.4939473059577497,0.4562702452568254,0.4569444444444444,0.3793556870479946,0.3585150010792144,0.3667752442996743,0.4246265278406518,0.4220515137821961,0.4736595645047996,0.477118047406712,0.489351632749645,0.4750410124209046
BCZB-L,0.012751084994431,-0.012751084994431,34.0,1.3501074075543755e-06,0.1401025971858133,0.044995794785534,0.10062893081761,1.6357622651036232,11.5,2.12816221230526,0.0066059837922955,0.027466727445468,0.0010333041888562,1.0,0.6840291852452371,0.0850164732846297,1.0851510327844145e-07,0.1561084174548923,-0.1984585741811175,4.980792762532912e-06,0.4615384615384615,2.963568307998676e-06,4.0,1.007080048533057,0.358267716535433,-0.0074176183555987,0.1331500019112743,-0.092386185126299,0.1034826578257139,0.0794897381113516,-0.0766875198610257,-0.0072306466918818,0.1999556868987248,-0.4903988183161004,6.0,0.501925415484394,-0.0014394330848158,-0.0049186530457813,0.0744660306670271,29.28011753183154,8.136908002177464,1.0,1.0,0.3549549282879298,0.0695493204037834,0.2754391278013325,0.0212390060298805,0.0406565455846117,-0.0037180730682185,0.029158633985128,0.0075757575757575,0.2110091743119266,0.189189189189189,0.32,0.4915254237288136,0.32,0.1999999999999999,0.2753623188405798,0.1629955947136565,0.1330472103004292,0.0602409638554215,-0.0075187969924812,-0.0833333333333332,-0.043478260869565,-0.057142857142857,-0.1050847457627118,-0.0704225352112675,-0.1372549019607842,-0.0736842105263158,-0.0294117647058823,-0.0149253731343284,0.1092436974789916,0.104602510460251,0.1785714285714286,0.090909090909091,0.1681415929203542,0.2222222222222221,0.2753623188405798,0.3894736842105264,0.4748603351955307,0.411764705882353,0.3004926108374386,0.3608247422680413,0.3538461538461539,0.2394366197183099,0.2941176470588236,0.3134328358208957,0.1478260869565217,0.2394366197183099,0.2878048780487807,0.1999999999999999,0.3401015228426396,0.3469387755102042,0.3401015228426396,0.32,0.1428571428571428,0.123404255319149,0.1379310344827586,-0.0801393728222996
BCZN-L,0.0141278526909223,0.0141278526909223,34.0,2.961336406750686e-07,0.0307302159372802,0.0593665482399268,0.2161304176399436,0.8740573751243366,-6.401499999999999,-0.6895462223149313,0.0257962785210069,-0.0269798180246822,-7.465024094739075e-05,1.0,1.7349049151426077,0.2305438444290654,4.681147965521463e-08,0.3229795107683641,0.1854590375624609,4.458029034561129e-07,-0.1495431601814579,3.478486594938942e-07,5.0,3.5252949129121105,0.3454060727939117,0.0821777113899029,0.0424517151806862,0.1955192089859715,-0.0090436521750569,-0.0335913419409404,-0.0364076783535851,0.0289847657660646,-0.1351763783794258,0.18496887390147,4.0,0.924767506699543,0.0191793716245817,0.0424078018789344,0.1183809797139915,10.70950473510067,4.19603299674452,1.0,1.0,0.516415463074392,0.107492630985153,0.0256744169818098,0.0625323908140336,-0.0722846659792209,0.1896137377123176,0.1049289060765589,0.0320094842916418,0.1172185430463577,0.1127968337730871,0.2278020378457059,0.3737785016286645,0.3118195956454122,0.1468388851121687,0.2552083333333335,0.0218049666868564,0.1322147651006711,0.0218049666868564,0.0904977375565612,-0.1436548223350252,-0.1889423076923077,-0.1245459263103269,-0.1012253596164091,0.0047647409172126,-0.0920344456404734,-0.1012253596164091,-0.0934981192907038,-0.1195198329853861,-0.0856368563685635,-0.1577633549675486,-0.1388463501786625,-0.0821545157780194,-0.0627777777777777,-0.0058927519151442,0.1998577524893314,0.0940337224383918,0.1499659168370826,0.1468388851121687,0.1120632827949901,0.2598954443614638,0.362681744749596,0.5885122410546142,0.3057275541795665,0.1973030518097942,0.1476190476190477,0.2136690647482015,0.2162941600576786,0.360483870967742,0.42603550295858,0.3200312989045384,0.1507503410641202,0.3782679738562091,0.1990049751243781,0.3179687499999999,0.338888888888889,0.3748981255093726
BDAJ-L,0.1138031450203843,-0.1138031450203843,34.0,1.0026488266894544e-06,0.104046318017734,0.114078595955742,0.2940226171243942,1.5388778058962949,-35.25,-4.183549622683845,0.0003494467093768,0.3262018025659711,-0.0011615044247787,1.0,0.6581986143187067,0.3684210526315789,1.346561596910966e-07,0.3922619741288894,-0.2018348623853211,2.311389262722645e-09,-0.9072941176470588,1.0125017164229493e-06,5.0,0.0688099400465022,0.8953778023802934,1.4087419676979982,0.4416414993782201,0.0919467343056435,1.1860418779886972,0.4476781249403546,0.8038834951456311,-0.1401759107949629,1.953883495145631,-1.702090592334495,8.0,0.6475750577367205,-0.0589125625800442,-0.1183902667290594,0.1616081986598344,6.578140960163432,15.224586288416075,1.0,1.0,0.3997269455127749,0.0009322922736277,0.1829504566841958,-0.1297612114152593,-0.001748048013052,-0.1314147715838196,0.953883495145631,0.0224719101123596,0.0853658536585366,-0.053191489361702,0.56140350877193,0.2898550724637683,0.1866666666666667,-0.021978021978022,0.0348837209302326,-0.1759259259259259,-0.1759259259259259,-0.3407407407407408,-0.4105960264900662,-0.4539877300613496,-0.4294871794871795,-0.3642857142857142,-0.467065868263473,-0.4971751412429378,-0.4943181818181817,-0.4539877300613496,-0.4971751412429378,-0.5594059405940595,-0.5435897435897435,-0.5412371134020618,-0.4764705882352941,-0.288,-0.3597122302158273,-0.4183006535947712,0.0,-0.0430107526881721,-0.3597122302158273,-0.3455882352941176,-0.3986486486486487,-0.4331210191082802,-0.4472049689440994,-0.3206106870229007,-0.65234375,-0.6866197183098591,-0.6787003610108303,-0.6468253968253967,-0.6382113821138211,-0.5291005291005291,-0.4573170731707316,-0.4183006535947712,-0.4573170731707316,-0.4105960264900662,-0.440251572327044,-0.440251572327044,-0.4702380952380952,-0.4573170731707316
