firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,secured,securedind,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0183392278597167,-0.0183392278597167,21.0,1.279215535807514e-06,0.1273722133330246,0.0992553388501562,0.0356092158786368,0.8262205520005855,-629.5419999999999,-0.3708032792801484,-0.0050144193810026,-0.0082107868268176,0.0020275187104597,1.0,1.207916674555898,0.0672270804477387,4.956793345909067e-08,0.2012166306481956,0.0189872527481339,0.0001698484758317,-0.0568584210147727,4.996351798328873e-06,5.0,9.04730948028458,0.6416799232036433,-0.0461129542271544,-0.0270953424783057,0.1341872621647794,-0.0375515414694012,-0.0147119042613266,0.0217656701401432,-0.0402970320573237,0.0308898651725268,-2.31846865548656,3.0,0.9266649028252958,-0.0069227794751451,-0.0334342852822009,0.0018820717407104,6.451727366949729,2.5759767371985234,1.0,1.0,0.7351441682857687,0.0129592921513562,-0.1052391688000174,-0.0193012277113127,0.0149362343794642,0.0483799345538314,-0.0264321678139799,0.0798976400341198,0.0932545850170967,0.1802013422818791,0.2241559345631745,0.56241670368725,0.0848241826033313,-0.0062164453235377,-0.154160654160654,-0.1771174543752924,-0.2273725834797891,-0.1272952853598014,-0.0919184095016781,-0.1755743084857007,-0.1990434980642221,-0.148838334946757,-0.2985640207419225,-0.2431676350333548,-0.2327661431064572,-0.2436559139784946,-0.1582096696984203,-0.2398962610762913,-0.2380849220103985,-0.2769325657894737,-0.2897819063004846,-0.3218279984573852,-0.2839983713355047,-0.3519439837847797,-0.3912065085684612,-0.4013617021276595,-0.4257959183673468,-0.4433364988920544,-0.4402355562629316,-0.4169429708222811,-0.4502110364233234,-0.4116761458681833,-0.3786219081272084,-0.3407685098406747,-0.3721885041056765,-0.375310834813499,-0.3918381462908524,-0.4066138012485237,-0.4098003020641046,-0.4110850636302745,-0.4183892839424508,-0.3288167938931297,-0.3929927511218501,-0.3582116788321167,-0.3328907435508346,-0.3168220668220667
BAOH-L,0.1129674702478487,-0.1129674702478487,6.0,5.668241915285669e-07,0.0564390048625547,0.1389270301075004,0.2148400705516514,0.7927946167630305,35.0544,-0.1851970749031786,0.0054529412158322,0.0526602645906292,0.0034241660762674,1.0,0.8050152715571798,0.1309827923269376,3.2984794433684245e-08,0.2231488478754174,-0.2494235649660583,3.979127987181044e-08,-0.0283978428561677,7.455462654240692e-07,3.0,0.8236733821140886,0.4663697548111621,-0.1289673230674075,-0.4620704492811952,-0.1653472898332078,0.1604235589408139,-0.4438778005501337,0.0156962723163483,0.221252929338215,0.4112051281132552,-4.510520212264634,6.0,0.4995612767842896,0.0115443281975834,0.0275776194781452,0.1498520566065278,5.760241153439121,31.76766563862597,1.0,1.0,1.6938664545117896,0.0343670912042211,0.0333590178351636,-0.0698948792969594,0.0518563013401321,0.0346086361386889,0.1076527302446938,-0.0142857142857144,-0.0209790209790209,-0.0023752969121139,0.0,-0.0023752969121139,0.016949152542373,0.0447761194029852,0.0687022900763358,0.5053763440860215,0.4946619217081851,0.4285714285714286,0.4046822742474916,0.4141414141414141,0.4634146341463414,0.4788732394366197,0.5555555555555556,0.5384615384615385,0.5498154981549817,0.5272727272727273,0.4634146341463414,0.4946619217081851,0.5272727272727273,0.5053763440860215,0.4634146341463414,0.5272727272727273,0.5328467153284671,0.5441176470588236,0.5555555555555556,0.423728813559322,0.3636363636363637,0.3861386138613862,0.377049180327869,0.390728476821192,0.390728476821192,1.1761658031088085,1.1,1.1428571428571428,1.0895522388059704,1.1,0.510791366906475,0.4736842105263157,0.4634146341463414,0.4788732394366197,0.4788732394366197,0.5053763440860215,0.4093959731543624,0.4685314685314687,0.5328467153284671,0.5000000000000002
BBOU-L,0.0282025880750417,-0.0282025880750417,32.0,1.1873362767367938e-07,0.011822374361885,0.1019574876906448,0.0821161537123978,0.4830690504590073,-710.0,-0.0838646507371997,0.009287350628444,-0.0349220165586873,-0.0077401985529194,1.0,1.7658559113300492,0.0974421437271619,2.4704028557621707e-08,0.2418519938650306,0.1986301369863013,1.0949277652564006e-06,-0.0128596802841917,4.3601120097298564e-07,3.0,12.699595936748576,0.6060279870828849,0.0201898714222338,0.3193522828384011,0.1607078885147237,-0.0095830198506186,0.5749284082141375,-0.1414803475230393,0.0807228546571684,0.0130985136347691,-0.6465578424414479,4.0,0.8773091133004927,-0.0071849494217376,-0.0303070583543799,0.1518552612944342,3.4605418138987045,5.481343283582089,1.0,1.0,0.6516289780948195,0.0642893660531697,-0.1900490371965076,-0.0263141601139248,0.0366820040899795,0.1763481551561021,-0.0866557861195305,-0.1530718500520652,0.0682239525398591,0.0105226236408277,0.0415762834417932,0.1697117336581404,0.0245376955903271,-0.0700451904454487,-0.0999687597625741,-0.0777848911651728,-0.0865567533291059,-0.1317058468957203,-0.1977165135059871,-0.1829268292682926,-0.1456109134045077,-0.1430696014277215,-0.1083255957907769,-0.0718427835051546,-0.0194009530292715,-0.00723638869745,0.0307692307692306,0.0201841359773371,0.0774121166791323,0.0483988355167392,0.0611418047882137,0.0270944741532976,0.0650646950092421,0.0607511045655375,0.1055257099002302,0.1944444444444444,0.18559670781893,0.1432539682539682,0.0572477064220182,0.1231968810916179,0.1324685534591194,0.1682887266828872,0.1127848590189262,0.1807377049180327,0.2674879014518256,0.2296201451131028,0.2827248441674086,0.2641509433962263,0.2635964912280701,0.3167276051188299,0.3654028436018957,0.4654120040691758,0.3337962962962961,0.2832962138084631,0.3824376199616122,0.336890951276102
BBXK-L,0.1092262469728084,-0.1092262469728084,32.0,1.788137458535905e-06,0.1780458565910343,0.0333876585104482,0.0965374225763322,1.4780068303358735,-63.150000000000006,-0.256556065648962,-0.0156809958525319,-0.000250198307743,-0.003191729748051,1.0,0.6569698280523413,0.092279130719668,1.1446011550925309e-08,0.5580956084553207,-0.0869407057111676,8.219010929075368e-07,-0.039339923915671,3.1273208099941656e-06,3.0,0.4610423889912703,0.3207385303991047,0.071209556956301,-0.0177190252067651,-0.4062506339176128,-0.0613334205997602,-0.0072280986101549,0.1757735232763217,-0.3220806817519387,0.0531110677784236,-40.05907172995781,3.0,0.3519519844273818,-0.0033072612540114,-0.0091019581363943,0.0896594152471433,38.77341964965727,43.79311827956989,1.0,1.0,2.6177659452405857,0.4143912669092525,0.3810145468108915,0.2712133501302196,0.1702036054554039,0.4328325183103577,-0.0188295606757055,0.0927835051546392,-0.03,-0.03,0.043010752688172,-0.03,-0.3821656050955414,-0.4550561797752809,-0.5446009389671361,-0.4921465968586387,-0.4611111111111111,-0.4840425531914893,-0.4894736842105263,-0.5336538461538463,-0.5402843601895735,-0.5726872246696035,-0.6655172413793103,-0.6560283687943262,-0.6523297491039426,-0.6666666666666667,-0.6072874493927126,-0.6666666666666667,-0.6766666666666667,-0.6584507042253521,-0.680921052631579,-0.674496644295302,-0.674496644295302,-0.6596491228070176,-0.6596491228070176,-0.6407407407407408,-0.6666666666666667,-0.6777408637873754,-0.692063492063492,-0.6860841423948221,-0.7051671732522796,-0.7244318181818181,-0.696875,-0.7006172839506173,-0.7121661721068249,-0.7413333333333334,-0.7356948228882834,-0.7121661721068249,-0.7130177514792899,-0.7138643067846608,-0.7228571428571429,-0.7024539877300613,-0.7163742690058479,-0.7024539877300613,-0.7196531791907514,-0.696875
BCIP-L,0.0723120673801549,-0.0723120673801549,21.0,8.144905681675722e-06,0.8109928585325354,0.0690385690625932,0.1239912297923552,0.3651449930529926,-34.95139999999999,-0.6573916350284952,-0.0021824308788104,0.0346096610526545,-0.0002842388643276,1.0,1.1827632404033357,0.2526018932368392,3.614603054270918e-07,0.1407535583118467,-0.3445094426633112,1.838823974535152e-06,-0.1008034514381953,1.9068236314552275e-05,4.0,0.4697566872546491,0.3775721301783196,1.3516996534417318,0.7453515099836584,-0.0414782109796835,0.0732262297764814,0.793093564250787,0.2646858052561108,-0.0732454239055259,0.2663021945024878,-5.611111242244447,6.0,1.1609657934347637,0.0017871589907448,0.0058923471560999,0.0511652020934908,4.36156267069548,4.2034612097706985,1.0,1.0,0.8885276788611084,0.0076988860416825,-0.0204473771125646,-0.1273519904550491,-0.0162154097558758,0.0207574779442111,-0.1048777573277726,0.129032258064516,0.0,-0.03125,-0.03125,-0.03125,-0.2790697674418604,-0.2250000000000001,-0.3260869565217391,-0.3404255319148935,-0.3111111111111111,-0.3111111111111111,-0.2619047619047618,-0.2954545454545454,-0.2439024390243902,-0.1621621621621621,-0.2250000000000001,-0.2619047619047618,-0.2439024390243902,-0.1621621621621621,-0.1842105263157895,-0.2954545454545454,-0.2250000000000001,-0.2051282051282051,-0.2790697674418604,-0.38,-0.3673469387755101,-0.4259259259259259,-0.5,-0.4745762711864406,-0.4363636363636364,-0.4259259259259259,-0.4150943396226415,-0.3921568627450981,-0.4259259259259259,-0.4464285714285715,-0.4745762711864406,-0.5,-0.4655172413793103,-0.4745762711864406,-0.4363636363636364,-0.4655172413793103,-0.4363636363636364,-0.4363636363636364,-0.4745762711864406,-0.3673469387755101,-0.4745762711864406,-0.4150943396226415,-0.4363636363636364,-0.4150943396226415
BCQF-L,0.0226703100558449,-0.0226703100558449,31.0,4.825781129642512e-07,0.0480505752422163,0.0769260153971717,0.0882795144769916,0.9265442542924528,1.905099999999948,0.0727038994852117,0.0059121870078277,-0.002470887610716,0.0002378141847455,1.0,1.3873390769777685,0.2686344388621803,5.185270533941873e-08,0.208995012801492,0.0910390530178361,4.699734758452096e-05,0.0111483073568578,9.95389430880515e-07,5.0,19.6852399490288,0.312490402595774,-0.0007238632102352,0.0286119077527492,-0.0630270602402298,-0.0074067683160124,0.0346866243656347,-0.0204169324004627,-0.0535300093458682,0.014533168213358,-0.6352736263807939,4.0,1.0954399391915866,0.006292135274703,0.021737595275476,0.0323263603375527,6.329179426608384,2.2735340324480475,1.0,1.0,0.5643225419608489,0.0765962456566649,0.0534183741536014,-0.0024236436379686,0.0189128072478065,0.0873728416612544,0.0409979311297269,0.0312314098750743,0.0733212727466212,0.1466575716234652,0.2942384190940585,0.5448001225302495,0.2605924259467564,0.0665115787247543,0.0276107997962302,0.0044816253361219,0.1137367491166077,0.1676313961565176,0.2258142926592123,0.1646651270207852,0.0658353587657192,0.1098151408450704,0.099531232966314,0.2042985074626866,0.2093525179856115,0.2031492305857092,0.1381178063642518,0.0883781158951115,0.1299574277391888,0.0301297109590441,0.0037818471337578,-0.0536686057421654,0.0136683417085428,0.019199676637025,0.0853330463789947,0.1094489055109448,0.064597846738442,-0.013014972110774,-0.0223902297179412,0.0135664757310822,-0.0838404941411572,-0.0474121647147713,-0.0066968682292692,-0.0331671779141103,-0.0638574345646927,-0.0863302835401758,-0.0924959510527263,-0.0776406035665294,-0.0596680962148051,-0.0301923076923077,0.0231284236153377,0.1330038193664344,0.0915584415584414,0.1163254012174876,0.1265497598570311,0.2333088774761555
BCYN-L,0.0757163999481357,-0.0757163999481357,31.0,5.898136587733166e-07,0.0587280790993387,0.1059044827246176,0.2873516366435714,0.7891363439498703,-285.9202,-0.4385263880837232,-0.0013050046488783,-0.041950012049746,-0.0021836469655488,1.0,1.555325848709449,0.0739907967311955,1.1655993717306147e-07,0.2097346623676797,0.2508026089901021,8.421453402247868e-06,-0.0672429813677941,6.193247154409296e-07,4.0,11.553424399472712,0.409900155297851,-0.012799254212518,-0.1915311782794217,0.0745156767626577,0.1103371323125299,-0.2256345884683499,0.0582995024921036,0.1085315579463229,0.9534166999669724,-0.8616729169473714,5.0,1.244044944028892,0.0197222896627702,0.0425021777898405,0.2055953515437306,4.05724221355129,14.762311960337572,1.0,1.0,0.8070447285778636,-0.0709755400020937,-0.1071542831815065,-0.0705025634200463,0.0542340998613749,-0.004122737579269,0.0250889234394559,-0.0287047841306885,-0.0443800178412132,-0.0443800178412132,-0.0388066397487661,-0.0494676131322093,-0.0210189627598812,-0.003024662633783,0.0170899596487064,-0.0085608514576583,-0.0081018518518518,-0.0609248301555994,-0.0751133175048563,-0.0694896851248642,-0.0301041195110909,-0.0318572074107545,0.0032779208616249,0.0056324806383478,0.0139611926171321,0.0042184204359034,-0.0274625510667272,-0.0225821167883212,-0.0051079637798931,0.0,-0.0122176118026741,0.0056324806383478,-0.0494676131322093,-0.0344749887336638,0.0603810937886664,0.1999439932791935,0.0747429144720341,0.0861850443599492,0.0870116692034499,0.2235865219874357,0.1733296823658268,0.2063626126126125,0.1396276595744681,0.2235865219874357,0.2700059276822761,0.3633471205854279,0.399412148922273,0.3449466415568112,0.2580739870816206,0.2173295454545454,0.356871437618746,0.415125495376486,0.5066807313642756,0.6442824251726786,0.8638538494997827,0.7236524537409494
BCZB-L,0.0473988888457205,-0.0473988888457205,32.0,1.952858632598016e-06,0.1944472369181276,0.0342300136013299,0.0798887911713807,1.5462951617091951,-161.5,-0.2582779846017377,-0.0076537550021368,-0.0006410283784308,0.0011978173106783,1.0,0.629700340333693,0.0914318992502001,3.81878955557569e-08,0.1508007306401597,-0.0748663101604278,6.664202946955768e-06,-0.0396039603960395,5.065925828857119e-06,4.0,0.8862669468048693,0.2138126773888363,0.0400695103662585,-0.0526698134682075,0.1207334317183628,0.268792752874708,-0.0198120083852966,0.1016428114820356,-0.2146590827124023,0.2229521654609821,-8.026315789473685,4.0,0.4859301070806009,-0.0032036367541253,-0.0115142158754663,0.0488812776888425,26.945167286245358,6.088408231835364,1.0,1.0,1.0563059456702582,0.1867380315194766,-0.080771050141911,0.1489568359299118,0.1670702179176755,0.3366920782234007,-0.0004826421208673,-0.0427807486631016,-0.0788177339901476,-0.0360824742268039,-0.0410256410256409,-0.1220657276995303,-0.0833333333333332,-0.0696517412935321,-0.1869565217391303,-0.1220657276995303,-0.0878048780487803,-0.15,-0.0507614213197968,-0.0459183673469386,-0.0507614213197968,-0.0649999999999999,-0.1904761904761904,-0.2042553191489361,-0.1939655172413792,-0.3484320557491289,-0.2943396226415093,-0.3888888888888888,-0.4044585987261146,-0.4100946372239747,-0.4263803680981595,-0.4281345565749235,-0.4100946372239747,-0.4082278481012658,-0.4044585987261146,-0.2175732217573222,-0.26953125,-0.2637795275590551,-0.2240663900414937,-0.1974248927038626,-0.2076271186440677,-0.2208333333333332,-0.2076271186440677,-0.2459677419354838,-0.2489959839357429,-0.3297491039426523,-0.3199999999999999,-0.2889733840304181,-0.3022388059701493,-0.2751937984496123,-0.2489959839357429,-0.1834061135371179,-0.2637795275590551,-0.236734693877551,-0.2272727272727271,-0.1651785714285715
BCZN-L,0.071364585618149,-0.071364585618149,31.0,2.716306790602961e-07,0.0270464201165459,0.1603492638397392,0.2269302019881312,1.223315431664042,-210.1128,-0.7144710931825106,-0.0211341473713518,-0.013279537993809,-0.0054140627045703,1.0,2.210567517725063,0.1845219614133427,3.840531940068645e-08,0.3653909910191326,0.1514353639001588,5.519835557296123e-07,-0.1095559302979201,2.572286856435984e-07,4.0,4.097396350381633,0.4450323943981975,-0.018563465424248,-0.0912809532627505,0.1171750873673028,0.0134796454884952,-0.0839165648717192,0.0425778105002978,0.022925971835296,0.1283566729339965,-1.0189845154136965,6.0,1.3857512509518686,0.0095466637063744,0.0183825251450802,0.2717097097863252,6.089659646412003,4.900693038545277,1.0,1.0,0.6098724674078787,-0.0685151856218231,-0.0318153861852067,-0.0598104765154592,-0.0275315269771217,-0.1039429993832165,-0.0555798026068313,-0.0027192386131883,-0.0303230059327619,0.0985810306198655,0.1882067851373181,0.3851224105461395,0.1385448916408669,0.0440028388928319,0.0006802721088436,0.058273381294964,0.0605623648161501,0.1862903225806451,0.2434488588334742,0.1510172143974961,0.0034106412005456,0.2017973856209149,0.0454868514570008,0.1492187499999999,0.1674603174603175,0.1988590057049715,0.3087188612099645,0.2403035413153458,0.2057377049180329,0.0872135994087215,0.0760790051207023,0.0636297903109184,0.1203351104341203,0.1118669690098261,0.1834271922767498,0.1315384615384616,0.0920564216778025,0.0745069393718043,0.1289332310053723,0.1702466189339697,0.0643994211287988,0.1306687163720217,0.142968142968143,0.220746887966805,0.2008163265306122,0.2197346600331675,0.1843800322061193,0.2466101694915254,0.3122212310437109,0.3595194085027726,0.4607745779543197,0.5632306057385761,0.5834230355220669,0.7124563445867289,0.7982885085574574,0.8387500000000001
BDAJ-L,0.1619408457589831,-0.1619408457589831,32.0,6.741551173949536e-07,0.0671260057658501,0.0793873368568654,0.2175358166189111,0.927670054037538,-27.9,0.0776371322761173,-0.0008555365436323,-0.0067647557756876,-0.0079827849507149,1.0,0.4916175804259176,0.2937521574042112,1.804621729164312e-08,0.504300014098407,0.2874015748031498,3.2280436038141934e-09,0.0119047619047618,1.0334221575581754e-06,5.0,0.1209167829843605,0.8640703517587941,0.199916513323785,0.1824388174924562,0.0495790579818608,0.0698512501464566,0.1956174347854231,0.1772566697037996,-2.6391454466983166,0.9179974104445404,-13.520408163265303,5.0,0.4825555052106933,-0.0151142181961402,-0.0377892663712456,-0.004919761040178,8.66983695652174,25.626506024096383,1.0,1.0,0.9543798518439424,0.3070633018468914,-0.0801507537688441,0.1966511855292027,0.2615254476244184,0.8027626084163187,-0.0820025895554596,0.0220588235294116,-0.081081081081081,-0.1337579617834394,-0.15527950310559,0.0381679389312976,-0.46875,-0.5211267605633803,-0.5090252707581226,-0.4603174603174602,-0.4471544715447154,-0.2804232804232803,-0.1707317073170731,-0.111111111111111,-0.1707317073170731,-0.0993377483443708,-0.1446540880503144,-0.1446540880503144,-0.1904761904761903,-0.1707317073170731,-0.0144927536231882,-0.1282051282051282,-0.15527950310559,-0.2272727272727271,-0.2046783625730993,-0.276595744680851,-0.2842105263157893,-0.2727272727272727,-0.2183908045977011,-0.3398058252427184,-0.3901345291479819,-0.4035087719298245,-0.4380165289256198,-0.4285714285714285,-0.4261603375527426,-0.3789954337899542,-0.4061135371179039,-0.4309623430962342,-0.4061135371179039,-0.3818181818181818,-0.3644859813084112,-0.3492822966507176,-0.3523809523809523,-0.3267326732673267,-0.3025641025641025,-0.2916666666666666,-0.2989690721649484,-0.3674418604651162,-0.3761467889908256,-0.4086956521739129
